final_module_id	ENTREZID	SYMBOL	final_module_label	module_direction	locked_entrez_present	any_ensembl_mapping	matched_by_ensembl	matched_by_symbol	matched_ensembl_ids	all_mapped_ensembl_ids
BACT_M2	91942	NDUFAF2	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000164182	ENSG00000164182
VIR_M1a	9213	XPR1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000143324	ENSG00000143324
VIR_M1a	9246	UBE2L6	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000156587	ENSG00000156587
VIR_M1a	9258	MFHAS1	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000147324	ENSG00000147324;ENSG00000285022
BACT_M1	9349	RPL23	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000125691	ENSG00000125691
VIR_M2	941	CD80	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000121594	ENSG00000121594
VIR_M2	944	TNFSF8	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000106952	ENSG00000106952
BACT_M2	9551	ATP5MF	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	TRUE	TRUE	TRUE	FALSE	ENSG00000241468	ENSG00000241468
VIR_M1a	958	CD40	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000101017	ENSG00000101017
VIR_M1a	9582	APOBEC3B	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000179750	ENSG00000179750
VIR_M1a	9618	TRAF4	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000076604	ENSG00000076604
VIR_M1a	9636	ISG15	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000187608	ENSG00000187608
VIR_M1b	9636	ISG15	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000187608	ENSG00000187608
VIR_M1a	9782	MATR3	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000015479;ENSG00000280987	ENSG00000015479;ENSG00000280987
VIR_M1a	9830	TRIM14	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000106785	ENSG00000106785
VIR_M1b	9868	TOMM70	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000154174	ENSG00000154174
VIR_M2	9880	ZBTB39	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000166860	ENSG00000166860
VIR_M1a	9908	G3BP2	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000138757	ENSG00000138757
VIR_M2	9966	TNFSF15	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	TRUE	TRUE	TRUE	FALSE	ENSG00000181634	ENSG00000181634
