requested_entrez	requested_symbol	module_memberships	candidate_probe_count	median_rule_probe_id	median_rule_probe_median	median_rule_probe_variance	median_rule_tie_count	variance_rule_probe_id	variance_rule_probe_median	variance_rule_probe_variance	variance_rule_tie_count	same_probe_selected
114625	ERMAP	VIR_M2	2	ILMN_1715013	6.4854519745	0.199247618731765	1	ILMN_1715013	6.4854519745	0.199247618731765	1	TRUE
2113	ETS1	VIR_M2	2	ILMN_1687538	10.721331895	0.723973876222041	1	ILMN_2122103	9.712720116	0.73811924002165	1	FALSE
5393	EXOSC9	VIR_M2	2	ILMN_1721713	6.913298713	0.074944625655148	1	ILMN_1721713	6.913298713	0.074944625655148	1	TRUE
63901	FAM111A	VIR_M1b	2	ILMN_2410038	8.754707192	0.254278244631255	1	ILMN_2410038	8.754707192	0.254278244631255	1	TRUE
355	FAS	VIR_M2	2	ILMN_2319077	6.318111765	0.0901362490336508	1	ILMN_2319077	6.318111765	0.0901362490336508	1	TRUE
2213	FCGR2B	VIR_M2	3	ILMN_1660027	6.4070250685	0.0753457569516505	1	ILMN_1660027	6.4070250685	0.0753457569516505	1	TRUE
2214	FCGR3A	VIR_M2	2	ILMN_2112580	6.7910087615	0.432247768018214	1	ILMN_1703679	6.3729954825	0.471292525925172	1	FALSE
2215	FCGR3B	VIR_M2	2	ILMN_1728639	10.95581347	1.21373458861921	1	ILMN_1728639	10.95581347	1.21373458861921	1	TRUE
50943	FOXP3	VIR_M1a	1	ILMN_1768049	5.8927100825	0.0217134203435531	1	ILMN_1768049	5.8927100825	0.0217134203435531	1	TRUE
2444	FRK	VIR_M1a	1	ILMN_1727605	5.7749398125	0.0163836856442601	1	ILMN_1727605	5.7749398125	0.0163836856442601	1	TRUE
10146	G3BP1	VIR_M1a	2	ILMN_2344455	6.7121621205	0.102417166928472	1	ILMN_2344455	6.7121621205	0.102417166928472	1	TRUE
9908	G3BP2	VIR_M1a	4	ILMN_2381753	8.536249026	0.175675399205897	1	ILMN_2381753	8.536249026	0.175675399205897	1	TRUE
2625	GATA3	VIR_M1a;VIR_M2	1	ILMN_2406656	6.224132364	0.0238843820826699	1	ILMN_2406656	6.224132364	0.0238843820826699	1	TRUE
2633	GBP1	VIR_M1a	2	ILMN_2148785	8.459834033	1.88450649783895	1	ILMN_2148785	8.459834033	1.88450649783895	1	TRUE
2635	GBP3	VIR_M1a	1	ILMN_1725314	6.187624757	0.0230061910858537	1	ILMN_1725314	6.187624757	0.0230061910858537	1	TRUE
1880	GPR183	VIR_M2	2	ILMN_1798706	7.896501239	0.483219471808006	1	ILMN_1798706	7.896501239	0.483219471808006	1	TRUE
51191	HERC5	VIR_M1a	1	ILMN_1729749	10.108377065	2.95399639977685	1	ILMN_1729749	10.108377065	2.95399639977685	1	TRUE
23119	HIC2	VIR_M2	1	ILMN_1652762	6.496665492	0.0247216273264985	1	ILMN_1652762	6.496665492	0.0247216273264985	1	TRUE
29851	ICOS	VIR_M2	1	ILMN_1669927	7.19968846	0.394116764289346	1	ILMN_1669927	7.19968846	0.394116764289346	1	TRUE
23308	ICOSLG	VIR_M2	1	ILMN_1675671	6.1921685845	0.0176796798712734	1	ILMN_1675671	6.1921685845	0.0176796798712734	1	TRUE
3429	IFI27	VIR_M1a;VIR_M1b	1	ILMN_2058782	11.825889005	7.43188678642614	1	ILMN_2058782	11.825889005	7.43188678642614	1	TRUE
3430	IFI35	VIR_M1a	1	ILMN_1745374	9.7861590835	1.19337225346105	1	ILMN_1745374	9.7861590835	1.19337225346105	1	TRUE
10561	IFI44	VIR_M1a;VIR_M2	1	ILMN_1760062	9.0937052265	3.10050539887832	1	ILMN_1760062	9.0937052265	3.10050539887832	1	TRUE
10964	IFI44L	VIR_M1a;VIR_M2	1	ILMN_1723912	10.0335805025	4.53229876641816	1	ILMN_1723912	10.0335805025	4.53229876641816	1	TRUE
2537	IFI6	VIR_M1a;VIR_M2	2	ILMN_1687384	11.27923215	1.06404923757651	1	ILMN_2347798	10.350804405	2.8327356443925	1	FALSE
64135	IFIH1	VIR_M1a;VIR_M1b	1	ILMN_1781373	7.8615467855	1.08873055490659	1	ILMN_1781373	7.8615467855	1.08873055490659	1	TRUE
3434	IFIT1	VIR_M1a;VIR_M1b	2	ILMN_1707695	8.87628572	3.76589001492073	1	ILMN_1707695	8.87628572	3.76589001492073	1	TRUE
439996	IFIT1B	VIR_M1a	1	ILMN_1759155	7.815348743	3.43814489049071	1	ILMN_1759155	7.815348743	3.43814489049071	1	TRUE
3433	IFIT2	VIR_M1a	1	ILMN_1739428	10.426653205	3.02333582050908	1	ILMN_1739428	10.426653205	3.02333582050908	1	TRUE
3437	IFIT3	VIR_M1a	3	ILMN_1701789	10.528084415	3.68358144217854	1	ILMN_1701789	10.528084415	3.68358144217854	1	TRUE
24138	IFIT5	VIR_M1a;VIR_M1b	1	ILMN_1696654	6.5934141815	0.285945460843103	1	ILMN_1696654	6.5934141815	0.285945460843103	1	TRUE
10410	IFITM3	VIR_M1a;VIR_M1b;VIR_M2	1	ILMN_1805750	12.4695558	1.6523276887168	1	ILMN_1805750	12.4695558	1.6523276887168	1	TRUE
10643	IGF2BP3	VIR_M2	1	ILMN_1807423	7.292950631	0.515892884016188	1	ILMN_1807423	7.292950631	0.515892884016188	1	TRUE
3600	IL15	VIR_M2	4	ILMN_1724181	6.610056215	0.147798797921854	1	ILMN_1724181	6.610056215	0.147798797921854	1	TRUE
3557	IL1RN	VIR_M2	3	ILMN_1774874	9.724780389	1.18513753090488	1	ILMN_1774874	9.724780389	1.18513753090488	1	TRUE
246778	IL27	VIR_M1a	1	ILMN_1753758	6.1047268285	0.109527836683425	1	ILMN_1753758	6.1047268285	0.109527836683425	1	TRUE
3559	IL2RA	VIR_M2	2	ILMN_1683774	6.157982942	0.0317442972473223	1	ILMN_1683774	6.157982942	0.0317442972473223	1	TRUE
3575	IL7R	VIR_M2	2	ILMN_1691341	10.3358395	1.08593071668031	1	ILMN_1691341	10.3358395	1.08593071668031	1	TRUE
10527	IPO7	VIR_M1a	1	ILMN_1652378	6.13199909	0.0156163621329965	1	ILMN_1652378	6.13199909	0.0156163621329965	1	TRUE
3665	IRF7	VIR_M1a;VIR_M1b	3	ILMN_1798181	10.04650167	1.56333808881472	1	ILMN_1798181	10.04650167	1.56333808881472	1	TRUE
10379	IRF9	VIR_M1a	1	ILMN_1745471	10.614183175	0.365038446899073	1	ILMN_1745471	10.614183175	0.365038446899073	1	TRUE
9636	ISG15	VIR_M1a;VIR_M1b	1	ILMN_2054019	8.86079701	3.23739723876325	1	ILMN_2054019	8.86079701	3.23739723876325	1	TRUE
3669	ISG20	VIR_M1a;VIR_M1b	1	ILMN_1659913	11.309976025	0.599590182075721	1	ILMN_1659913	11.309976025	0.599590182075721	1	TRUE
84502	JPH4	VIR_M2	1	ILMN_1758829	5.900480965	0.0167483378768072	1	ILMN_1758829	5.900480965	0.0167483378768072	1	TRUE
3802	KIR2DL1	VIR_M2	2	ILMN_1678882	6.2734853215	0.090888620744521	1	ILMN_1786810	6.1699514765	0.161878672023529	1	FALSE
3806	KIR2DS1	VIR_M2	2	ILMN_2166812	5.918618399	0.0196336578715854	1	ILMN_2166812	5.918618399	0.0196336578715854	1	TRUE
3810	KIR2DS5	VIR_M2	1	ILMN_1691803	6.2395568345	0.0676825463691701	1	ILMN_1691803	6.2395568345	0.0676825463691701	1	TRUE
3811	KIR3DL1	VIR_M2	2	ILMN_2131828	6.4915002055	0.16093191171806	1	ILMN_2131828	6.4915002055	0.16093191171806	1	TRUE
10219	KLRG1	VIR_M1a	2	ILMN_1658399	7.5780444715	0.540057652530577	1	ILMN_1658399	7.5780444715	0.540057652530577	1	TRUE
54900	LAX1	VIR_M2	1	ILMN_1769782	7.5802370965	0.337259566175593	1	ILMN_1769782	7.5802370965	0.337259566175593	1	TRUE
3976	LIF	VIR_M2	1	ILMN_1738725	5.8534856995	0.0202033554365548	1	ILMN_1738725	5.8534856995	0.0202033554365548	1	TRUE
23547	LILRA4	VIR_M1a	1	ILMN_1702385	6.041168594	0.0269850068318989	1	ILMN_1702385	6.041168594	0.0269850068318989	1	TRUE
4063	LY9	VIR_M1a	3	ILMN_1812278	7.3944428915	0.384269693730251	1	ILMN_1812278	7.3944428915	0.384269693730251	1	TRUE
10892	MALT1	VIR_M1a	2	ILMN_1730986	6.7766080155	0.0990631022191387	1	ILMN_1730986	6.7766080155	0.0990631022191387	1	TRUE
55016	MARCHF1	VIR_M2	2	ILMN_2094942	6.372430027	0.0695631426933606	1	ILMN_2094942	6.372430027	0.0695631426933606	1	TRUE
9782	MATR3	VIR_M1a	4	ILMN_1815107	8.944208888	0.431087017033369	1	ILMN_1815107	8.944208888	0.431087017033369	1	TRUE
255231	MCOLN2	VIR_M1a	1	ILMN_1660462	6.7319190845	0.207169379203618	1	ILMN_1660462	6.7319190845	0.207169379203618	1	TRUE
4191	MDH2	BACT_M2	1	ILMN_2079004	11.157570605	0.113598981644905	1	ILMN_2079004	11.157570605	0.113598981644905	1	TRUE
4210	MEFV	VIR_M1a	2	ILMN_1804738	7.047043081	0.309147039197714	1	ILMN_2115752	7.035253102	0.36055812285632	1	FALSE
9258	MFHAS1	VIR_M1a	1	ILMN_1745686	6.966941816	0.135442920881539	1	ILMN_1745686	6.966941816	0.135442920881539	1	TRUE
11043	MID2	VIR_M1a	3	ILMN_1760180	6.1452289475	0.0236849048662675	1	ILMN_1760180	6.1452289475	0.0236849048662675	1	TRUE
4343	MOV10	VIR_M1a	1	ILMN_1725700	7.243176038	0.575043203765526	1	ILMN_1725700	7.243176038	0.575043203765526	1	TRUE
28998	MRPL13	BACT_M1	1	ILMN_1671158	6.4955842375	0.196393360871961	1	ILMN_1671158	6.4955842375	0.196393360871961	1	TRUE
29093	MRPL22	BACT_M1	2	ILMN_1748819	7.9696250515	0.425165557116066	1	ILMN_1748819	7.9696250515	0.425165557116066	1	TRUE
64963	MRPS11	BACT_M1	2	ILMN_1722905	8.528275706	0.0972308775493561	1	ILMN_1722905	8.528275706	0.0972308775493561	1	TRUE
51023	MRPS18C	BACT_M1	2	ILMN_1658416	8.043840694	0.595877494538138	1	ILMN_1658416	8.043840694	0.595877494538138	1	TRUE
2206	MS4A2	VIR_M2	1	ILMN_1806721	5.9802949165	0.0320752389668392	1	ILMN_1806721	5.9802949165	0.0320752389668392	1	TRUE
113115	MTFR2	BACT_M2	2	ILMN_1697998	6.155701851	0.0130704670075018	1	ILMN_1697998	6.155701851	0.0130704670075018	1	TRUE
4599	MX1	VIR_M1a;VIR_M1b	1	ILMN_1662358	12.143252325	2.0532208755754	1	ILMN_1662358	12.143252325	2.0532208755754	1	TRUE
4600	MX2	VIR_M1a	1	ILMN_2231928	10.060708245	0.998279431254132	1	ILMN_2231928	10.060708245	0.998279431254132	1	TRUE
23138	N4BP3	VIR_M1a	1	ILMN_1678531	5.8709607175	0.0219500397694181	1	ILMN_1678531	5.8709607175	0.0219500397694181	1	TRUE
4696	NDUFA3	BACT_M2	1	ILMN_1784641	10.500074175	0.14894560063655	1	ILMN_1784641	10.500074175	0.14894560063655	1	TRUE
4697	NDUFA4	BACT_M2	1	ILMN_1751258	9.889923367	0.859071256507995	1	ILMN_1751258	9.889923367	0.859071256507995	1	TRUE
51103	NDUFAF1	BACT_M2	1	ILMN_1754421	6.457816163	0.156553471512157	1	ILMN_1754421	6.457816163	0.156553471512157	1	TRUE
91942	NDUFAF2	BACT_M2	1	ILMN_1682857	6.6087243225	0.156226630124749	1	ILMN_1682857	6.6087243225	0.156226630124749	1	TRUE
137682	NDUFAF6	BACT_M2	1	ILMN_1727618	6.2058926495	0.0256115290948149	1	ILMN_1727618	6.2058926495	0.0256115290948149	1	TRUE
55471	NDUFAF7	BACT_M2	3	ILMN_1722186	6.771230327	0.0873850655738514	1	ILMN_2394132	6.556333671	0.118797587280954	1	FALSE
4707	NDUFB1	BACT_M2	1	ILMN_1724367	6.0516192195	0.00972371219160057	1	ILMN_1724367	6.0516192195	0.00972371219160057	1	TRUE
4709	NDUFB3	BACT_M2	2	ILMN_2119945	8.561571987	0.94488500021766	1	ILMN_2119945	8.561571987	0.94488500021766	1	TRUE
4718	NDUFC2	BACT_M2	1	ILMN_1694274	6.078506635	0.024005776208582	1	ILMN_1694274	6.078506635	0.024005776208582	1	TRUE
4724	NDUFS4	BACT_M2	1	ILMN_1812312	7.5248613775	0.492906211666801	1	ILMN_1812312	7.5248613775	0.492906211666801	1	TRUE
4731	NDUFV3	BACT_M2	2	ILMN_1765500	6.2017775465	0.0140593654697435	1	ILMN_2387731	6.1236165785	0.0275409670754913	1	FALSE
64127	NOD2	VIR_M1a;VIR_M2	1	ILMN_1762594	7.5884500465	0.425876376283963	1	ILMN_1762594	7.5884500465	0.425876376283963	1	TRUE
51251	NT5C3A	VIR_M1a	2	ILMN_2352121	9.769689588	0.848257106062173	1	ILMN_2352121	9.769689588	0.848257106062173	1	TRUE
4938	OAS1	VIR_M1a;VIR_M1b	4	ILMN_2410826	8.2237200155	1.55753980755127	1	ILMN_1658247	7.9584961805	2.17675276812895	1	FALSE
4939	OAS2	VIR_M1a;VIR_M1b	4	ILMN_1674063	10.486420385	1.9031885666108	1	ILMN_1674063	10.486420385	1.9031885666108	1	TRUE
4940	OAS3	VIR_M1a;VIR_M1b	2	ILMN_1745397	8.4242722685	2.55884997565846	1	ILMN_1745397	8.4242722685	2.55884997565846	1	TRUE
8638	OASL	VIR_M1a;VIR_M1b	2	ILMN_1674811	8.5186575425	2.14563431137702	1	ILMN_1674811	8.5186575425	2.14563431137702	1	TRUE
54726	OTUD4	VIR_M1a	3	ILMN_1708203	6.4447362975	0.0496535717684842	1	ILMN_1708203	6.4447362975	0.0496535717684842	1	TRUE
5027	P2RX7	VIR_M2	1	ILMN_1759326	7.655294181	0.165955943720579	1	ILMN_1759326	7.655294181	0.165955943720579	1	TRUE
24145	PANX1	VIR_M2	1	ILMN_1697817	6.1031325415	0.0201524377857538	1	ILMN_1697817	6.1031325415	0.0201524377857538	1	TRUE
54625	PARP14	VIR_M1a	1	ILMN_1691731	8.207662051	0.690162720194685	1	ILMN_1691731	8.207662051	0.690162720194685	1	TRUE
83666	PARP9	VIR_M1a	2	ILMN_1731224	9.756454399	0.850357590696571	1	ILMN_1731224	9.756454399	0.850357590696571	1	TRUE
23598	PATZ1	VIR_M2	3	ILMN_1759297	6.148528654	0.0196781401060968	1	ILMN_2401844	6.0018957025	0.0221612986091459	1	FALSE
5295	PIK3R1	VIR_M2	5	ILMN_1760303	8.0382202915	0.127652736462811	1	ILMN_1760303	8.0382202915	0.127652736462811	1	TRUE
11040	PIM2	VIR_M1a	1	ILMN_1748283	10.0414184	0.260722985614436	1	ILMN_1748283	10.0414184	0.260722985614436	1	TRUE
122618	PLD4	VIR_M1a	1	ILMN_1695490	6.046317976	0.0161741495822009	1	ILMN_1695490	6.046317976	0.0161741495822009	1	TRUE
403313	PLPP6	VIR_M1a	1	ILMN_1802628	6.3849758825	0.030850031255783	1	ILMN_1802628	6.3849758825	0.030850031255783	1	TRUE
5359	PLSCR1	VIR_M1a;VIR_M1b	1	ILMN_1745242	7.113262435	0.564765719973445	1	ILMN_1745242	7.113262435	0.564765719973445	1	TRUE
5366	PMAIP1	VIR_M1a	2	ILMN_2098446	6.1497067935	0.0361505891074716	1	ILMN_2098446	6.1497067935	0.0361505891074716	1	TRUE
5371	PML	VIR_M1a	7	ILMN_1728019	7.4039827405	0.479596220232175	1	ILMN_1728019	7.4039827405	0.479596220232175	1	TRUE
639	PRDM1	VIR_M1a	4	ILMN_1655077	7.406612634	0.274455665129383	1	ILMN_1655077	7.406612634	0.274455665129383	1	TRUE
5551	PRF1	VIR_M1a	1	ILMN_1740633	8.5546919045	1.02348682468461	1	ILMN_1740633	8.5546919045	1.02348682468461	1	TRUE
8575	PRKRA	VIR_M1a;VIR_M2	1	ILMN_1758474	7.1647047645	0.103569987152281	1	ILMN_1758474	7.1647047645	0.103569987152281	1	TRUE
5734	PTGER4	VIR_M2	1	ILMN_1795930	7.4371713555	0.20465322114769	1	ILMN_1795930	7.4371713555	0.20465322114769	1	TRUE
5781	PTPN11	VIR_M1b	1	ILMN_1778236	7.4850692945	0.160774743229775	1	ILMN_1778236	7.4850692945	0.160774743229775	1	TRUE
5996	RGS1	VIR_M2	1	ILMN_1656011	6.0563166475	0.120039551107386	1	ILMN_1656011	6.0563166475	0.120039551107386	1	TRUE
23586	RIGI	VIR_M1a;VIR_M1b	1	ILMN_1797001	7.192969963	0.732119560379745	1	ILMN_1797001	7.192969963	0.732119560379745	1	TRUE
8767	RIPK2	VIR_M1a;VIR_M1b;VIR_M2	1	ILMN_1758939	7.302266391	0.179610181108303	1	ILMN_1758939	7.302266391	0.179610181108303	1	TRUE
6138	RPL15	BACT_M1	1	ILMN_1762747	10.203911525	0.612886875073704	1	ILMN_1762747	10.203911525	0.612886875073704	1	TRUE
6139	RPL17	BACT_M1	3	ILMN_1658283	10.70698779	1.56633391612538	1	ILMN_2383097	10.70231953	1.63095934392829	1	FALSE
9349	RPL23	BACT_M1	1	ILMN_1755115	8.0477174095	1.36644838019392	1	ILMN_1755115	8.0477174095	1.36644838019392	1	TRUE
6154	RPL26	BACT_M1	1	ILMN_1731546	7.8390475835	1.81444256623734	1	ILMN_1731546	7.8390475835	1.81444256623734	1	TRUE
51121	RPL26L1	BACT_M1	2	ILMN_2110532	7.005121691	0.36511836005023	1	ILMN_2110532	7.005121691	0.36511836005023	1	TRUE
6155	RPL27	BACT_M1	1	ILMN_1656807	12.094898185	0.729258332346748	1	ILMN_1656807	12.094898185	0.729258332346748	1	TRUE
6159	RPL29	BACT_M1	2	ILMN_1737517	6.346494143	0.0595493235955086	1	ILMN_1737517	6.346494143	0.0595493235955086	1	TRUE
6160	RPL31	BACT_M1	1	ILMN_1754195	8.60168533	1.79954049344704	1	ILMN_1754195	8.60168533	1.79954049344704	1	TRUE
