SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
TRIM22	TRIM22	10346	5960747	ILMN_1779252	1041.749
TRIM23	TRIM23	373	1440543	ILMN_1752741	185.4344
TRIM24	TRIM24	8805	6510196	ILMN_1799642	131.7234
TRIM25	TRIM25	7706	5260612	ILMN_1813625	724.2975
TRIM26	TRIM26	7726	6020463	ILMN_1738704	441.9078
TRIM27	TRIM27	5987	1990441	ILMN_1655482	208.21
TRIM28	TRIM28	10155	3890600	ILMN_1736575	438.6319
TRIM29	TRIM29	23650	2370747	ILMN_1741755	1.156002
TRIM3	TRIM3	10612	7160047	ILMN_1685430	37.49813
TRIM31	TRIM31	11074	1440706	ILMN_2362477	2.553022
TRIM32	TRIM32	22954	5670088	ILMN_1654737	66.95543
TRIM33	TRIM33	51592	2450446	ILMN_1682316	542.8845
TRIM34	TRIM34	53840	2350414	ILMN_2255142	7.27739
TRIM35	TRIM35	23087	2760634	ILMN_1671765	34.01631
TRIM36	TRIM36	55521	1660070	ILMN_1668453	24.48194
TRIM37	TRIM37	4591	4730564	ILMN_1704383	16.76764
TRIM38	TRIM38	10475	3930377	ILMN_1697971	1056.242
TRIM39	TRIM39	56658	6040703	ILMN_1736562	304.6893
TRIM39-RPP21	TRIM39-RPP21	202658	830739	ILMN_2186597	1730.719
TRIM4	TRIM4	89122	2810674	ILMN_2323385	680.4783
TRIM40	TRIM40	135644	1190408	ILMN_1653591	3.876573
TRIM41	TRIM41	90933	540239	ILMN_1729495	488.7661
TRIM42	TRIM42	287015	150367	ILMN_1718142	-7.031329
TRIM43	TRIM43	129868	1690424	ILMN_1784230	24.95272
TRIM43B	TRIM43B	653192	1710139	ILMN_1765686	20.61469
TRIM44	TRIM44	54765	1300239	ILMN_1796063	542.0215
TRIM45	TRIM45	80263	6290431	ILMN_1684352	18.63945
TRIM46	TRIM46	80128	4850593	ILMN_1770865	22.75819
TRIM47	TRIM47	91107	840528	ILMN_1712708	13.65072
TRIM48	TRIM48	79097	5290056	ILMN_1762021	17.67063
TRIM49	TRIM49	57093	2350673	ILMN_1785209	21.53908
TRIM49B	TRIM49B	283116	1710706	ILMN_1661904	9.709581
TRIM49C	TRIM49C	642612	2350673	ILMN_1785209	21.53908
TRIM49D1	TRIM49D1	399939	5890373	ILMN_3202697	-1.072718
TRIM49D2	TRIM49D2	729384	430626	ILMN_1681848	0.8363762
TRIM5	TRIM5	85363	5910064	ILMN_2404665	216.7009
TRIM50	TRIM50	135892	940358	ILMN_1719404	-2.445436
TRIM51	TRIM51	84767	4880204	ILMN_1753648	25.88437
TRIM51EP	TRIM51EP	399940	3390601	ILMN_3233838	24.23212
TRIM51G	TRIM51G	120824	6180577	ILMN_1762185	-1.287038
TRIM51HP	TRIM51HP	440041	4490482	ILMN_3280594	-5.236658
TRIM52	TRIM52	84851	6130044	ILMN_1754130	261.7772
TRIM53AP	TRIM53AP	642569	2680286	ILMN_1764886	-0.1155419
TRIM54	TRIM54	57159	3460068	ILMN_1717915	6.088202
TRIM55	TRIM55	84675	130474	ILMN_1672479	-4.92102
TRIM56	TRIM56	81844	2510239	ILMN_1666376	895.4517
TRIM58	TRIM58	25893	5890138	ILMN_1705458	313.3502
TRIM59	TRIM59	286827	7330201	ILMN_1784799	8.988504
TRIM6	TRIM6	117854	6040653	ILMN_1656910	16.97035
TRIM6-TRIM34	TRIM6-TRIM34	445372	4070670	ILMN_1683974	1.22968
TRIM60	TRIM60	166655	6420367	ILMN_2094630	7.076094
TRIM61	TRIM61	391712	4050259	ILMN_1706265	19.0479
TRIM62	TRIM62	55223	6900553	ILMN_1666852	25.94634
TRIM63	TRIM63	84676	3890288	ILMN_1702489	11.51708
TRIM64	TRIM64	120146	10128	ILMN_3284127	4.883191
TRIM64B	TRIM64B	642446	6480497	ILMN_3202093	76.47377
TRIM64C	TRIM64C	646754	4890037	ILMN_3296610	7.982724
TRIM65	TRIM65	201292	5310390	ILMN_1764165	42.45158
TRIM66	TRIM66	9866	3840110	ILMN_3235584	203.548
TRIM67	TRIM67	440730	3610424	ILMN_1667915	18.34143
TRIM68	TRIM68	55128	2370328	ILMN_1694174	150.9328
TRIM69	TRIM69	140691	1030379	ILMN_1813430	26.50981
TRIM7	TRIM7	81786	580746	ILMN_1727364	23.65385
TRIM71	TRIM71	131405	4830170	ILMN_1767471	-2.122404
TRIM72	TRIM72	493829	4640598	ILMN_1720717	6.86413
TRIM73	TRIM73	375593	4780577	ILMN_1790253	56.43562
TRIM74	TRIM74	378108	4780577	ILMN_1790253	56.43562
TRIM77	TRIM77	390231	6040520	ILMN_1732096	0.8571537
TRIM8	TRIM8	81603	940435	ILMN_1746704	1016.464
TRIM9	TRIM9	114088	2320398	ILMN_1719254	70.17312
TRIML1	TRIML1	339976	6760332	ILMN_1709877	30.1743
TRIML2	TRIML2	205860	510577	ILMN_1666893	-2.153476
TRIO	TRIO	7204	5340576	ILMN_1805792	47.22197
TRIOBP	TRIOBP	11078	5570110	ILMN_1735788	659.4933
TRIP10	TRIP10	9322	430431	ILMN_2161746	3.315689
TRIP11	TRIP11	9321	2760136	ILMN_1658144	121.7917
TRIP12	TRIP12	9320	6590441	ILMN_1720241	544.8709
TRIP13	TRIP13	9319	5700373	ILMN_1796589	39.07524
TRIP4	TRIP4	9325	3310332	ILMN_1661173	271.9684
TRIP6	TRIP6	7205	3130612	ILMN_1713990	96.39733
TRIQK	TRIQK	286144	3780021	ILMN_3243899	54.94839
TRIR	TRIR	79002	6580202	ILMN_3251733	1418.38
TRIT1	TRIT1	54802	7210092	ILMN_1727692	150.3242
TRMO	TRMO	51531	3440446	ILMN_1700028	329.2665
TRMT1	TRMT1	55621	7650278	ILMN_1812940	399.9717
TRMT10A	TRMT10A	93587	580521	ILMN_1741005	21.80394
TRMT10B	TRMT10B	158234	1770196	ILMN_1782513	80.39095
TRMT10C	TRMT10C	54931	2600079	ILMN_1672565	57.25543
TRMT11	TRMT11	60487	6650176	ILMN_1805481	49.16967
TRMT112	TRMT112	51504	5420398	ILMN_1690802	1543.551
TRMT12	TRMT12	55039	2510707	ILMN_1809944	203.4561
TRMT13	TRMT13	54482	4060669	ILMN_1659786	95.39375
TRMT1L	TRMT1L	81627	4890647	ILMN_1665300	169.0036
TRMT2A	TRMT2A	27037	1300402	ILMN_1671913	24.94647
TRMT2B	TRMT2B	79979	6350736	ILMN_1779663	49.49235
TRMT44	TRMT44	152992	1500327	ILMN_1798129	45.18297
TRMT5	TRMT5	57570	5960253	ILMN_2167922	3514.603
TRMT6	TRMT6	51605	4060280	ILMN_1765085	13.44315
TRMT61A	TRMT61A	115708	4150484	ILMN_1675577	80.32249
TRMT61B	TRMT61B	55006	2490170	ILMN_1706558	53.68164
TRMT9B	TRMT9B	57604	3940632	ILMN_1801178	-4.496394
TRMU	TRMU	55687	3420097	ILMN_1733703	54.23434
TRNAU1AP	TRNAU1AP	54952	10626	ILMN_1732722	29.47284
TRNP1	TRNP1	388610	7150292	ILMN_1695946	21.33943
TRNT1	TRNT1	51095	4810326	ILMN_1655924	72.36414
TRO	TRO	7216	1500301	ILMN_2295518	59.64505
TROAP	TROAP	10024	4760646	ILMN_1700337	25.88235
TRPA1	TRPA1	8989	4780167	ILMN_1656371	47.5529
TRPC1	TRPC1	7220	4180008	ILMN_1674380	-2.012403
TRPC2	TRPC2	7221	4230746	ILMN_1661657	1.540942
TRPC3	TRPC3	7222	2450239	ILMN_2094377	-7.550136
TRPC4	TRPC4	7223	10367	ILMN_1782295	12.94806
TRPC4AP	TRPC4AP	26133	3440017	ILMN_2402805	524.8018
TRPC5	TRPC5	7224	6620343	ILMN_1772242	8.383612
TRPC6	TRPC6	7225	4670471	ILMN_1656410	-12.78508
TRPC7	TRPC7	57113	4900594	ILMN_1683909	-16.25224
TRPM1	TRPM1	4308	6450398	ILMN_1791653	-4.726804
TRPM2	TRPM2	7226	5700068	ILMN_2352380	38.35443
TRPM3	TRPM3	80036	6560372	ILMN_1815938	15.45461
TRPM4	TRPM4	54795	870437	ILMN_1679401	36.72205
TRPM5	TRPM5	29850	7150561	ILMN_1706805	-15.12355
TRPM6	TRPM6	140803	4010564	ILMN_1814296	69.70918
TRPM7	TRPM7	54822	4280452	ILMN_1667047	6.314883
TRPM8	TRPM8	79054	4900424	ILMN_2099315	3.286194
TRPS1	TRPS1	7227	6450484	ILMN_1814557	45.0491
TRPT1	TRPT1	83707	940669	ILMN_2364674	715.8555
TRPV1	TRPV1	7442	1470711	ILMN_1724234	25.99962
TRPV2	TRPV2	51393	4390301	ILMN_2049536	687.832
TRPV3	TRPV3	162514	610253	ILMN_1802901	7.654751
TRPV4	TRPV4	59341	4760594	ILMN_2297353	4.434063
TRPV5	TRPV5	56302	3400092	ILMN_2176758	-0.3220729
TRPV6	TRPV6	55503	7570204	ILMN_2272412	0.5509079
TRRAP	TRRAP	8295	380369	ILMN_1660368	544.6132
TRUB1	TRUB1	142940	450341	ILMN_1744574	5.459901
TRUB2	TRUB2	26995	5690121	ILMN_2116075	46.76647
TSACC	TSACC	128229	2940154	ILMN_1806963	8.095755
TSBP1	TSBP1	10665	2340338	ILMN_1709035	-6.517718
TSC1	TSC1	7248	4040373	ILMN_2246510	275.3078
TSC2	TSC2	7249	450376	ILMN_1714216	80.66387
TSC22D1	TSC22D1	8848	2450639	ILMN_1787567	415.3909
TSC22D2	TSC22D2	9819	2450082	ILMN_2124187	304.7924
TSC22D3	TSC22D3	1831	6350632	ILMN_1748124	5609.8
TSC22D4	TSC22D4	81628	6200240	ILMN_1721636	348.257
TSEN15	TSEN15	116461	3870112	ILMN_1734486	234.8779
TSEN2	TSEN2	80746	6900176	ILMN_1746393	144.8848
TSEN34	TSEN34	79042	5820528	ILMN_2368292	2882.346
TSEN54	TSEN54	283989	4890092	ILMN_1657509	111.7021
TSFM	TSFM	10102	3130102	ILMN_2097954	81.60963
TSG1	TSG1	643432	780273	ILMN_1749822	18.24644
TSG101	TSG101	7251	5090273	ILMN_1747146	984.962
TSGA10	TSGA10	80705	1500025	ILMN_1674967	7.239674
TSGA10IP	TSGA10IP	254187	2970553	ILMN_1765427	-4.057983
TSGA13	TSGA13	114960	510424	ILMN_1758790	-6.149656
TSHB	TSHB	7252	2710110	ILMN_1652578	-12.28936
TSHR	TSHR	7253	3520563	ILMN_1746712	11.15963
TSHZ1	TSHZ1	10194	1780300	ILMN_1718907	167.6798
TSHZ2	TSHZ2	128553	1940709	ILMN_1711156	33004.34
TSHZ3	TSHZ3	57616	5870424	ILMN_1743933	136.1876
TSIX	TSIX	9383	1010612	ILMN_3245550	-7.934994
TSKS	TSKS	60385	5420504	ILMN_1656291	-7.982368
TSKU	TSKU	25987	830201	ILMN_1801443	-14.06718
TSLP	TSLP	85480	2850139	ILMN_1662884	-13.28091
TSN	TSN	7247	6620554	ILMN_1768913	-8.083597
TSNARE1	TSNARE1	203062	7510091	ILMN_1781027	-6.083006
TSNAX	TSNAX	7257	2650014	ILMN_1713668	357.8002
TSNAX-DISC1	TSNAX-DISC1	100303453	3710187	ILMN_1719203	28.89128
TSNAXIP1	TSNAXIP1	55815	2350221	ILMN_1657194	-4.095357
TSPAN1	TSPAN1	10103	2510358	ILMN_1747546	31.42521
TSPAN10	TSPAN10	83882	3310097	ILMN_1656194	15.23478
TSPAN11	TSPAN11	441631	7650671	ILMN_1891705	5.582469
TSPAN12	TSPAN12	23554	2370671	ILMN_1768115	5.235377
TSPAN13	TSPAN13	27075	6660131	ILMN_1669881	134.454
TSPAN14	TSPAN14	81619	6220278	ILMN_1785060	538.9055
TSPAN15	TSPAN15	23555	5080075	ILMN_1803850	12.02471
TSPAN16	TSPAN16	26526	6900070	ILMN_1743465	-4.280412
TSPAN17	TSPAN17	26262	3710609	ILMN_1777881	832.9931
TSPAN18	TSPAN18	90139	1820279	ILMN_1699980	215.4156
TSPAN19	TSPAN19	144448	7100470	ILMN_1746349	1.68342
TSPAN2	TSPAN2	10100	2320575	ILMN_1810093	46.91912
TSPAN3	TSPAN3	10099	4490615	ILMN_1790549	249.5059
TSPAN31	TSPAN31	6302	5670577	ILMN_1725079	403.0215
TSPAN32	TSPAN32	10077	770575	ILMN_1718621	1661.877
TSPAN33	TSPAN33	340348	4250753	ILMN_1749403	452.4633
TSPAN4	TSPAN4	7106	110661	ILMN_1718607	191.4183
TSPAN5	TSPAN5	10098	4900168	ILMN_1799028	937.1179
TSPAN6	TSPAN6	7105	240736	ILMN_2183856	-0.9655061
TSPAN7	TSPAN7	7102	460010	ILMN_2120695	12.00202
TSPAN8	TSPAN8	7103	4560543	ILMN_1683263	-1.567609
TSPAN9	TSPAN9	10867	7570196	ILMN_1729453	204.0887
TSPEAR	TSPEAR	54084	4070403	ILMN_1699901	0.8880304
TSPEAR-AS2	TSPEAR-AS2	114043	6900017	ILMN_1666773	-4.880332
TSPO	TSPO	706	6860753	ILMN_1681679	11322.6
TSPO2	TSPO2	222642	7380195	ILMN_1669208	10.04744
TSPOAP1	TSPOAP1	9256	6420646	ILMN_2111229	36.30803
TSPY1	TSPY1	7258	2060767	ILMN_2197750	25.7651
TSPY10	TSPY10	100289087	2060767	ILMN_2197750	25.7651
TSPY2	TSPY2	64591	2060767	ILMN_2197750	25.7651
TSPY26P	TSPY26P	128854	2450041	ILMN_2231478	-5.495422
TSPY3	TSPY3	728137	2060767	ILMN_2197750	25.7651
TSPY4	TSPY4	728395	2060767	ILMN_2197750	25.7651
TSPY8	TSPY8	728403	2060767	ILMN_2197750	25.7651
TSPYL1	TSPYL1	7259	3780689	ILMN_1779014	711.6724
TSPYL2	TSPYL2	64061	4260477	ILMN_2347298	49.83925
TSPYL4	TSPYL4	23270	610521	ILMN_1740500	21.8668
TSPYL5	TSPYL5	85453	770132	ILMN_1737972	7.612047
TSPYL6	TSPYL6	388951	5390139	ILMN_1701264	38.85519
TSR1	TSR1	55720	7550133	ILMN_1775761	125.6031
TSR2	TSR2	90121	6250390	ILMN_1670948	664.1798
TSR3	TSR3	115939	2370414	ILMN_1713884	87.95064
TSSC2	TSSC2	650368	6960551	ILMN_3202885	128.3949
TSSC4	TSSC4	10078	160309	ILMN_1802753	725.0196
TSSK1B	TSSK1B	83942	2970095	ILMN_1794666	0.2764611
TSSK2	TSSK2	23617	6370307	ILMN_1738843	12.20759
TSSK3	TSSK3	81629	2450010	ILMN_1760369	-2.546228
TSSK4	TSSK4	283629	6840414	ILMN_1723381	2.933537
TSSK6	TSSK6	83983	990678	ILMN_1791637	18.05352
TST	TST	7263	2230288	ILMN_1691572	1113.542
TSTD1	TSTD1	100131187	7100471	ILMN_3197097	262.836
TSTD2	TSTD2	158427	5960632	ILMN_1684520	25.35221
TTBK1	TTBK1	84630	2710593	ILMN_1763231	-5.672814
TTBK2	TTBK2	146057	1510164	ILMN_1705834	-4.939172
TTC1	TTC1	7265	7210075	ILMN_1743303	329.8166
TTC12	TTC12	54970	1230450	ILMN_2183784	7.525195
TTC13	TTC13	79573	4490014	ILMN_1745573	515.4239
TTC14	TTC14	151613	270403	ILMN_2390472	473.7567
TTC16	TTC16	158248	4120327	ILMN_1737271	39.38904
TTC17	TTC17	55761	1090204	ILMN_1660810	353.7661
TTC19	TTC19	54902	7040168	ILMN_2192385	250.0147
TTC21A	TTC21A	199223	580240	ILMN_1715332	27.20402
TTC21B	TTC21B	79809	6520482	ILMN_2217955	2.829308
TTC22	TTC22	55001	1050528	ILMN_2122760	8.657241
TTC23	TTC23	64927	4920538	ILMN_2319234	55.40499
TTC23L	TTC23L	153657	50709	ILMN_2190126	3.838579
TTC24	TTC24	164118	5550156	ILMN_1730963	-1.25978
TTC27	TTC27	55622	3290044	ILMN_1757730	234.8806
TTC28	TTC28	23331	6180634	ILMN_1755487	-4.298079
TTC28-AS1	TTC28-AS1	284900	3930327	ILMN_3272681	-8.298565
TTC29	TTC29	83894	2810228	ILMN_1694979	-5.748437
TTC3	TTC3	7267	290343	ILMN_1728605	881.9426
TTC31	TTC31	64427	5690156	ILMN_1696375	234.6159
TTC32	TTC32	130502	5670114	ILMN_2083588	247.0324
TTC33	TTC33	23548	3290324	ILMN_1807088	33.59467
TTC34	TTC34	100287898	2350014	ILMN_1717406	9.58746
TTC36	TTC36	143941	3780392	ILMN_1673563	17.03164
TTC38	TTC38	55020	6040017	ILMN_2059886	420.425
TTC39A	TTC39A	22996	4920373	ILMN_2297570	-7.042248
TTC39B	TTC39B	158219	2340477	ILMN_1769290	64.22427
TTC39C	TTC39C	125488	990719	ILMN_1842582	291.7221
TTC3P1	TTC3P1	286495	6400477	ILMN_3310271	-5.467682
TTC4	TTC4	7268	3060347	ILMN_1678140	566.3229
TTC41P	TTC41P	253724	7650608	ILMN_1760651	1.107019
TTC5	TTC5	91875	3440201	ILMN_1706455	268.5728
TTC7A	TTC7A	57217	2000021	ILMN_1697160	63.9757
TTC7B	TTC7B	145567	4290161	ILMN_1718971	38.86354
TTC8	TTC8	123016	840484	ILMN_1652309	8.365923
TTC9	TTC9	23508	6480239	ILMN_3243117	33.2122
TTC9B	TTC9B	148014	2570390	ILMN_1682123	-6.655426
TTC9C	TTC9C	283237	3400349	ILMN_2183389	161.1157
TTF1	TTF1	7270	1340114	ILMN_1713129	130.0314
TTF2	TTF2	8458	2190220	ILMN_1810228	120.3054
TTI1	TTI1	9675	4810220	ILMN_1741398	142.4704
TTI2	TTI2	80185	4590646	ILMN_1760400	510.1874
TTK	TTK	7272	5870725	ILMN_1788166	32.27528
TTL	TTL	150465	7320386	ILMN_1764043	145.6215
TTLL1	TTLL1	25809	5290600	ILMN_2372795	38.5491
TTLL10	TTLL10	254173	3140161	ILMN_1799329	-12.75368
TTLL10-AS1	TTLL10-AS1	100506376	3940110	ILMN_3281023	6.127535
TTLL11	TTLL11	158135	4070427	ILMN_1784356	17.33631
TTLL12	TTLL12	23170	1430053	ILMN_1663113	213.3413
TTLL13	TTLL13	440307	3360270	ILMN_1738101	-4.298216
TTLL2	TTLL2	83887	7150719	ILMN_2201905	-6.447478
TTLL3	TTLL3	26140	870500	ILMN_1682818	218.3004
TTLL4	TTLL4	9654	3890189	ILMN_1746846	53.87255
TTLL5	TTLL5	23093	5810347	ILMN_1754655	33.46711
TTLL6	TTLL6	284076	4290601	ILMN_1788394	0.2103092
TTLL7	TTLL7	79739	2570307	ILMN_1702821	-2.932026
TTLL9	TTLL9	164395	3120468	ILMN_3307678	-5.05129
TTN	TTN	7273	3440685	ILMN_1769416	17.25911
TTN-AS1	TTN-AS1	100506866	3390086	ILMN_3290446	-11.68287
TTPA	TTPA	7274	1690450	ILMN_1749417	-3.503044
TTPAL	TTPAL	79183	1450452	ILMN_2364131	270.642
TTR	TTR	7276	2030709	ILMN_2198912	5.11107
TTTY1	TTTY1	50858	2710201	ILMN_2204360	4.348887
TTTY10	TTTY10	246119	360554	ILMN_2149793	-1.29434
TTTY11	TTTY11	83866	50451	ILMN_2163538	24.92375
TTTY12	TTTY12	83867	990048	ILMN_2098499	-16.80452
TTTY13	TTTY13	83868	3840452	ILMN_2080306	-5.316377
TTTY14	TTTY14	83869	6130487	ILMN_2052438	7.210987
TTTY15	TTTY15	64595	7320689	ILMN_3244496	26.84037
TTTY16	TTTY16	252948	6180338	ILMN_2145470	-1.925714
TTTY17A	TTTY17A	252949	1500554	ILMN_2055396	9.609545
TTTY17B	TTTY17B	474151	1500554	ILMN_2055396	9.609545
TTTY17C	TTTY17C	474152	1500554	ILMN_2055396	9.609545
TTTY18	TTTY18	252950	1400139	ILMN_1661523	2.324904
TTTY19	TTTY19	252952	7040653	ILMN_2099858	7.702752
TTTY1B	TTTY1B	100101116	2710201	ILMN_2204360	4.348887
TTTY2	TTTY2	60439	3520369	ILMN_3242975	5.248698
TTTY20	TTTY20	252951	7100196	ILMN_1768489	-6.008055
TTTY21	TTTY21	252953	4010121	ILMN_2224230	3.152875
TTTY21B	TTTY21B	100101115	4010121	ILMN_2224230	3.152875
TTTY22	TTTY22	252954	270494	ILMN_3249639	-7.561061
TTTY23	TTTY23	252955	3440202	ILMN_1767355	-1.379448
TTTY23B	TTTY23B	100101121	3440202	ILMN_1767355	-1.379448
TTTY2B	TTTY2B	100101117	3520369	ILMN_3242975	5.248698
TTTY3	TTTY3	114760	3870341	ILMN_3239945	-6.650478
TTTY3B	TTTY3B	474148	3870341	ILMN_3239945	-6.650478
TTTY4	TTTY4	114761	4010682	ILMN_3242632	9.950326
TTTY4B	TTTY4B	474149	4010682	ILMN_3242632	9.950326
TTTY4C	TTTY4C	474150	4010682	ILMN_3242632	9.950326
TTTY5	TTTY5	83863	2900528	ILMN_2164482	2.280413
TTTY6	TTTY6	84672	3360497	ILMN_2211959	7.785436
TTTY6B	TTTY6B	441543	4390538	ILMN_2211956	-2.18758
TTTY7	TTTY7	246122	3360152	ILMN_1810319	6.762623
TTTY7B	TTTY7B	100101120	2100754	ILMN_1736175	6.563112
TTTY8	TTTY8	84673	2630270	ILMN_2087817	-5.60502
TTTY8B	TTTY8B	100101118	2630270	ILMN_2087817	-5.60502
TTTY9A	TTTY9A	83864	2340142	ILMN_1796326	-8.646239
TTTY9B	TTTY9B	425057	2340142	ILMN_1796326	-8.646239
TTYH1	TTYH1	57348	3170047	ILMN_2351269	19.14985
TTYH2	TTYH2	94015	1690053	ILMN_1695829	68.33035
TTYH3	TTYH3	80727	770754	ILMN_1692731	206.96
TUB	TUB	7275	1940458	ILMN_1779579	-0.2961577
TUBA1A	TUBA1A	7846	5340187	ILMN_2148819	10907.94
TUBA1B	TUBA1B	10376	6510176	ILMN_1800261	5930.572
TUBA1C	TUBA1C	84790	3830131	ILMN_1742167	2209.681
TUBA3C	TUBA3C	7278	520703	ILMN_1742833	11.32715
TUBA3D	TUBA3D	113457	3930132	ILMN_2215640	90.87078
TUBA3E	TUBA3E	112714	520703	ILMN_1742833	11.32715
TUBA3FP	TUBA3FP	113691	6860661	ILMN_2050434	38466.81
TUBA4A	TUBA4A	7277	4760474	ILMN_1784300	1282.459
TUBA4B	TUBA4B	80086	3450689	ILMN_1677635	-15.96579
TUBA8	TUBA8	51807	3360575	ILMN_1793659	5.820978
TUBAL3	TUBAL3	79861	5670202	ILMN_1670385	10.81896
TUBB	TUBB	203068	3170286	ILMN_1704750	2511.062
TUBB1	TUBB1	81027	1050347	ILMN_1710280	1720.762
TUBB2A	TUBB2A	7280	450292	ILMN_2038775	76.46574
TUBB2B	TUBB2B	347733	7050543	ILMN_1680874	3.277683
TUBB3	TUBB3	10381	4050040	ILMN_1791726	1.773696
TUBB4A	TUBB4A	10382	3140328	ILMN_1682459	31.34118
TUBB4B	TUBB4B	10383	2070368	ILMN_1780769	611.7687
TUBB6	TUBB6	84617	1570092	ILMN_1699489	73.69359
TUBB8	TUBB8	347688	1990327	ILMN_1750100	57.45146
TUBBP5	TUBBP5	643224	6550274	ILMN_1676036	29.56516
TUBD1	TUBD1	51174	5270239	ILMN_1749253	41.59438
TUBE1	TUBE1	51175	6380673	ILMN_1764398	32.87277
TUBG1	TUBG1	7283	5670180	ILMN_1695731	242.4173
TUBG2	TUBG2	27175	3520128	ILMN_1701052	49.1277
TUBGCP2	TUBGCP2	10844	2630356	ILMN_1775074	333.8197
TUBGCP3	TUBGCP3	10426	3830730	ILMN_1696110	-0.8160132
TUBGCP4	TUBGCP4	27229	4640402	ILMN_2117809	9591.238
TUBGCP5	TUBGCP5	114791	430315	ILMN_1803045	83.83616
TUBGCP6	TUBGCP6	85378	2970402	ILMN_1766803	271.2643
TUFM	TUFM	7284	6370097	ILMN_1738369	1024.05
TUFT1	TUFT1	7286	5220035	ILMN_1781374	60.71711
TUG1	TUG1	55000	5420427	ILMN_1682783	2536.318
TULP1	TULP1	7287	4480044	ILMN_2163547	-17.82513
TULP2	TULP2	7288	3290167	ILMN_2091221	-14.32403
TULP3	TULP3	7289	6840014	ILMN_1719199	20.06262
TULP4	TULP4	56995	4200440	ILMN_1720965	114.7764
TUSC1	TUSC1	286319	2450338	ILMN_1707350	0.3157178
TUSC2	TUSC2	11334	4810072	ILMN_1804329	96.84923
TUSC3	TUSC3	7991	3190474	ILMN_2354547	-3.832722
TUSC7	TUSC7	285194	3850564	ILMN_1880905	-1.901149
TUT1	TUT1	64852	3930113	ILMN_1786108	68.25535
TUT4	TUT4	23318	4260093	ILMN_1655137	288.6334
TUT7	TUT7	79670	1230746	ILMN_1779677	764.8154
TVP23A	TVP23A	780776	6250674	ILMN_3241250	-7.004649
TVP23B	TVP23B	51030	5690762	ILMN_1661593	137.6944
TVP23C	TVP23C	201158	5690762	ILMN_1661593	137.6944
TVP23C-CDRT4	TVP23C-CDRT4	100533496	5050148	ILMN_1691418	39.40753
TWF1	TWF1	5756	4830273	ILMN_1681203	19.95555
TWF2	TWF2	11344	5340132	ILMN_1703305	1107.56
TWIST1	TWIST1	7291	4490673	ILMN_1672908	5.456708
TWIST2	TWIST2	117581	2260242	ILMN_1677429	3.481453
TWNK	TWNK	56652	2190538	ILMN_1701243	114.2746
TWSG1	TWSG1	57045	940041	ILMN_2214144	123.8311
TXK	TXK	7294	1190138	ILMN_1741143	245.6504
TXLNA	TXLNA	200081	6840241	ILMN_1737084	750.9153
TXLNB	TXLNB	167838	6280014	ILMN_2107482	-5.515235
TXLNG	TXLNG	55787	4570576	ILMN_1882000	35.70362
TXLNGY	TXLNGY	246126	6860102	ILMN_1670821	84.86358
TXN	TXN	7295	3940446	ILMN_2038776	2213.811
TXN2	TXN2	25828	5290332	ILMN_1654457	97.54727
TXNDC11	TXNDC11	51061	10746	ILMN_1771862	171.9788
TXNDC12	TXNDC12	51060	7160274	ILMN_1783753	1258.495
TXNDC15	TXNDC15	79770	4150215	ILMN_1662848	115.4573
TXNDC16	TXNDC16	57544	7100592	ILMN_1709740	3.371376
TXNDC17	TXNDC17	84817	5560594	ILMN_1659437	1067.799
TXNDC2	TXNDC2	84203	4830440	ILMN_1653607	3.791695
TXNDC5	TXNDC5	81567	5050053	ILMN_1788108	1301.648
TXNDC8	TXNDC8	255220	730189	ILMN_1707461	2.155854
TXNDC9	TXNDC9	10190	4290521	ILMN_1731137	82.74755
TXNIP	TXNIP	10628	1240440	ILMN_1697448	20747.56
TXNL1	TXNL1	9352	940386	ILMN_1756860	113.425
TXNL4A	TXNL4A	10907	4730014	ILMN_1790218	41.84896
TXNL4B	TXNL4B	54957	5220731	ILMN_1748488	96.8803
TXNRD1	TXNRD1	7296	730286	ILMN_1717056	223.5166
TXNRD2	TXNRD2	10587	2230397	ILMN_1657893	253.0827
TXNRD3	TXNRD3	114112	7570400	ILMN_1678310	-9.490105
TYK2	TYK2	7297	6900424	ILMN_1676955	1974.03
TYMP	TYMP	1890	2350504	ILMN_2109708	10214.53
TYMS	TYMS	7298	5910364	ILMN_1806040	247.5846
TYMSOS	TYMSOS	494514	1450682	ILMN_1796074	21.31737
TYR	TYR	7299	5260253	ILMN_1788774	-10.4547
TYRO3	TYRO3	7301	5820193	ILMN_1740169	-3.525744
TYRO3P	TYRO3P	7302	4570278	ILMN_2108808	-19.01646
TYROBP	TYROBP	7305	2370358	ILMN_1778977	17895.41
TYRP1	TYRP1	7306	6040731	ILMN_2054652	-14.13733
TYSND1	TYSND1	219743	1940288	ILMN_1775677	503.5214
TYW1	TYW1	55253	6550553	ILMN_1736135	360.2713
TYW1B	TYW1B	441250	1710402	ILMN_3298694	240.939
TYW3	TYW3	127253	4010343	ILMN_1726842	169.5989
TYW5	TYW5	129450	5690349	ILMN_1785955	-5.292612
U2AF1	U2AF1	7307	1450102	ILMN_1772113	527.277
U2AF1L4	U2AF1L4	199746	4050059	ILMN_1779177	140.7481
U2AF2	U2AF2	11338	1690114	ILMN_1768930	1255.143
