ENTREZID	SYMBOL	GENENAME	pooled_logFC	pooled_adj.P.Val	Sri_Lanka_logFC	United_States_logFC	stability_tier	recommended_use	direction_set	candidate_group_id	representative_GO	representative_TERM
57708	MIER1	MIER1 transcriptional regulator	-0.634717689272148	0.0150952072628264	-1.00627185652837	-0.134133529901389	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
958	CD40	CD40 molecule	-0.363037368647218	0.0334038062076125	-0.328711717867559	-0.417095905370194	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
27032	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	-0.383455300416273	0.0367481572798939	-0.641790469689805	-0.0218423250840545	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
51523	CXXC5	CXXC finger protein 5	-0.370104476373066	0.0384485769404691	-0.0961747133112445	-0.807095977672037	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
64170	CARD9	caspase recruitment domain family member 9	-0.374873111849995	0.046295780615268	-0.526931119754242	-0.229110328888959	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_26	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
8848	TSC22D1	TSC22 domain family member 1	-1.57619950731032	2.51881901784056e-14	-1.87410174456235	-1.2964676108447	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
5079	PAX5	paired box 5	-1.33694228288494	4.12064920883797e-12	-1.41915447324594	-1.28456012921223	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
4799	NFX1	nuclear transcription factor, X-box binding 1	-0.995579692588805	2.05363448862837e-10	-1.10300378505819	-0.962274611640309	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2624	GATA2	GATA binding protein 2	-1.73300865894036	2.32457553138893e-08	-1.79124097137581	-1.75929348130764	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
27097	TAF5L	TATA-box binding protein associated factor 5 like	-1.03354856516955	1.20613866303641e-06	-0.984910710423726	-1.26808509089827	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
51176	LEF1	lymphoid enhancer binding factor 1	-0.933959041446432	1.35025456200601e-06	-0.705083138789787	-1.33592620059196	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2353	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	-0.994610875903249	1.97055023597921e-06	-1.33722662320582	-0.589711880186283	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2625	GATA3	GATA binding protein 3	-0.790109539037166	8.13884447375849e-06	-0.459440096955703	-1.32383337693448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
51513	ETV7	ETS variant transcription factor 7	-1.39964096725293	1.62953270482896e-05	-1.91544809340258	-0.863531617680028	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
326	AIRE	autoimmune regulator	-1.2266661814181	1.63570659694794e-05	-0.896153325152195	-1.83313369503442	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
64919	BCL11B	BCL11 transcription factor B	-0.754206080549529	4.21474727081826e-05	-0.397853897416284	-1.32028417748889	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
4094	MAF	MAF bZIP transcription factor	-1.03856375182284	5.11375800218494e-05	-0.811501902513273	-1.51493564032365	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	-0.731812952789065	5.81649085390572e-05	-0.948963041906322	-0.60492647107957	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
6872	TAF1	TATA-box binding protein associated factor 1	-0.768842304162321	0.000133479995477054	-1.18761384143867	-0.262487254798448	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9015	TAF1A	TATA-box binding protein associated factor, RNA polymerase I subunit A	-1.09647435927406	0.000134139519576002	-1.33364404959589	-0.807100785787329	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2960	GTF2E1	general transcription factor IIE subunit 1	-0.691823413078302	0.000155980601735076	-0.958816061533099	-0.376782560037273	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
7067	THRA	thyroid hormone receptor alpha	-0.651246832192764	0.000167466371077967	-0.742667783734596	-0.598109905655708	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
25850	ZNF345	zinc finger protein 345	-0.802755377972164	0.000460298855017573	-0.654677193338646	-1.0828642835897	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
7700	ZNF141	zinc finger protein 141	-0.60029778061393	0.000714416845389757	-0.575350731915778	-0.680682805440467	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
342371	ATXN1L	ataxin 1 like	-0.617053586900488	0.000808806596151716	-0.711321254885123	-0.522119293521037	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
80237	ELL3	elongation factor for RNA polymerase II 3	-0.960830622315	0.000809325651090034	-1.00223411334505	-0.887836517894825	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
5295	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	-0.723213932092163	0.000830368998583416	-0.829384136344164	-0.67799709065084	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9603	NFE2L3	NFE2 like bZIP transcription factor 3	-1.04675523081268	0.00112382745740747	-0.733992573745773	-1.61442182432741	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
4773	NFATC2	nuclear factor of activated T cells 2	-0.553809033359639	0.00139751994560295	-0.106550910879416	-1.2723427077561	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
26015	RPAP1	RNA polymerase II associated protein 1	-0.567624793113785	0.00157502941967143	-0.507053006245734	-0.718961141741122	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
940	CD28	CD28 molecule	-0.607753067147795	0.00164852051479847	-0.169286645825449	-1.31938944000923	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9314	KLF4	KLF transcription factor 4	-0.693422874673001	0.00166183765749721	-0.984429746295335	-0.369699445176534	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2969	GTF2I	general transcription factor IIi	-0.590285942380445	0.00192715414271551	-0.818045561301972	-0.366477415553458	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
27316	RBMX	RNA binding motif protein X-linked	-0.576679098026691	0.00198532795971259	-0.562751496120065	-0.711156946174411	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
3164	NR4A1	nuclear receptor subfamily 4 group A member 1	-0.944529734035277	0.00226103234941055	-1.19317833092241	-0.617496727226686	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
2354	FOSB	FosB proto-oncogene, AP-1 transcription factor subunit	-0.846080187633722	0.00254363283383653	-0.771586551636544	-0.895127585050016	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
6239	RREB1	ras responsive element binding protein 1	-0.647365082990572	0.00292153389644352	-1.07132790844381	-0.156236753506325	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9477	MED20	mediator complex subunit 20	-0.508351679787564	0.00311947734932594	-0.601924816239855	-0.395481262360053	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
4784	NFIX	nuclear factor I X	-0.57774735218033	0.00500335558158115	-0.893348467701824	-0.13536564451915	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
22885	ABLIM3	actin binding LIM protein family member 3	-0.547271837459259	0.00830598149737053	-0.761875592732415	-0.30254094186856	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
905	CCNT2	cyclin T2	-0.649006711824734	0.0110551329941687	-0.877275855881132	-0.358319020522976	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9188	DDX21	DExD-box helicase 21	-0.529515097513435	0.0137293553459512	-0.672585123754733	-0.336375804267949	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
8464	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	-0.574662064234212	0.0191013426393274	-0.347560760925334	-0.960433680028699	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
94104	PAXBP1	PAX3 and PAX7 binding protein 1	-0.58448790644096	0.019459644468716	-0.677882694306583	-0.527581015493595	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
6874	TAF4	TATA-box binding protein associated factor 4	-0.612777401024614	0.0253345354351597	-0.646444449789019	-0.648852212222094	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
6908	TBP	TATA-box binding protein	-0.418089159623684	0.0257091653739025	-0.599375566320738	-0.321823309970118	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
50943	FOXP3	forkhead box P3	-0.526469748056594	0.0271361176434387	-0.179702691407336	-1.09636833306266	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
51742	ARID4B	AT-rich interaction domain 4B	-0.47624984599786	0.0359418417617033	-0.824731465109806	-0.0078247672028025	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
7913	DEK	DEK proto-oncogene	-0.574481812434018	0.0426814632537204	-0.726171241310367	-0.368447040077034	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
10379	IRF9	interferon regulatory factor 9	-0.316844333295578	0.0444683809982418	-0.535764730355725	-0.0327970863829255	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_27	GO:0006366	transcription by RNA polymerase II
9308	CD83	CD83 molecule	-1.54640654766699	4.12538042289177e-11	-1.73841149050704	-1.29142445493225	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
941	CD80	CD80 molecule	-1.75589251777606	1.21924169015715e-07	-2.12997760165327	-1.19954508106016	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
64581	CLEC7A	C-type lectin domain containing 7A	-1.44427453418389	1.3035485961112e-07	-1.66143274339222	-1.28522679932659	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
5142	PDE4B	phosphodiesterase 4B	-0.948572662259177	6.10325529484083e-06	-1.05606635424722	-0.867526527172204	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
5588	PRKCQ	protein kinase C theta	-0.792978216636442	1.51755313793316e-05	-0.344423161510374	-1.5281037562588	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
3662	IRF4	interferon regulatory factor 4	-1.12222871568996	8.98537631738037e-05	-0.661336506541762	-1.93320089568608	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
10892	MALT1	MALT1 paracaspase	-0.72918028641867	0.000218500821237892	-0.690137645353194	-0.840472459743486	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
940	CD28	CD28 molecule	-0.607753067147795	0.00164852051479847	-0.169286645825449	-1.31938944000923	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
916	CD3E	CD3 epsilon subunit of T-cell receptor complex	-0.42859521362342	0.00961419813217504	-0.0925135747314086	-0.974648840125982	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
8767	RIPK2	receptor interacting serine/threonine kinase 2	-0.539226011857287	0.0107626165182713	-0.920210573674718	-0.0265222704032357	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
729230	CCR2	C-C motif chemokine receptor 2	-0.456188357887986	0.0131888169835732	-0.707476307029978	-0.143914125955724	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
6711	SPTBN1	spectrin beta, non-erythrocytic 1	-0.525896767971838	0.0207974898886012	-0.644123444823041	-0.483337783597023	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_28	GO:0032743	positive regulation of interleukin-2 production
2064	ERBB2	erb-b2 receptor tyrosine kinase 2	-1.04358732197082	2.92029061837149e-07	-0.733937701879472	-1.57256804179461	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
79664	ICE2	interactor of little elongation complex ELL subunit 2	-0.770355670492172	1.02630375377443e-06	-0.729438025711428	-0.913276367179652	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
9451	EIF2AK3	eukaryotic translation initiation factor 2 alpha kinase 3	-1.20861107187015	1.10530068696537e-06	-1.18877076339363	-1.3730068599448	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
2074	ERCC6	ERCC excision repair 6, chromatin remodeling factor	-0.731812952789065	5.81649085390572e-05	-0.948963041906322	-0.60492647107957	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
23379	ICE1	interactor of little elongation complex ELL subunit 1	-0.892485804706504	0.000110954073999086	-1.07524797882708	-0.746196344984715	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
84524	ZC3H8	zinc finger CCCH-type containing 8	-0.735184174382869	0.000167480016824811	-0.762738680736428	-0.847502915623589	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
84128	WDR75	WD repeat domain 75	-0.672102398553826	0.000460511939167523	-0.573966080752369	-0.904153814739465	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
10514	MYBBP1A	MYB binding protein 1a	-0.504522854526445	0.00896165008399681	-0.310511606810481	-0.892928383590828	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
9188	DDX21	DExD-box helicase 21	-0.529515097513435	0.0137293553459512	-0.672585123754733	-0.336375804267949	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
23160	WDR43	WD repeat domain 43	-0.745007100951125	0.0147355058320723	-0.629598126724582	-1.06499798296459	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
23451	SF3B1	splicing factor 3b subunit 1	-0.782085174068571	0.0169191832409335	-1.369937959031	-0.0302324823326317	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
84135	UTP15	UTP15 small subunit processome component	-0.474267472442896	0.0384020022554198	-0.509223678455007	-0.480304881550243	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
7913	DEK	DEK proto-oncogene	-0.574481812434018	0.0426814632537204	-0.726171241310367	-0.368447040077034	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_29	GO:0045945	positive regulation of transcription by RNA polymerase III
6347	CCL2	C-C motif chemokine ligand 2	-6.50486528259744	5.70236576679702e-28	-7.40021650402341	-5.71337575282624	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
375790	AGRN	agrin	-2.89009738022519	1.96334630167325e-25	-3.29993846897536	-2.4865746078872	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
558	AXL	AXL receptor tyrosine kinase	-3.17923170835126	4.68272711235833e-25	-3.64120475856249	-2.77812738779044	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
6355	CCL8	C-C motif chemokine ligand 8	-5.44504154250244	7.8645773041217e-25	-6.18408691468782	-4.86812262834191	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
4599	MX1	MX dynamin like GTPase 1	-2.71710581196084	7.89980125644239e-23	-3.23237424901121	-2.18653387118117	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
2359	FPR3	formyl peptide receptor 3	-3.27218083412524	1.4029736421016e-21	-3.46118219178975	-3.2280749395515	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
84941	HSH2D	hematopoietic SH2 domain containing	-1.34363421831668	1.54284481108539e-16	-1.42841682195158	-1.32771689652274	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
23380	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2	-1.25382167867426	9.39843688675298e-16	-1.52422320971383	-0.9655621310596	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
3959	LGALS3BP	galectin 3 binding protein	-1.52506746436244	1.31626024248762e-14	-1.89298538023636	-1.11775301014621	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
8743	TNFSF10	TNF superfamily member 10	-1.18301124793803	4.57996772986168e-14	-1.5314957852508	-0.806180662290283	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
7098	TLR3	toll like receptor 3	-2.43531383369351	1.94962168786523e-12	-2.77488536255617	-2.11914031092772	Tier_1_cross_site_FDR05_direction_concordant	eligible_for_site_aware_pathway_or_module_discovery	viral_higher_site_aware_eligible	Viral_higher_GO_group_30	GO:0007165	signal transduction
