direction_set	candidate_group_id	GO	TERM	overlap_genes	p_value	p_adj_BH	enrichment_ratio	FDR05	overlap_gene_ids	overlap_symbols
viral_higher_site_aware_eligible	Viral_higher_GO_group_03	GO:0006355	regulation of DNA-templated transcription	130	1.24030637017378e-10	4.88267274391743e-08	1.60040909865717	TRUE	10346;10499;10514;10772;10782;10793;10795;10847;10927;109504726;124751;133522;1386;1389;1390;144348;147947;148203;162998;163115;163227;168374;168850;169981;170959;171392;196;199777;221037;22809;22823;2296;23509;23522;23598;23774;253461;255403;26009;27097;27245;322;326;339500;340252;342371;342909;3899;4088;4208;440515;442319;4664;474343;4773;4824;50943;51351;5151;51562;51701;5324;5371;5462;54811;54816;55209;55422;55634;55689;5588;55904;56242;56946;571;57325;57708;57786;59348;60313;6049;6095;6239;64769;65056;6670;675;6871;6932;7157;7182;728927;7549;7562;7570;7596;7617;7639;7643;7673;7700;7705;7741;7748;7766;7773;7799;79101;7978;7988;79986;80014;80063;81488;8464;8553;8850;90649;91120;91750;9252;93;9310;9392;9575;9580;9767;9935;9975;9988	TRIM22;NCOA2;MYBBP1A;SRSF10;ZNF274;ZNF273;ZNF268;SRCAP;SPIN1;ERV3-1-ZNF117;KRBA2;PPARGC1B;ATF2;CREBL2;CREM;ZNF664;ZNF542P;ZNF738;OR7D2;ZNF781;ZNF100;ZNF92;ZNF800;SPIN3;ZNF431;ZNF675;AHR;ZNF626;JMJD1C;ATF5;MTF2;FOXC1;POFUT1;KAT6B;PATZ1;BRD1;ZBTB38;ZNF718;ZZZ3;TAF5L;AHDC1;APBB1;AIRE;ZNF678;ZNF680;ATXN1L;ZNF284;AFF3;SMAD3;MEF2C;ZNF506;ZNF727;NAB1;SPIN2B;NFATC2;NKX3-1;FOXP3;ZNF117;PDE8A;MBIP;NLK;PLAG1;PML;POU5F1B;ZNF562;ZNF280D;SETD5;ZNF331;KRBOX4;YEATS2;PRKCQ;KMT2E;ZNF253;EMSY;BACH1;KAT14;MIER1;RBAK;ZNF350;GPBP1L1;RNF6;RORA;RREB1;MEAF6;GPBP1;SP3;BRCA2;TADA2A;TCF7;TP53;NR2C2;ZNF736;ZNF2;ZNF708;ZNF22;ZNF45;ZNF66;ZNF85;ZNF90;ZNF222;ZNF141;ZNF146;ZSCAN26;ZNF195;ZNF223;ZNF230;PRDM2;TAF1D;MTERF1;ZNF212;ZNF702P;WWC2;ATF7IP2;POLR2M;SUPT3H;BHLHE40;KAT2B;ZNF486;ZNF682;LIN52;RPS6KA5;ACVR2B;ZNF235;TGFBRAP1;CLOCK;SOX13;JADE3;MAFB;NR1D2;DMTF1
viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0051607	defense response to virus	66	3.63516809380564e-09	1.07328337969612e-06	1.84597794415963	TRUE	10010;100507436;10146;10346;10379;10410;10417;10521;10771;10964;11277;146857;151636;164668;200316;23586;24138;2537;256987;2633;2635;3429;3433;3434;3437;3665;3669;4343;439996;4599;4600;4938;4939;4940;51191;51251;51284;5359;5366;5551;55601;55718;5610;56829;596;64108;64135;64170;64343;665;6772;6773;7098;81030;83666;84851;85363;85364;8638;91351;91543;91607;9188;958;9582;9636	TANK;MICA;G3BP1;TRIM22;IRF9;IFITM3;SPON2;DDX17;ZMYND11;IFI44L;TREX1;SLFN13;DTX3L;APOBEC3H;APOBEC3F;RIGI;IFIT5;IFI6;SERINC5;GBP1;GBP3;IFI27;IFIT2;IFIT1;IFIT3;IRF7;ISG20;MOV10;IFIT1B;MX1;MX2;OAS1;OAS2;OAS3;HERC5;NT5C3A;TLR7;PLSCR1;PMAIP1;PRF1;DDX60;POLR3E;EIF2AK2;ZC3HAV1;BCL2;RTP4;IFIH1;CARD9;AZI2;BNIP3L;STAT1;STAT2;TLR3;ZBP1;PARP9;TRIM52;TRIM5;ZCCHC3;OASL;DDX60L;RSAD2;SLFN11;DDX21;CD40;APOBEC3B;ISG15
viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0009615	response to virus	34	1.62961457385667e-06	0.000384914962344944	2.00757870694801	TRUE	1021;10346;10410;10561;11040;1654;23586;2625;3433;3434;3437;3665;3669;4599;4600;4938;4939;4940;50943;55601;5610;56829;58487;59;6355;64135;7292;79132;8575;8638;8725;91543;9213;9636	CDK6;TRIM22;IFITM3;IFI44;PIM2;DDX3X;RIGI;GATA3;IFIT2;IFIT1;IFIT3;IRF7;ISG20;MX1;MX2;OAS1;OAS2;OAS3;FOXP3;DDX60;EIF2AK2;ZC3HAV1;CREBZF;ACTA2;CCL8;IFIH1;TNFSF4;DHX58;PRKRA;OASL;URI1;RSAD2;XPR1;ISG15
viral_higher_site_aware_eligible	Viral_higher_GO_group_04	GO:0045087	innate immune response	82	0.000948229920245236	0.0491994054048423	1.34080822237795	TRUE	10146;10219;10346;10417;10462;10475;10527;10892;11043;11126;117157;117854;122618;1435;151636;164668;1654;1672;200316;22890;22954;23052;23087;23138;23547;23586;24138;2444;246778;2537;255231;256987;2625;2633;27293;3429;3430;353376;3665;3669;403313;4063;4210;4599;4600;481;4940;51191;51284;5371;54625;54726;54809;55601;55718;558;56829;575;639;640;64127;64135;6714;7098;710;717;83666;85363;85364;8638;8767;912;91543;9188;9246;9258;9582;9618;9636;9782;9830;9908	G3BP1;KLRG1;TRIM22;SPON2;CLEC10A;TRIM38;IPO7;MALT1;MID2;CD160;SH2D1B;TRIM6;PLD4;CSF1;DTX3L;APOBEC3H;DDX3X;DEFB1;APOBEC3F;ZBTB1;TRIM32;ENDOD1;TRIM35;N4BP3;LILRA4;RIGI;IFIT5;FRK;IL27;IFI6;MCOLN2;SERINC5;GATA3;GBP1;SMPDL3B;IFI27;IFI35;TICAM2;IRF7;ISG20;PLPP6;LY9;MEFV;MX1;MX2;ATP1B1;OAS3;HERC5;TLR7;PML;PARP14;OTUD4;SAMD9;DDX60;POLR3E;AXL;ZC3HAV1;ADGRB1;PRDM1;BLK;NOD2;IFIH1;SRC;TLR3;SERPING1;C2;PARP9;TRIM5;ZCCHC3;OASL;RIPK2;CD1D;RSAD2;DDX21;UBE2L6;MFHAS1;APOBEC3B;TRAF4;ISG15;MATR3;TRIM14;G3BP2
viral_higher_site_aware_eligible	Viral_higher_GO_group_05	GO:0001817	regulation of cytokine production	27	2.73310130366422e-06	0.000537965439937907	2.15224246671338	TRUE	10009;10385;10643;10773;11119;11120;114625;137209;166793;1997;22890;23119;23308;23598;26137;2625;54718;57621;57684;7597;7690;7693;841;84502;84614;8651;9880	ZBTB33;BTN2A2;IGF2BP3;ZBTB6;BTN3A1;BTN2A1;ERMAP;ZNF572;ZBTB49;ELF1;ZBTB1;HIC2;ICOSLG;PATZ1;ZBTB20;GATA3;BTN2A3P;ZBTB2;ZBTB26;ZBTB25;ZNF131;ZNF134;CASP8;JPH4;ZBTB37;SOCS1;ZBTB39
viral_higher_site_aware_eligible	Viral_higher_GO_group_06	GO:0045893	positive regulation of DNA-templated transcription	127	5.14903329843889e-06	0.000868715475065189	1.39154788480387	TRUE	1017;1028;10346;10475;10600;10743;10847;10927;11040;11043;117143;1316;133746;1385;1389;149628;151636;1859;1875;1950;1958;196;1997;1998;2113;221937;22809;22954;2296;2313;23269;23300;23450;23506;23522;2353;23598;25805;26098;26122;2625;27000;27097;285704;29969;3038;30812;322;326;329;3662;3664;3665;4088;4192;4208;4591;4603;4609;4773;4824;4862;4863;50943;51176;51322;5155;5253;54700;54851;54891;54897;54934;55167;55683;55835;55904;56981;57492;57826;60313;6049;6095;6097;6239;6314;64769;6670;675;6772;6787;6871;6873;6874;6877;6925;7019;7023;7157;7158;7476;7528;7789;79612;80184;814;81550;81606;8320;83666;8464;8473;84838;84851;85363;860;8850;90;9314;941;952;9575;9643;9830;9935;9969;9975	CDK2;CDKN1C;TRIM22;TRIM38;USP16;RAI1;SRCAP;SPIN1;PIM2;MID2;TADA1;KLF6;JMY;CREB1;CREBL2;PYHIN1;DTX3L;DYRK1A;E2F5;EGF;EGR1;AHR;ELF1;ELF2;ETS1;FOXK1;ATF5;TRIM32;FOXC1;FLI1;MGA;ATMIN;SF3B3;BICRAL;KAT6B;FOS;PATZ1;BAMBI;EDRF1;EPC2;GATA3;DNAJC2;TAF5L;RGMB;MDFIC;HAS3;SOX8;APBB1;AIRE;BIRC2;IRF4;IRF6;IRF7;SMAD3;MDK;MEF2C;TRIM37;MYBL1;MYC;NFATC2;NKX3-1;NPAS2;NPAT;FOXP3;LEF1;WAC;PDGFB;PHF2;RRN3;ANKRD49;INO80D;CASZ1;KANSL2;MSL2;KANSL3;CENPJ;KMT2E;PRDM11;ARID1B;RAP2C;GPBP1L1;RNF6;RORA;RORC;RREB1;ATXN7;MEAF6;SP3;BRCA2;STAT1;NEK4;TADA2A;TAF2;TAF4;TAF5;TCF4;TFAM;TFAP4;TP53;TP53BP1;WNT7A;YY1;ZXDA;NAA16;CEP290;CAMK4;TDRD3;LBH;EOMES;PARP9;SUPT3H;OGT;ZNF496;TRIM52;TRIM5;RUNX2;KAT2B;ACVR1;KLF4;CD80;CD38;CLOCK;MORF4L2;TRIM14;MAFB;MED13;NR1D2
viral_higher_site_aware_eligible	Viral_higher_GO_group_07	GO:0045071	negative regulation of viral genome replication	18	1.3726946227243e-05	0.00199381796006168	2.39138051857043	TRUE	10410;117854;200316;24138;3434;3669;4599;4938;4939;4940;5359;5610;56829;63901;64135;8638;91543;9636	IFITM3;TRIM6;APOBEC3F;IFIT5;IFIT1;ISG20;MX1;OAS1;OAS2;OAS3;PLSCR1;EIF2AK2;ZC3HAV1;FAM111A;IFIH1;OASL;RSAD2;ISG15
viral_higher_site_aware_eligible	Viral_higher_GO_group_08	GO:0060326	cell chemotaxis	21	1.51942096871762e-05	0.00199381796006168	2.23195515066573	TRUE	10803;1230;1232;1233;1234;1235;1236;1839;2047;4856;51176;5155;5159;5588;56477;57007;643;727;729230;9034;9732	CCR9;CCR1;CCR3;CCR4;CCR5;CCR6;CCR7;HBEGF;EPHB1;CCN3;LEF1;PDGFB;PDGFRB;PRKCQ;CCL28;ACKR3;CXCR5;C5;CCR2;CCRL2;DOCK4
viral_higher_site_aware_eligible	Viral_higher_GO_group_08	GO:0019722	calcium-mediated signaling	22	0.00160504552440378	0.0731392646797722	1.75367904695165	FALSE	10803;11123;1131;1230;1232;1233;1234;1235;1236;1827;2214;2906;3576;552;57007;6348;643;64805;729230;9034;916;9451	CCR9;RCAN3;CHRM3;CCR1;CCR3;CCR4;CCR5;CCR6;CCR7;RCAN1;FCGR3A;GRIN2D;CXCL8;AVPR1A;ACKR3;CCL3;CXCR5;P2RY12;CCR2;CCRL2;CD3E;EIF2AK3
viral_higher_site_aware_eligible	Viral_higher_GO_group_09	GO:0006955	immune response	70	5.49913740712373e-05	0.00649448127781313	1.48797010044382	TRUE	100132285;100507436;10225;10346;10410;10561;10803;10964;1230;1232;1233;1234;1235;1236;1240;1380;1514;1672;1880;2113;2206;2213;2214;2215;2537;29802;29851;326;355;3557;3559;3575;3600;3802;3806;3810;3811;3813;3976;4088;5167;5272;5295;5393;54900;55016;56477;57007;57105;5734;5996;643;654;657;6932;6938;7049;7292;729230;7293;8575;868;8743;8744;8763;9034;912;941;944;9966	KIR2DS2;MICA;CD96;TRIM22;IFITM3;IFI44;CCR9;IFI44L;CCR1;CCR3;CCR4;CCR5;CCR6;CCR7;CMKLR1;CR2;CTSL;DEFB1;GPR183;ETS1;MS4A2;FCGR2B;FCGR3A;FCGR3B;IFI6;VPREB3;ICOS;AIRE;FAS;IL1RN;IL2RA;IL7R;IL15;KIR2DL1;KIR2DS1;KIR2DS5;KIR3DL1;KIR3DS1;LIF;SMAD3;ENPP1;SERPINB9;PIK3R1;EXOSC9;LAX1;MARCHF1;CCL28;ACKR3;CYSLTR2;PTGER4;RGS1;CXCR5;BMP6;BMPR1A;TCF7;TCF12;TGFBR3;TNFSF4;CCR2;TNFRSF4;PRKRA;CBLB;TNFSF10;TNFSF9;CD164;CCRL2;CD1D;CD80;TNFSF8;TNFSF15
viral_higher_site_aware_eligible	Viral_higher_GO_group_10	GO:0048167	regulation of synaptic plasticity	14	6.74046345587332e-05	0.00723680667398763	2.47995016740637	TRUE	10458;10769;1636;22849;2906;4130;4208;575;6343;7337;81539;84502;9693;9783	BAIAP2;PLK2;ACE;CPEB3;GRIN2D;MAP1A;MEF2C;ADGRB1;SCT;UBE3A;SLC38A1;JPH4;RAPGEF2;RIMS3
viral_higher_site_aware_eligible	Viral_higher_GO_group_11	GO:0006338	chromatin remodeling	67	0.000385578014499969	0.0320086764720266	1.42419995328194	TRUE	1017;10514;10600;10782;10847;1105;11168;114803;114825;152485;1859;1911;196528;2074;221037;22880;22890;23081;23132;23451;23506;23774;25862;2625;29994;3662;399818;4609;50943;51322;54880;54891;55170;55209;55689;56916;56950;57325;57492;57708;58508;605;6304;64769;648;6596;675;6871;6872;7290;7403;7528;7799;7913;80205;8202;8320;84678;84864;8726;8850;9044;91607;9188;9252;9575;9730	CDK2;MYBBP1A;USP16;ZNF274;SRCAP;CHD1;PSIP1;MYSM1;PWWP2A;ZNF827;DYRK1A;PHC1;ARID2;ERCC6;JMJD1C;MORC2;ZBTB1;KDM4C;RAD54L2;SF3B1;BICRAL;BRD1;USP49;GATA3;BAZ2B;IRF4;EEF1AKMT2;MYC;FOXP3;WAC;BCOR;INO80D;PRMT6;SETD5;YEATS2;SMARCAD1;SMYD2;KAT14;ARID1B;MIER1;KMT2C;BCL7A;SATB1;MEAF6;BMI1;HLTF;BRCA2;TADA2A;TAF1;HIRA;KDM6A;YY1;PRDM2;DEK;CHD9;NCOA3;EOMES;KDM2B;RIOX2;EED;KAT2B;BTAF1;SLFN11;DDX21;RPS6KA5;CLOCK;DCAF1
viral_higher_site_aware_eligible	Viral_higher_GO_group_12	GO:0045892	negative regulation of DNA-templated transcription	99	0.000395552060941765	0.0320086764720266	1.3319081369253	TRUE	10009;10013;10140;10172;1028;10346;10514;10766;10771;11059;11244;117854;133522;1407;144165;147339;152485;163126;163255;1911;196;2004;2069;221937;22809;22893;23119;23411;23522;23598;253461;26013;2625;27250;2729;284252;29969;30812;4017;4194;4664;4824;4863;49854;50943;51001;51176;51193;51460;51535;5155;5371;54625;54880;55170;55922;56242;56981;57713;57786;58487;59348;605;6322;6427;64375;64750;6670;6932;7023;7067;7071;7089;7157;7290;7292;7293;7541;7559;7572;7750;7767;80012;81606;83852;84524;84864;8553;860;8726;9044;91748;9252;9314;952;9575;9580;9975;9994	ZBTB33;HDAC6;TOB1;ZNF256;CDKN1C;TRIM22;MYBBP1A;TOB2;ZMYND11;WWP1;ZHX1;TRIM6;PPARGC1B;CRY1;PRICKLE1;ARK2N;ZNF827;EID2;ZNF540;PHC1;AHR;ELK3;EREG;FOXK1;ATF5;BAHD1;HIC2;SIRT1;KAT6B;PATZ1;ZBTB38;L3MBTL1;GATA3;PDCD4;GCLC;KCTD1;MDFIC;SOX8;LOXL2;MDM4;NAB1;NKX3-1;NPAT;ZBTB21;FOXP3;MTERF3;LEF1;ZNF639;SFMBT1;PPHLN1;PDGFB;PML;PARP14;BCOR;PRMT6;NKRF;ZNF253;PRDM11;SFMBT2;RBAK;CREBZF;ZNF350;BCL7A;SCML1;SRSF2;IKZF4;SMURF2;SP3;TCF7;TFAP4;THRA;KLF10;TLE2;TP53;HIRA;TNFSF4;TNFRSF4;ZBTB14;ZNF12;ZNF24;ZMYM2;ZNF224;PHC3;LBH;SETDB2;ZC3H8;RIOX2;BHLHE40;RUNX2;EED;BTAF1;MIDEAS;RPS6KA5;KLF4;CD38;CLOCK;SOX13;NR1D2;CASP8AP2
viral_higher_site_aware_eligible	Viral_higher_GO_group_13	GO:0032092	positive regulation of protein binding	15	0.000416235034340008	0.0320086764720266	2.17398228960948	TRUE	119;151636;2035;23032;25805;51068;640;65981;6789;6872;7074;7122;8767;9026;9693	ADD2;DTX3L;EPB41;USP33;BAMBI;NMD3;BLK;CAPRIN2;STK4;TAF1;TIAM1;CLDN5;RIPK2;HIP1R;RAPGEF2
viral_higher_site_aware_eligible	Viral_higher_GO_group_14	GO:0042113	B cell activation	12	0.000417777012019583	0.0320086764720266	2.39138051857043	TRUE	10125;10892;200081;2048;23308;54900;55024;643;841;931;958;973	RASGRP1;MALT1;TXLNA;EPHB2;ICOSLG;LAX1;BANK1;CXCR5;CASP8;MS4A1;CD40;CD79A
viral_higher_site_aware_eligible	Viral_higher_GO_group_15	GO:0001756	somitogenesis	13	0.000433648453473688	0.0320086764720266	2.30281086973449	TRUE	2296;23509;28514;3955;4088;4824;51176;56983;57534;657;7157;79728;8313	FOXC1;POFUT1;DLL1;LFNG;SMAD3;NKX3-1;LEF1;POGLUT1;MIB1;BMPR1A;TP53;PALB2;AXIN2
