ID_REF	ARRAY_ID	SYMBOL	ENTREZID	ENSEMBL	SYMBOL_UPPER
ILMN_2180315	730767	ATG4D	84971	ENSG00000130734	ATG4D
ILMN_2180352	7510392	DIP2B	57609	ENSG00000066084	DIP2B
ILMN_2180371	780240	FAM216A	29902	ENSG00000204856	FAM216A
ILMN_2180380	620520	KRTAP5-6	440023	ENSG00000205864	KRTAP5-6
ILMN_2180380	620520	KRTAP5-6	440023	ENSG00000277389	KRTAP5-6
ILMN_2180519	1500707	CHP1P2	729603		CHP1P2
ILMN_2180582	7610026	PNPLA8	50640	ENSG00000135241	PNPLA8
ILMN_2180606	6620368	NAA50	80218	ENSG00000121579	NAA50
ILMN_2180624	5720474	TMCO6	55374	ENSG00000113119	TMCO6
ILMN_2180677	3170113	ARMCX1	51309	ENSG00000126947	ARMCX1
ILMN_2180682	4210128	MTPN	136319	ENSG00000105887	MTPN
ILMN_2180682	4210128	LUZP6	767558		LUZP6
ILMN_2180773	3520148	FAM168A	23201	ENSG00000054965	FAM168A
ILMN_2180827	2940576	MEPCE	56257	ENSG00000146834	MEPCE
ILMN_2180848	5910408	COCH	1690	ENSG00000100473	COCH
ILMN_2180864	2120437	RPS26P11	441502		RPS26P11
ILMN_2180866	6560376	RPS26P11	441502		RPS26P11
ILMN_2180885	6960086	CWH43	80157	ENSG00000109182	CWH43
ILMN_2180929	650446	SLC16A12	387700	ENSG00000152779	SLC16A12
ILMN_2180997	4860328	GTF2IRD2B	389524	ENSG00000174428	GTF2IRD2B
ILMN_2181060	7040711	CKAP2	26586	ENSG00000136108	CKAP2
ILMN_2181064	4900341	GBA3	57733	ENSG00000249948	GBA3
ILMN_2181064	4900341	GBA3	57733	ENSG00000291927	GBA3
ILMN_2181089	3440725	DCAF1	9730	ENSG00000145041	DCAF1
ILMN_2181125	2600491	NAPB	63908	ENSG00000125814	NAPB
ILMN_2181191	3310477	TPI1	7167	ENSG00000111669	TPI1
ILMN_2181241	6270605	RPL23AP64	649946		RPL23AP64
ILMN_2181306	1450639	SPACA5	389852	ENSG00000171489	SPACA5
ILMN_2181306	1450639	SPACA5B	729201	ENSG00000171478	SPACA5B
ILMN_2181363	1690709	UBE3C	9690	ENSG00000009335	UBE3C
ILMN_2181432	5910349	ACP7	390928	ENSG00000183760	ACP7
ILMN_2181445	7200452	BCL2L13	23786	ENSG00000099968	BCL2L13
ILMN_2181469	6900040	ZNF611	81856	ENSG00000213020	ZNF611
ILMN_2181540	6760017	YY1	7528	ENSG00000100811	YY1
ILMN_2181593	6370754	MAGEA1	4100	ENSG00000198681	MAGEA1
ILMN_2181670	4120259	SYT14	255928	ENSG00000143469	SYT14
ILMN_2181748	2900497	PA2G4P4	647033		PA2G4P4
ILMN_2181867	6480523	FAR2P1	440905	ENSG00000286058	FAR2P1
ILMN_2181867	6480523	CYP4F30P	100132708	ENSG00000290699	CYP4F30P
ILMN_2181883	5890608	GSKIP	51527	ENSG00000100744	GSKIP
ILMN_2181892	4830674	BEX2	84707	ENSG00000133134	BEX2
ILMN_2181968	6960209	CBL	867	ENSG00000110395	CBL
ILMN_2181992	6510475	MTRF1	9617	ENSG00000120662	MTRF1
ILMN_2182101	5720440	HCN2	610	ENSG00000099822	HCN2
ILMN_2182120	3780544	SF3B6	51639	ENSG00000115128	SF3B6
ILMN_2182148	2350142	CNRIP1	25927	ENSG00000119865	CNRIP1
ILMN_2182198	1820189	MRPL58	3396	ENSG00000167862	MRPL58
ILMN_2182262	5340301	FRG2	448831	ENSG00000205097	FRG2
ILMN_2182262	5340301	FRG2	448831	ENSG00000285063	FRG2
ILMN_2182262	5340301	FRG2	448831	ENSG00000285202	FRG2
ILMN_2182262	5340301	FRG2	448831	ENSG00000274972	FRG2
ILMN_2182335	7100044	ARID2	196528	ENSG00000189079	ARID2
ILMN_2182348	4010463	SMC3	9126	ENSG00000108055	SMC3
ILMN_2182482	4730086	SHCBP1	79801	ENSG00000171241	SHCBP1
ILMN_2182531	6040475	TIMM21	29090	ENSG00000075336	TIMM21
ILMN_2182647	3130066	PINX1	54984	ENSG00000254093	PINX1
ILMN_2182647	3130066	PINX1	54984	ENSG00000284764	PINX1
ILMN_2182647	3130066	PINX1	54984	ENSG00000258724	PINX1
ILMN_2182656	430112	APBA1	320	ENSG00000107282	APBA1
ILMN_2182656	430112	APBA1	320	ENSG00000276497	APBA1
ILMN_2182704	840280	BIRC2	329	ENSG00000110330	BIRC2
ILMN_2182750	610324	DDX1	1653	ENSG00000079785	DDX1
ILMN_2182850	5340687	MAJIN	283129	ENSG00000168070	MAJIN
ILMN_2182980	4250411	ALDH1L2	160428	ENSG00000136010	ALDH1L2
ILMN_2183216	3310161	TDP2	51567	ENSG00000111802	TDP2
ILMN_2183261	2000259	THAP4	51078	ENSG00000176946	THAP4
ILMN_2183331	1340202	RBM7	10179	ENSG00000076053	RBM7
ILMN_2183389	3400349	TTC9C	283237	ENSG00000162222	TTC9C
ILMN_2183409	1170338	SCARB1	949	ENSG00000073060	SCARB1
ILMN_2183424	5220601	TPTE2P6	374491		TPTE2P6
ILMN_2183510	4560110	MANF	7873	ENSG00000145050	MANF
ILMN_2183519	7210291	LINC02870	170393		LINC02870
ILMN_2183610	3450372	SERAC1	84947	ENSG00000122335	SERAC1
ILMN_2183687	6420450	LIME1	54923	ENSG00000203896	LIME1
ILMN_2183692	2970114	PHYHD1	254295	ENSG00000175287	PHYHD1
ILMN_2183728	1300048	INTU	27152	ENSG00000164066	INTU
ILMN_2183772	160544	CCDC121	79635	ENSG00000176714	CCDC121
ILMN_2183784	1230450	TTC12	54970	ENSG00000149292	TTC12
ILMN_2183856	240736	TSPAN6	7105	ENSG00000000003	TSPAN6
ILMN_2183885	2900047	MPLKIP	136647	ENSG00000168303	MPLKIP
ILMN_2183891	10672	PEX5L	51555	ENSG00000114757	PEX5L
ILMN_2183938	6580349	LEMD3	23592	ENSG00000174106	LEMD3
ILMN_2184007	5550615	SMG1P2	440354		SMG1P2
ILMN_2184049	2260576	COX7B	1349	ENSG00000131174	COX7B
ILMN_2184064	3450463	ARRDC4	91947	ENSG00000140450	ARRDC4
ILMN_2184109	4490037	SLC34A2	10568	ENSG00000157765	SLC34A2
ILMN_2184184	6520215	ANXA1	301	ENSG00000135046	ANXA1
ILMN_2184231	990639	CHRDL1	91851	ENSG00000101938	CHRDL1
ILMN_2184250	1980154	SERPINB9	5272	ENSG00000170542	SERPINB9
ILMN_2184262	10360	OAS3	4940	ENSG00000111331	OAS3
ILMN_2184373	1980309	CXCL8	3576	ENSG00000169429	CXCL8
ILMN_2184525	2750014	TPTE2P3	220115		TPTE2P3
ILMN_2184535	5670725	STYX	6815	ENSG00000198252	STYX
ILMN_2184556	2060192	SLC4A4	8671	ENSG00000080493	SLC4A4
ILMN_2184575	2630307	CCNI2	645121	ENSG00000205089	CCNI2
ILMN_2184602	5700494				
ILMN_2184612	3940079	C3orf52	79669	ENSG00000114529	C3ORF52
ILMN_2184640	5960132	NOLC1	9221	ENSG00000166197	NOLC1
ILMN_2184708	6520010	LIN7C	55327	ENSG00000148943	LIN7C
ILMN_2184789	2030433	HSCB	150274	ENSG00000100209	HSCB
ILMN_2184869	5810681	ZMYM6	9204	ENSG00000163867	ZMYM6
ILMN_2184884	430722	SAXO2	283726	ENSG00000188659	SAXO2
ILMN_2184966	4390646	ZHX2	22882	ENSG00000178764	ZHX2
ILMN_2185022	2370608	KRT17P5	339240		KRT17P5
ILMN_2185072	7160301	C14orf39	317761	ENSG00000179008	C14ORF39
ILMN_2185077	4540519	C14orf39	317761	ENSG00000179008	C14ORF39
ILMN_2185264	1820474	ZNF461	92283	ENSG00000197808	ZNF461
ILMN_2185339	4230482	LRTOMT	220074	ENSG00000284922	LRTOMT
ILMN_2185427	1030170	PRR35	146325	ENSG00000161992	PRR35
ILMN_2185563	7400114	ANKRA2	57763	ENSG00000164331	ANKRA2
ILMN_2185576	6760328	GTF2H2C_2	730394	ENSG00000274675	GTF2H2C_2
ILMN_2185604	6550343	CD300LD-AS1	146723	ENSG00000182352	CD300LD-AS1
ILMN_2185604	6550343	CD300LD-AS1	146723	ENSG00000291923	CD300LD-AS1
ILMN_2185665	2640653	PGAP1	80055	ENSG00000197121	PGAP1
ILMN_2185675	2030360	SHISAL2A	348378	ENSG00000182183	SHISAL2A
ILMN_2185728	7330035	SFRP4	6424	ENSG00000106483	SFRP4
ILMN_2185845	4890598	BRSK1	84446	ENSG00000160469	BRSK1
ILMN_2185866	3520719	PCDHB17P	54661	ENSG00000255622	PCDHB17P
ILMN_2185884	1340274	DHRS4	10901	ENSG00000157326	DHRS4
ILMN_2185884	1340274	DHRS4	10901	ENSG00000284807	DHRS4
ILMN_2185911	4590273	CST4	1472	ENSG00000101441	CST4
ILMN_2185984	5390102	SASH1	23328	ENSG00000111961	SASH1
ILMN_2186061	4120053	PFKFB3	5209	ENSG00000170525	PFKFB3
ILMN_2186078	1510451	SLC25A52	147407	ENSG00000141437	SLC25A52
ILMN_2186108	6900253	DGCR6	8214	ENSG00000183628	DGCR6
ILMN_2186108	6900253	DGCR6	8214	ENSG00000278817	DGCR6
ILMN_2186127	3390440	ZNF667	63934	ENSG00000198046	ZNF667
ILMN_2186137	5570520	RRAD	6236	ENSG00000166592	RRAD
ILMN_2186216	5870221				
ILMN_2186319	5390450	TSPAN2	10100	ENSG00000134198	TSPAN2
ILMN_2186351	5570561	CATSPER2P1	440278	ENSG00000291053	CATSPER2P1
ILMN_2186369	270646	NCOR1	9611	ENSG00000141027	NCOR1
ILMN_2186482	6560162	TMED7	51014	ENSG00000134970	TMED7
ILMN_2186516	2490767				
ILMN_2186597	830739	RPP21	79897	ENSG00000241370	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000241863	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000239865	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000243009	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000241779	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000239927	RPP21
ILMN_2186597	830739	RPP21	79897	ENSG00000242726	RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000248167	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000241863	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000239865	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000243009	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000241779	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000239927	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000242726	TRIM39-RPP21
ILMN_2186597	830739	TRIM39-RPP21	202658	ENSG00000241370	TRIM39-RPP21
ILMN_2186626	4210687	ZNF485	220992	ENSG00000198298	ZNF485
ILMN_2186678	3710465	ARMT1	79624	ENSG00000146476	ARMT1
ILMN_2186715	5820315	CENPH	64946	ENSG00000153044	CENPH
ILMN_2186745	3190519	IFNA7	3444	ENSG00000214042	IFNA7
ILMN_2186806	7330053	HLA-A	3105	ENSG00000206503	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000224320	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000231834	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000235657	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000229215	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000227715	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000206505	HLA-A
ILMN_2186806	7330053	HLA-A	3105	ENSG00000223980	HLA-A
ILMN_2186846	4850424	TSPY1	7258	ENSG00000258992	TSPY1
ILMN_2186846	4850424	TSPY2	64591	ENSG00000168757	TSPY2
ILMN_2186846	4850424	TSPY3	728137	ENSG00000228927	TSPY3
ILMN_2186846	4850424	TSPY4	728395	ENSG00000233803	TSPY4
ILMN_2186846	4850424	TSPY4	728395	ENSG00000291458	TSPY4
ILMN_2186846	4850424	TSPY8	728403	ENSG00000229549	TSPY8
ILMN_2186846	4850424	TSPY8	728403	ENSG00000291455	TSPY8
ILMN_2186846	4850424	TSPY10	100289087	ENSG00000236424	TSPY10
ILMN_2186858	6590520	ZNF839	55778	ENSG00000022976	ZNF839
ILMN_2186877	3180324	EBLN2	55096	ENSG00000255423	EBLN2
ILMN_2186925	6250309	FOXE1	2304	ENSG00000178919	FOXE1
ILMN_2186983	7330132	ANXA8L1	728113	ENSG00000264230	ANXA8L1
ILMN_2187002	10215	OR8H1	219469	ENSG00000181693	OR8H1
ILMN_2187002	10215	OR8H1	219469	ENSG00000262611	OR8H1
ILMN_2187002	10215	OR8H1	219469	ENSG00000291864	OR8H1
ILMN_2187058	6660750	SP140L	93349	ENSG00000185404	SP140L
ILMN_2187071	4540537	STPG1	90529	ENSG00000001460	STPG1
ILMN_2187206	580079	STYK1	55359	ENSG00000060140	STYK1
ILMN_2187487	3290079	HEATR5B	54497	ENSG00000008869	HEATR5B
ILMN_2187533	1110372	CSRNP2	81566	ENSG00000110925	CSRNP2
ILMN_2187718	630735	COX17	10063	ENSG00000138495	COX17
ILMN_2187727	7560201	NOC3L	64318	ENSG00000173145	NOC3L
ILMN_2187746	2070307	EMX2	2018	ENSG00000170370	EMX2
ILMN_2187830	1980242	CCNH	902	ENSG00000134480	CCNH
ILMN_2187899	5490554	HLA-L	3139	ENSG00000291097	HLA-L
ILMN_2187899	5490554	HLA-L	3139	ENSG00000290349	HLA-L
ILMN_2187899	5490554	HLA-L	3139	ENSG00000290365	HLA-L
ILMN_2187899	5490554	HLA-L	3139	ENSG00000290331	HLA-L
ILMN_2187899	5490554	HLA-L	3139	ENSG00000290364	HLA-L
ILMN_2187899	5490554	HLA-L	3139	ENSG00000290339	HLA-L
ILMN_2188091	4780064	FGF6	2251	ENSG00000111241	FGF6
ILMN_2188119	990154	ARL16	339231	ENSG00000214087	ARL16
ILMN_2188141	4290397	PSG2	5670	ENSG00000242221	PSG2
ILMN_2188155	4150056				
ILMN_2188204	1410348	ATG12	9140	ENSG00000145782	ATG12
ILMN_2188247	5360682	IL17F	112744	ENSG00000112116	IL17F
ILMN_2188264	3930605	CCN1	3491	ENSG00000142871	CCN1
ILMN_2188333	2710575	CD69	969	ENSG00000110848	CD69
ILMN_2188374	4050735	XPOT	11260	ENSG00000184575	XPOT
ILMN_2188384	840367	OR10H5	284433	ENSG00000172519	OR10H5
ILMN_2188390	5310376	FOXD4L3	286380	ENSG00000187559	FOXD4L3
ILMN_2188390	5310376	FOXD4L4	349334	ENSG00000184659	FOXD4L4
ILMN_2188390	5310376	FOXD4L6	653404	ENSG00000273514	FOXD4L6
ILMN_2188390	5310376	FOXD4L5	653427	ENSG00000204779	FOXD4L5
ILMN_2188405	520088				
ILMN_2188451	1300504	H2AC12	85235	ENSG00000274997	H2AC12
ILMN_2188521	540156	NECTIN3	25945	ENSG00000177707	NECTIN3
ILMN_2188533	2450279	RPL12	6136	ENSG00000197958	RPL12
ILMN_2188722	5570427				
ILMN_2188822	2370356				
ILMN_2188862	5090671	GDF15	9518	ENSG00000130513	GDF15
ILMN_2188909	1500020	FANCL	55120	ENSG00000115392	FANCL
ILMN_2188959	1230189	ACOT2	10965	ENSG00000119673	ACOT2
ILMN_2188966	2230598	IGFALS	3483	ENSG00000099769	IGFALS
ILMN_2189007	5820544	AGAP4	119016	ENSG00000188234	AGAP4
ILMN_2189027	7210681	LIPG	9388	ENSG00000101670	LIPG
ILMN_2189037	4280711	CFAP44	55779	ENSG00000206530	CFAP44
ILMN_2189222	7100349	KLHL8	57563	ENSG00000145332	KLHL8
ILMN_2189306	7650168	ROBO2	6092	ENSG00000185008	ROBO2
ILMN_2189314	3370692	HDGFL1	154150	ENSG00000112273	HDGFL1
ILMN_2189366	6270296	NTS	4922	ENSG00000133636	NTS
ILMN_2189371	6940053	NTNG1	22854	ENSG00000162631	NTNG1
ILMN_2189406	2340240	ARPIN	348110	ENSG00000242498	ARPIN
ILMN_2189424	520521	MRPL20	55052	ENSG00000242485	MRPL20
ILMN_2189458	240358	SHQ1	55164	ENSG00000144736	SHQ1
ILMN_2189605	4610577	PABIR2	159090	ENSG00000156504	PABIR2
ILMN_2189614	6100066	ANKRD36B	57730	ENSG00000196912	ANKRD36B
ILMN_2189614	6100066	ANKRD36B	57730	ENSG00000291600	ANKRD36B
ILMN_2189668	7560100	NUDT11	55190	ENSG00000196368	NUDT11
ILMN_2189675	940138	HRCT1	646962	ENSG00000196196	HRCT1
ILMN_2189701	4830193	CYLC1	1538	ENSG00000183035	CYLC1
ILMN_2189815	2190450	SLC22A10	387775	ENSG00000184999	SLC22A10
ILMN_2189842	4610201	SNORA10	574042	ENSG00000206811	SNORA10
ILMN_2189842	4610201	SNORA10	574042	ENSG00000291932	SNORA10
ILMN_2189859	6020674	TMEM192	201931	ENSG00000170088	TMEM192
ILMN_2189869	60307	FCF1	51077	ENSG00000119616	FCF1
ILMN_2189870	1990402	FCF1	51077	ENSG00000119616	FCF1
ILMN_2189915	460592	THAP5	168451	ENSG00000177683	THAP5
ILMN_2189933	5220161	RPL36AL	6166	ENSG00000165502	RPL36AL
ILMN_2189936	3170184	RPL36AL	6166	ENSG00000165502	RPL36AL
ILMN_2189993	7380270	MRPS35	60488	ENSG00000061794	MRPS35
ILMN_2190007	4560039	SLC36A3	285641	ENSG00000186334	SLC36A3
ILMN_2190051	6380373	CCDC91	55297	ENSG00000123106	CCDC91
ILMN_2190069	160138	DEFB110	245913	ENSG00000203970	DEFB110
ILMN_2190084	5910128	VAMP8	8673	ENSG00000118640	VAMP8
ILMN_2190126	50709	TTC23L	153657	ENSG00000205838	TTC23L
ILMN_2190214	2640753	CHIC1	53344	ENSG00000204116	CHIC1
ILMN_2190266	5290470	TMEM234	56063	ENSG00000160055	TMEM234
ILMN_2190292	6130703	UGT8	7368	ENSG00000174607	UGT8
ILMN_2190414	3130370	ZNF83	55769	ENSG00000167766	ZNF83
ILMN_2190486	4760274	GGT3P	2679	ENSG00000197421	GGT3P
ILMN_2190541	4850020	XAGE2	9502	ENSG00000155622	XAGE2
ILMN_2190598	4540484	FGD6	55785	ENSG00000180263	FGD6
ILMN_2190624	520593	CDH6	1004	ENSG00000113361	CDH6
ILMN_2190676	2030725	LRTM2	654429	ENSG00000166159	LRTM2
ILMN_2190676	2030725	LRTM2	654429	ENSG00000285383	LRTM2
ILMN_2190684	830397				
ILMN_2190779	6900014	PHAX	51808	ENSG00000164902	PHAX
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000240403	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000288389	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000284213	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000284192	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278726	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275629	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000276882	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278710	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000274722	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278474	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000276424	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275083	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278361	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000277982	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000284528	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000276357	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000273735	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278809	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275262	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000284295	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278442	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000284466	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275416	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278850	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000276004	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275838	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278403	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278656	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275626	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275511	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000275566	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278758	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000278707	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000273911	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000277709	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000276739	KIR3DL2
ILMN_2190842	5560731	KIR3DL2	3812	ENSG00000277181	KIR3DL2
ILMN_2190850	3610220	PPID	5481	ENSG00000171497	PPID
ILMN_2190851	2810707	PPID	5481	ENSG00000171497	PPID
ILMN_2190942	4070709	FIP1L1	81608	ENSG00000145216	FIP1L1
ILMN_2191003	3170021	KRTAP5-1	387264	ENSG00000205869	KRTAP5-1
ILMN_2191003	3170021	KRTAP5-1	387264	ENSG00000291433	KRTAP5-1
ILMN_2191003	3170021	KRTAP5-1	387264	ENSG00000278210	KRTAP5-1
ILMN_2191003	3170021	KRTAP5-1	387264	ENSG00000280585	KRTAP5-1
ILMN_2191067	4180670	DUX3	26582		DUX3
ILMN_2191167	6590347	SLC30A4	7782	ENSG00000104154	SLC30A4
ILMN_2191192	3370482	CYP2B7P	1556	ENSG00000291083	CYP2B7P
ILMN_2191313	1010050	WASHC2A	387680	ENSG00000099290	WASHC2A
ILMN_2191331	6020273	RPS4Y2	140032	ENSG00000280969	RPS4Y2
ILMN_2191402	1850114	HLCS	3141	ENSG00000159267	HLCS
ILMN_2191428	4860286	UBB	7314	ENSG00000170315	UBB
ILMN_2191436	5810253	POLA1	5422	ENSG00000101868	POLA1
ILMN_2191568	5960722	NPRL2	10641	ENSG00000114388	NPRL2
ILMN_2191634	1070653	RPL37	6167	ENSG00000145592	RPL37
ILMN_2191681	4540730	CHCHD2	51142	ENSG00000106153	CHCHD2
ILMN_2191720	4760598	ZNF471	57573	ENSG00000196263	ZNF471
ILMN_2191759	3400441	HNRNPA1	3178	ENSG00000135486	HNRNPA1
ILMN_2191790	4640170	HYDIN	54768	ENSG00000157423	HYDIN
ILMN_2191803	2640343	MYPN	84665	ENSG00000138347	MYPN
ILMN_2191822	2340524	ALG14	199857	ENSG00000172339	ALG14
ILMN_2191902	3520619	ALX3	257	ENSG00000156150	ALX3
ILMN_2191929	3140280	ABITRAM	54942	ENSG00000119328	ABITRAM
ILMN_2191940	6980020	SPIC	121599	ENSG00000166211	SPIC
ILMN_2191949	5090039	OR8J1	219477	ENSG00000172487	OR8J1
ILMN_2191949	5090039	OR8J1	219477	ENSG00000262796	OR8J1
ILMN_2191949	5090039	OR8J1	219477	ENSG00000291858	OR8J1
ILMN_2191967	1660521	SPRR2D	6703	ENSG00000163216	SPRR2D
ILMN_2192032	4210431	SRP19	6728	ENSG00000153037	SRP19
ILMN_2192072	3800088	MMP7	4316	ENSG00000137673	MMP7
ILMN_2192245	4250689	PLN	5350	ENSG00000198523	PLN
ILMN_2192281	6180377	CARD8	22900	ENSG00000105483	CARD8
ILMN_2192316	1570537	TOP1	7150	ENSG00000198900	TOP1
ILMN_2192351	1770348	GOLGA8EP	390535	ENSG00000278429	GOLGA8EP
ILMN_2192351	1770348	GOLGA8EP	390535	ENSG00000185182	GOLGA8EP
ILMN_2192351	1770348	GOLGA8CP	729786	ENSG00000181984	GOLGA8CP
ILMN_2192351	1770348	GOLGA8DP	100132979	ENSG00000290359	GOLGA8DP
ILMN_2192351	1770348	GOLGA8DP	100132979	ENSG00000288344	GOLGA8DP
ILMN_2192351	1770348	GOLGA8DP	100132979	ENSG00000278070	GOLGA8DP
ILMN_2192351	1770348	GOLGA8DP	100132979	ENSG00000278508	GOLGA8DP
ILMN_2192351	1770348	GOLGA8DP	100132979	ENSG00000175676	GOLGA8DP
ILMN_2192385	7040168	TTC19	54902	ENSG00000011295	TTC19
ILMN_2192394	3710767	ERCC4	2072	ENSG00000175595	ERCC4
ILMN_2192469	5090187	UNK	85451	ENSG00000132478	UNK
ILMN_2192595	6370189	PRB1	5542	ENSG00000251655	PRB1
ILMN_2192595	6370189	PRB1	5542	ENSG00000282673	PRB1
ILMN_2192595	6370189	PRB1	5542	ENSG00000275517	PRB1
ILMN_2192595	6370189	PRB2	653247	ENSG00000121335	PRB2
ILMN_2192595	6370189	PRB2	653247	ENSG00000282673	PRB2
ILMN_2192595	6370189	PRB2	653247	ENSG00000275517	PRB2
ILMN_2192595	6370189	PRB2	653247	ENSG00000251655	PRB2
ILMN_2192620	1230438	DCAF15	90379	ENSG00000132017	DCAF15
ILMN_2192620	1230438	DCAF15	90379	ENSG00000288453	DCAF15
ILMN_2192683	4260142	DHX37	57647	ENSG00000150990	DHX37
ILMN_2192693	1980564	EIF3M	10480	ENSG00000149100	EIF3M
ILMN_2192694	940398	EIF3M	10480	ENSG00000149100	EIF3M
ILMN_2192779	4540538	GPR15	2838	ENSG00000154165	GPR15
ILMN_2193175	6220685	TIMMDC1	51300	ENSG00000113845	TIMMDC1
ILMN_2193195	2640187	CTAGE10P	220429	ENSG00000181358	CTAGE10P
ILMN_2193213	4540239	DEFA1	1667	ENSG00000206047	DEFA1
ILMN_2193213	4540239	DEFA1	1667	ENSG00000284983	DEFA1
ILMN_2193213	4540239	DEFA3	1668	ENSG00000239839	DEFA3
ILMN_2193213	4540239	DEFA3	1668	ENSG00000284835	DEFA3
ILMN_2193213	4540239	DEFA1B	728358	ENSG00000240247	DEFA1B
ILMN_2193213	4540239	DEFA1B	728358	ENSG00000285176	DEFA1B
ILMN_2193214	2000551	MPND	84954	ENSG00000008382	MPND
ILMN_2193233	770682	MZB1	51237	ENSG00000170476	MZB1
ILMN_2193315	2710176	EFCAB11	90141	ENSG00000140025	EFCAB11
ILMN_2193325	2450110	MMP23B	8510	ENSG00000189409	MMP23B
ILMN_2193443	6510373	TRIM16L	147166	ENSG00000291110	TRIM16L
ILMN_2193498	2260521	TRMT1L	81627	ENSG00000121486	TRMT1L
ILMN_2193545	5890750	OR51F1	256892	ENSG00000280021	OR51F1
ILMN_2193553	2750253	SLC7A5P1	81893	ENSG00000260727	SLC7A5P1
ILMN_2193591	4780612	UNC93B1	81622	ENSG00000110057	UNC93B1
ILMN_2193706	2260747	HRK	8739	ENSG00000135116	HRK
ILMN_2193717	1820520	RAB42	115273	ENSG00000188060	RAB42
ILMN_2193752	7380463	MBLAC2	153364	ENSG00000176055	MBLAC2
ILMN_2193761	1400307	GSTM2P1	442245		GSTM2P1
ILMN_2193817	1170196	CLEC4G	339390	ENSG00000182566	CLEC4G
ILMN_2193864	6940400	PHOX2B	8929	ENSG00000109132	PHOX2B
