feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	contrast	logFC_direction
NM_023068	-4.70660824938662	4.34938748547335	-14.8531187503843	1.40305157440215e-35	2.15843295665143e-32	70.0935102059586	bacterial_vs_viral	higher_in_viral
NM_001288959	-4.86166002315518	3.95526491480513	-14.793138695038	2.22268946510027e-35	3.17511190089573e-32	69.6406530787864	bacterial_vs_viral	higher_in_viral
NM_017414	-4.50343521868811	4.35054655777836	-14.5378945717496	1.57359564384082e-34	2.09802261874483e-31	67.7139795622963	bacterial_vs_viral	higher_in_viral
NM_017912	-2.22751508675222	4.33151056389414	-14.1622354194339	2.79726874148582e-33	3.49641109756093e-30	64.8807271203161	bacterial_vs_viral	higher_in_viral
NM_002982	-6.50486528259744	-1.1298839133915	-13.5281347013437	4.84725326444068e-31	5.70236576679702e-28	59.8084878160553	bacterial_vs_viral	higher_in_viral
NM_001270929	-3.77323797706401	5.12383494863855	-13.4755193554406	5.31048010203317e-31	5.90023842003119e-28	59.7151209902486	bacterial_vs_viral	higher_in_viral
NM_001270927	-3.80287029300164	5.08983139766053	-13.4270319825733	7.68381701361207e-31	8.06632085071329e-28	59.3513383933006	bacterial_vs_viral	higher_in_viral
NM_001165136	-2.12879242694819	4.21570324346362	-13.4206477496906	8.06672418692264e-31	8.06632085071329e-28	59.3034511406595	bacterial_vs_viral	higher_in_viral
NM_001270930	-3.76042072692976	5.0807068038405	-13.2740608346353	2.46204501603862e-30	2.34444392167906e-27	58.2046782718985	bacterial_vs_viral	higher_in_viral
NM_194323	-4.59831799727324	0.78967770066169	-13.2679587501252	2.5790172647102e-30	2.34444392167906e-27	58.1589713672183	bacterial_vs_viral	higher_in_viral
NM_001270928	-3.74542065733683	5.11375688650582	-13.2561807475301	2.82071712027224e-30	2.45267485601411e-27	58.0707573329254	bacterial_vs_viral	higher_in_viral
NM_001548	-3.71101450203177	5.35447547254359	-13.2274473510694	3.50956435154161e-30	2.92449072777003e-27	57.8555946088334	bacterial_vs_viral	higher_in_viral
NM_001287489	-4.63030287612442	0.688566625121021	-13.2061893954044	4.12516485412869e-30	3.29996687670879e-27	57.6964492306398	bacterial_vs_viral	higher_in_viral
NM_002535	-2.5438885237371	6.58281205798707	-12.928940062055	3.38367497560653e-29	2.53078049765381e-26	55.6241398552512	bacterial_vs_viral	higher_in_viral
NM_004802	-4.57295655204724	0.6918388575897	-12.9276574888252	3.41672450805805e-29	2.53078049765381e-26	55.6145682861248	bacterial_vs_viral	higher_in_viral
NM_194248	-4.50821684632318	0.619384409455518	-12.8441162126811	6.43320909572344e-29	4.59491959662047e-26	54.9914378483162	bacterial_vs_viral	higher_in_viral
NM_080657	-3.80660619529833	6.98680230054823	-12.7304482729957	1.52015546352675e-28	1.0483306591404e-25	54.1446446620448	bacterial_vs_viral	higher_in_viral
NM_001243763	-2.7843492496654	0.726465758378055	-12.6979373895196	1.94357728906894e-28	1.29565340680299e-25	53.9026800847283	bacterial_vs_viral	higher_in_viral
NM_001305275	-2.89009738022519	1.07062520276972	-12.6385694117442	3.04333893454026e-28	1.96334630167325e-25	53.4611057359258	bacterial_vs_viral	higher_in_viral
NM_001364727	-2.81596411174057	1.1444367801563	-12.6206956988778	3.48298315061768e-28	2.17675562591259e-25	53.328233664757	bacterial_vs_viral	higher_in_viral
NR_046236	-3.69527811788028	3.68729165349548	-12.590188130346	4.38470151117431e-28	2.65726198551439e-25	53.1015198114053	bacterial_vs_viral	higher_in_viral
NM_021991	-3.08095278779013	1.45838467227555	-12.5491429208315	5.97581708233688e-28	3.51501075969574e-25	52.7966531247254	bacterial_vs_viral	higher_in_viral
NM_001352777	-3.07751079763883	1.42841712196015	-12.5214488511238	7.36331370845764e-28	4.2073974530127e-25	52.5910562908919	bacterial_vs_viral	higher_in_viral
NM_021913	-3.17923170835126	-1.47515594094356	-12.5035087759342	8.42933026875843e-28	4.68272711235833e-25	52.4579167212988	bacterial_vs_viral	higher_in_viral
NM_006187	-3.02700164576438	7.82922887131514	-12.4789432127397	1.01431623973904e-27	5.48251634555165e-25	52.275665135965	bacterial_vs_viral	higher_in_viral
NM_194322	-4.47090990733702	0.644676613976384	-12.475071726111	1.04433171923486e-27	5.49620790867843e-25	52.2469487944743	bacterial_vs_viral	higher_in_viral
NM_198576	-2.86299852928671	1.22485688491148	-12.4401444371868	1.35851760645796e-27	6.96640861834685e-25	51.9879560053371	bacterial_vs_viral	higher_in_viral
NM_005623	-5.44504154250244	-2.42871484897468	-12.4206703899388	1.57299411052987e-27	7.8645773041217e-25	51.8436125735495	bacterial_vs_viral	higher_in_viral
NM_002230	-2.96082884888042	1.75557260530085	-12.380477969103	2.1284224036084e-27	1.03820291828694e-24	51.5458416564813	bacterial_vs_viral	higher_in_viral
NM_001352776	-3.08357555034432	1.41633853987084	-12.3646313139417	2.39781026469236e-27	1.09996245032701e-24	51.4284916817016	bacterial_vs_viral	higher_in_viral
NM_207315	-3.67721766623089	3.80947859328123	-12.3621058191616	2.44378037112846e-27	1.09996245032701e-24	51.4097922636832	bacterial_vs_viral	higher_in_viral
NM_001352775	-3.06122262292159	1.41366356303923	-12.360959893792	2.46492802779913e-27	1.09996245032701e-24	51.4013077849689	bacterial_vs_viral	higher_in_viral
NM_001547	-3.04824288937295	7.93370032667803	-12.3604154597186	2.47503926519904e-27	1.09996245032701e-24	51.3972768272982	bacterial_vs_viral	higher_in_viral
NM_001039570	2.09284144783977	5.2770062896782	12.2865216212423	4.31259134696329e-27	1.87494596408519e-24	50.850501813539	bacterial_vs_viral	higher_in_bacterial
NM_017449	-2.86609498221371	-0.176074261660326	-12.2818698912443	4.46590795242108e-27	1.90029134341424e-24	50.8161037178079	bacterial_vs_viral	higher_in_viral
NM_001352774	-2.9926968988503	1.44888875969466	-12.2789666450086	4.56434032076061e-27	1.90171337656024e-24	50.7946364662191	bacterial_vs_viral	higher_in_viral
NR_002712	-2.8899689607389	4.50728164690992	-12.2245285712726	6.86800114566005e-27	2.80312561045011e-24	50.3923032292562	bacterial_vs_viral	higher_in_viral
NM_001352773	-2.94424938070928	1.74363823708824	-12.1674620798841	1.05359895230995e-26	4.21418508944933e-24	49.9709466231876	bacterial_vs_viral	higher_in_viral
NM_016817	-2.39239328036729	7.30373126134414	-12.1489707652893	1.21019587399628e-26	4.74562887922579e-24	49.8345040594169	bacterial_vs_viral	higher_in_viral
NM_006820	-3.68463042150361	6.54227115505369	-12.1043202062392	1.69079637286881e-26	6.45006752885454e-24	49.5052242174077	bacterial_vs_viral	higher_in_viral
NM_001699	-3.06628647273799	-1.38353754840299	-12.1028622008198	1.70935336281459e-26	6.45006752885454e-24	49.4944764671629	bacterial_vs_viral	higher_in_viral
NM_001035230	-2.32839209172404	0.042489064358333	-12.0571942527755	2.40576582344878e-26	8.90979827836152e-24	49.1579775812006	bacterial_vs_viral	higher_in_viral
NM_001366900	-2.50379583949273	-0.449434386820412	-12.051276648193	2.5146449974197e-26	9.14370641879938e-24	49.1143950437608	bacterial_vs_viral	higher_in_viral
NM_001104544	-3.70884811776571	-2.91058709067842	-11.9856002336298	4.10852589882066e-26	1.46725731161633e-23	48.6310182676481	bacterial_vs_viral	higher_in_viral
NM_001282735	-2.70979132993284	1.83556760282672	-11.9320694252555	6.127347741827e-26	2.14983907875084e-23	48.2374791192878	bacterial_vs_viral	higher_in_viral
NM_144573	-2.72015648914449	0.662693794054211	-11.9184848315406	6.78102965147454e-26	2.33816917241102e-23	48.1376750388229	bacterial_vs_viral	higher_in_viral
NM_001100423	-2.68384644454458	1.91115935565077	-11.9129203237316	7.06846352621904e-26	2.39596952645516e-23	48.0968010558512	bacterial_vs_viral	higher_in_viral
NM_001172309	-2.64697380981545	0.737819486000305	-11.8921226359266	8.25455591132141e-26	2.75138106117528e-23	47.9440717055575	bacterial_vs_viral	higher_in_viral
NM_001309192	-2.73518418275208	-0.229856767024461	-11.8436636969686	1.18456101875292e-25	3.88361242853109e-23	47.5884551509839	bacterial_vs_viral	higher_in_viral
NM_003865	-4.47641215852795	-1.77517813985957	-11.8313915376086	1.29795333458001e-25	4.18673689326864e-23	47.4984508093846	bacterial_vs_viral	higher_in_viral
NR_159496	-2.46398128377193	-0.345451612907259	-11.8269575756267	1.34153184926929e-25	4.25861832595819e-23	47.46593753502	bacterial_vs_viral	higher_in_viral
NM_001282743	-2.6644561083337	1.80645682555583	-11.8119895463664	1.49970738597563e-25	4.68635125189477e-23	47.3562019805558	bacterial_vs_viral	higher_in_viral
NM_001309193	-2.75281772523269	-0.24188168349924	-11.7977169298377	1.66782145808783e-25	5.1315017446613e-23	47.2515960987216	bacterial_vs_viral	higher_in_viral
NM_004442	-2.71976227033012	-0.173992754294619	-11.7784650678592	1.92472727191802e-25	5.83221525925582e-23	47.1105455026601	bacterial_vs_viral	higher_in_viral
NM_015535	-2.66699385859883	1.84001379819461	-11.7433903122892	2.49840846244414e-25	7.45756281200303e-23	46.8537124472571	bacterial_vs_viral	higher_in_viral
NM_001144925	-2.71710581196084	6.9124326419948	-11.7336481617148	2.68606673052694e-25	7.89980125644239e-23	46.7824096754439	bacterial_vs_viral	higher_in_viral
NM_001256477	-3.86263454346527	1.42493187997658	-11.6815080554405	3.95682255753715e-25	1.13633329452613e-22	46.4010479514038	bacterial_vs_viral	higher_in_viral
NM_001282744	-2.64073684024333	1.85857826363169	-11.6808106513485	3.9773653991114e-25	1.13633329452613e-22	46.3959499140176	bacterial_vs_viral	higher_in_viral
NM_001105513	-2.42998238245037	-0.43898412711908	-11.6773471098039	4.08097436646389e-25	1.14951276556213e-22	46.3706324993992	bacterial_vs_viral	higher_in_viral
NM_001100424	-2.631476449725	2.01450178293325	-11.6270052660645	5.92925816151864e-25	1.6469338051696e-22	46.0028651865502	bacterial_vs_viral	higher_in_viral
NM_001282920	-2.70444872098817	6.02849364968105	-11.6185676766619	6.31211498223785e-25	1.7292601031476e-22	45.9412650760525	bacterial_vs_viral	higher_in_viral
NM_001178046	-2.68470404243623	6.87573305922664	-11.6074298574681	6.85548673360096e-25	1.85274161061197e-22	45.8599691387786	bacterial_vs_viral	higher_in_viral
NM_002462	-2.64728136755242	6.98045114113648	-11.5981791110091	7.34207367668412e-25	1.95778841946674e-22	45.7924624619963	bacterial_vs_viral	higher_in_viral
NM_001278599	-2.91994288788211	-1.46741765187261	-11.5173863811339	1.33552246020269e-24	3.51435706336757e-22	45.2034827309168	bacterial_vs_viral	higher_in_viral
NM_001100422	-2.64861624763093	1.84905383426939	-11.493214648456	1.59696971722432e-24	4.14776589282716e-22	45.0274826904077	bacterial_vs_viral	higher_in_viral
NR_126359	-3.34259913022254	1.18670013083587	-11.4844161792104	1.70431110072289e-24	4.36980996196886e-22	44.9634435722128	bacterial_vs_viral	higher_in_viral
NM_001142467	-3.23750141215623	1.11638538043482	-11.4435493827876	2.30514652104884e-24	5.83552218663996e-22	44.6661707536831	bacterial_vs_viral	higher_in_viral
NM_022750	-1.73654827940165	6.04541408679037	-11.4207438875783	2.72792069044153e-24	6.81946073601752e-22	44.500404600286	bacterial_vs_viral	higher_in_viral
NM_001104545	-3.44747603786155	-3.03054159176309	-11.400010926119	3.17895725336685e-24	7.84888470494859e-22	44.3497817782017	bacterial_vs_viral	higher_in_viral
NM_005621	2.31189566343272	9.81978529993617	11.3842824041564	3.57006179206776e-24	8.70703241214184e-22	44.2355660620912	bacterial_vs_viral	higher_in_bacterial
NM_001549	-2.65550962111013	7.17353984356424	-11.3770659263143	3.76521321123418e-24	9.07234927849064e-22	44.1831768270611	bacterial_vs_viral	higher_in_viral
NM_003733	-2.24283861776891	6.66641287303906	-11.343080912503	4.83712477145934e-24	1.15163878933828e-21	43.9365813809995	bacterial_vs_viral	higher_in_viral
NM_033219	-1.46660526369234	2.8141620296	-11.3365780453835	5.07452084280105e-24	1.19394520394327e-21	43.8894200813205	bacterial_vs_viral	higher_in_viral
NM_152542	-1.70807145093379	4.59328004258081	-11.322457871187	5.6307363604069e-24	1.30940809850904e-21	43.7870413386929	bacterial_vs_viral	higher_in_viral
NM_002030	-3.27218083412524	-0.731074937786498	-11.3115150126631	6.10324050516721e-24	1.4029736421016e-21	43.7077245909376	bacterial_vs_viral	higher_in_viral
NM_001289758	-2.64291850745257	7.13146699061246	-11.2947078547777	6.90703325183917e-24	1.56970179549468e-21	43.5859441798846	bacterial_vs_viral	higher_in_viral
NR_137422	2.64325730659584	3.36673965081042	11.2910005099086	7.0980756603726e-24	1.5949934284471e-21	43.5590886270522	bacterial_vs_viral	higher_in_bacterial
NM_017938	-3.47689346791398	-2.85076966205932	-11.268504530589	8.37561927536767e-24	1.86115566542309e-21	43.3961844847078	bacterial_vs_viral	higher_in_viral
NM_021170	-3.32708913638159	0.96787602419573	-11.2407526369902	1.02714277520763e-23	2.25734377597553e-21	43.1953482634609	bacterial_vs_viral	higher_in_viral
NM_001289759	-2.64702425506269	7.12319676780162	-11.2386597466816	1.04306428144025e-23	2.26741767005691e-21	43.1802081270437	bacterial_vs_viral	higher_in_viral
NM_001039617	4.43643979087893	1.29627674976582	11.2380584006837	1.22581356530691e-23	2.63602639705085e-21	43.0245078794139	bacterial_vs_viral	higher_in_bacterial
NM_005101	-2.99808310131564	8.8223269434473	-11.2106719918697	1.28118184017703e-23	2.72578251294685e-21	42.9778210511198	bacterial_vs_viral	higher_in_viral
NM_001261825	-2.22743702445116	5.52170727139259	-11.1760539499442	1.65187670152996e-23	3.47746127935765e-21	42.7276923966154	bacterial_vs_viral	higher_in_viral
NM_001366899	-2.36778945656142	-0.471015257012574	-11.169672428236	1.73105975578956e-23	3.60619417250369e-21	42.6816082538324	bacterial_vs_viral	higher_in_viral
NM_198213	-2.22426979319503	5.80573346590037	-11.1490214102121	2.01415376165839e-23	4.15268670921712e-21	42.5325302778426	bacterial_vs_viral	higher_in_viral
NM_001031683	-2.62054154058812	7.2051242951189	-11.1319399260752	2.28284452662682e-23	4.65863343755202e-21	42.4092823157945	bacterial_vs_viral	higher_in_viral
NR_135618	4.34658364269862	0.39965391284106	11.1478236399326	2.3066437478112e-23	4.65965336489659e-21	42.4017173999515	bacterial_vs_viral	higher_in_bacterial
NR_130117	-1.70679024733532	5.83242259590927	-11.1097520944355	2.68584693392987e-23	5.37142528316635e-21	42.2492747256203	bacterial_vs_viral	higher_in_viral
NM_000717	2.72277672186136	3.34950281941021	11.0874158182475	3.16312865031808e-23	6.26330790868429e-21	42.0882933844004	bacterial_vs_viral	higher_in_bacterial
NM_145755	-2.3453167638943	-0.478568023759497	-11.0839810172754	3.24367064912734e-23	6.35982052077429e-21	42.0635468485884	bacterial_vs_viral	higher_in_viral
NM_006417	-3.22998246743249	4.98169965944821	-11.0574766706321	3.93790778665559e-23	7.64604056556556e-21	41.8726704118656	bacterial_vs_viral	higher_in_viral
NM_016323	-2.52288887341034	6.72701712922876	-11.0412160117848	4.43517788386307e-23	8.52876177878631e-21	41.7556347549751	bacterial_vs_viral	higher_in_viral
NM_001135651	-1.41816802582432	6.75234866643224	-10.9809457024504	6.88869368921343e-23	1.31206652467218e-20	41.3223023309704	bacterial_vs_viral	higher_in_viral
NM_001256478	-3.78946203999897	0.391701842434354	-10.9447947857251	8.96777179047473e-23	1.69194781167645e-20	41.0627370538542	bacterial_vs_viral	higher_in_viral
NM_017742	-2.12879202974907	4.11854165326133	-10.8931773538148	1.30628682436091e-22	2.44153553274709e-20	40.6925880025639	bacterial_vs_viral	higher_in_viral
NM_001177520	2.48669449677871	6.8427611876818	10.88841514574	1.35237618710708e-22	2.50427512647727e-20	40.6584660964821	bacterial_vs_viral	higher_in_bacterial
NM_000478	2.44739880195037	7.11850305517804	10.8429773502546	1.88224809280705e-22	3.45349354202277e-20	40.3331376617125	bacterial_vs_viral	higher_in_bacterial
NM_212503	-2.1689016356306	-0.579438813061968	-10.8342338692691	2.0057828181815e-22	3.64669550734653e-20	40.2705856711957	bacterial_vs_viral	higher_in_viral
NM_001160419	-1.76916073589958	2.83657815459811	-10.8324201894469	2.03240202963358e-22	3.66180253969748e-20	40.257612410802	bacterial_vs_viral	higher_in_viral
NM_001127501	2.45662243123401	6.97607628549062	10.8298048148229	2.07140833540934e-22	3.6987585089153e-20	40.2389058589317	bacterial_vs_viral	higher_in_bacterial
NM_001127213	-2.31678155618068	8.9500677552465	-10.7974297510466	2.62067841494772e-22	4.63813695756986e-20	40.0074634429114	bacterial_vs_viral	higher_in_viral
NM_000714	1.43888946966934	6.82488406631103	10.767237984746	3.26276309869372e-22	5.72385957989261e-20	39.7918326010484	bacterial_vs_viral	higher_in_bacterial
NR_135617	4.11135200950881	1.2080850994678	10.7808399417873	3.37118639228953e-22	5.8626397095129e-20	39.7626537403807	bacterial_vs_viral	higher_in_bacterial
NR_135641	-3.22082369608156	4.42596350924657	-10.6609159150401	7.04780312410376e-22	1.21507771274958e-19	39.0340690088341	bacterial_vs_viral	higher_in_viral
NM_024119	-1.84855790663322	5.81642959432431	-10.6410852124763	8.1342455587401e-22	1.39039980281405e-19	38.8930135451647	bacterial_vs_viral	higher_in_viral
NR_159495	-2.27715310567087	-0.584859467156963	-10.6086083878833	1.02849862531245e-21	1.7431308481037e-19	38.6621990976972	bacterial_vs_viral	higher_in_viral
NM_001330760	-1.48041754187567	3.65899162393947	-10.5741312921903	1.31902167371833e-21	2.21463632805991e-19	38.417432790296	bacterial_vs_viral	higher_in_viral
NR_135640	-3.26359743247682	3.2034092095231	-10.5731021435628	1.32884823924791e-21	2.21463632805991e-19	38.4101306750457	bacterial_vs_viral	higher_in_viral
NM_002759	-1.56769398953476	4.27787435190713	-10.5525293548147	1.5413115645141e-21	2.54749503956342e-19	38.2642121354218	bacterial_vs_viral	higher_in_viral
NM_005091	2.28338456408943	5.85499836940196	10.5415526021747	1.66817740883541e-21	2.72032937782745e-19	38.1863965688198	bacterial_vs_viral	higher_in_bacterial
NM_001319196	1.79187334895363	9.03348692683854	10.5405979823148	1.67969005992619e-21	2.72032937782745e-19	38.1796304786297	bacterial_vs_viral	higher_in_bacterial
NM_001721	2.48299077092359	1.2143750196371	10.5400208514919	1.68668854868045e-21	2.72032937782745e-19	38.1755400330213	bacterial_vs_viral	higher_in_bacterial
NM_001319197	1.7877586283175	9.0885558893646	10.5377813451054	1.71412154933257e-21	2.74245734920817e-19	38.1596681487732	bacterial_vs_viral	higher_in_bacterial
NM_001319201	1.79124691330894	9.02668301390622	10.5202257482886	1.94513674324428e-21	3.08736426413828e-19	38.0352883917571	bacterial_vs_viral	higher_in_bacterial
NM_212502	-2.02796557984804	-0.55376209604188	-10.5105381574259	2.08562700205702e-21	3.28428774914476e-19	37.9666837186485	bacterial_vs_viral	higher_in_viral
NM_001353136	-1.8896227256042	4.76595863607639	-10.5068879695136	2.14114377871898e-21	3.34536987739069e-19	37.9408398963451	bacterial_vs_viral	higher_in_viral
NM_002964	1.78293930811158	10.3019044541906	10.4881758095659	2.44969581021431e-21	3.79778810143225e-19	37.808404745947	bacterial_vs_viral	higher_in_bacterial
NM_001319198	1.77063475773611	9.17872971962043	10.4763217687004	2.66766798659619e-21	4.10389938953363e-19	37.7245508524366	bacterial_vs_viral	higher_in_bacterial
NM_002346	-2.22040293230816	8.90058772349398	-10.4662663691818	2.86762962613289e-21	4.37784159488792e-19	37.6534465452067	bacterial_vs_viral	higher_in_viral
NM_001320151	-1.98899624729186	5.74411237628042	-10.4532259960216	3.14932499364113e-21	4.7714659505931e-19	37.5612707207435	bacterial_vs_viral	higher_in_viral
NM_153045	-1.52761367516879	3.68765954132222	-10.4368045488087	3.54354644310046e-21	5.32837483575686e-19	37.4452538412728	bacterial_vs_viral	higher_in_viral
NM_001320866	2.52648642130407	1.23560612393883	10.4168416576799	4.08947369918143e-21	6.10338690372608e-19	37.3043043857565	bacterial_vs_viral	higher_in_bacterial
NR_038369	-3.73521962123182	-1.33186505910271	-10.4137489516172	4.18123375929949e-21	6.19411066312819e-19	37.2824767401422	bacterial_vs_viral	higher_in_viral
NM_002596	-2.04346778020817	-0.529358597116938	-10.3971120038158	4.71117137497287e-21	6.9278467888296e-19	37.1650966812039	bacterial_vs_viral	higher_in_viral
NM_001135652	-1.54786572019442	4.01517390656152	-10.391016881992	4.92162019365449e-21	7.18448775568585e-19	37.1221101378628	bacterial_vs_viral	higher_in_viral
NM_001032409	-1.98362492014836	6.3651748607268	-10.3862453734096	5.09287550321219e-21	7.38060994121308e-19	37.088464863397	bacterial_vs_viral	higher_in_viral
NR_110204	-2.94535469911347	-0.735776877298277	-10.3737511231814	5.5699285026593e-21	8.01388490105635e-19	37.0003907428595	bacterial_vs_viral	higher_in_viral
NM_002534	-1.94637937819422	6.29924829662368	-10.371226976279	5.67157487418417e-21	8.10184470777208e-19	36.9826022484173	bacterial_vs_viral	higher_in_viral
NM_001318940	1.35968325195651	3.8024373412058	10.3661743070461	5.88062334812046e-21	8.34089264816035e-19	36.9469991312711	bacterial_vs_viral	higher_in_bacterial
NR_159494	-2.29342529693913	-0.666042222363361	-10.3530162891795	6.46171027281275e-21	9.1005453342241e-19	36.8543120241961	bacterial_vs_viral	higher_in_viral
NR_131192	-2.7591340496617	-3.15802658533739	-10.3430095576307	6.94157742507983e-21	9.665885417692e-19	36.7838517012147	bacterial_vs_viral	higher_in_viral
NM_015589	-2.51243562825465	0.910610007235065	-10.3426435580972	6.95978549001274e-21	9.665885417692e-19	36.7812750615735	bacterial_vs_viral	higher_in_viral
NM_020406	3.5652582353587	7.03152013584651	10.3402199625236	7.98256540998996e-21	1.10098845265096e-18	36.6494349510865	bacterial_vs_viral	higher_in_bacterial
NM_001080401	2.34600307906814	1.72801799964874	10.2942378536693	9.83864446165054e-21	1.34769212731883e-18	36.4407925382497	bacterial_vs_viral	higher_in_bacterial
NR_034176	-2.71420289432857	0.878339738431444	-10.2764870453981	1.11687085158895e-20	1.51947620142364e-18	36.3160817335661	bacterial_vs_viral	higher_in_viral
NM_024490	-1.94442591834666	3.35640424762606	-10.2252756231828	1.60946787545127e-20	2.17484784061824e-18	35.9567364495603	bacterial_vs_viral	higher_in_viral
NM_203281	2.45769492195331	1.28952898040091	10.2200539573286	1.67049657808137e-20	2.24216517215097e-18	35.9201341875367	bacterial_vs_viral	higher_in_bacterial
NM_001366451	-1.77864691833994	1.35769047008775	-10.2125491074119	1.76226426117973e-20	2.3495681972889e-18	35.8675397836991	bacterial_vs_viral	higher_in_viral
NR_126534	-1.79553359913722	4.66903453587265	-10.1984563786127	1.94835164271794e-20	2.58046917236531e-18	35.7688163685242	bacterial_vs_viral	higher_in_viral
NM_002863	1.46142136220464	7.05948329251597	10.1540890065137	2.6716227043095e-20	3.51511726733458e-18	35.4583470450473	bacterial_vs_viral	higher_in_bacterial
NM_016816	-2.01496338047885	6.81516408685991	-10.1484297689649	2.78130075195847e-20	3.63550547309918e-18	35.4187823550409	bacterial_vs_viral	higher_in_viral
NM_001353138	-1.8054078629358	4.55649771088887	-10.1442560539277	2.865048264946e-20	3.72065586043214e-18	35.3896085854662	bacterial_vs_viral	higher_in_viral
NM_001278687	-1.84086893861627	1.70813645338499	-10.1395842562224	2.9617688172219e-20	3.82144610165295e-18	35.3569587027692	bacterial_vs_viral	higher_in_viral
NM_000904	1.3372968283171	4.1815033080712	10.1373450617344	3.00927183116543e-20	3.85784790714599e-18	35.3413116348395	bacterial_vs_viral	higher_in_bacterial
NM_017523	-1.79881160452448	4.55865023432161	-10.1347155642696	3.06602333478844e-20	3.90556692181108e-18	35.3229388874768	bacterial_vs_viral	higher_in_viral
NM_001353134	-1.80095463357021	4.55623443075729	-10.1183358550323	3.44430783926205e-20	4.34555076047936e-18	35.2085321043905	bacterial_vs_viral	higher_in_viral
NM_001161576	-2.47554115870116	0.927252114949099	-10.1175526373637	3.46351594933985e-20	4.34555076047936e-18	35.2030633663795	bacterial_vs_viral	higher_in_viral
NM_001198656	-2.02246651020648	1.22682973455978	-10.1170210158153	3.47661443910544e-20	4.34555076047936e-18	35.1993514652426	bacterial_vs_viral	higher_in_viral
NM_014398	-2.92773238719502	2.66164035907869	-10.0922141574654	4.14587903499548e-20	5.14990278390525e-18	35.0262277523992	bacterial_vs_viral	higher_in_viral
NM_001115152	2.92917085408604	-1.92943773997256	10.0783147742722	4.57537670118962e-20	5.64833078068465e-18	34.9292974364612	bacterial_vs_viral	higher_in_bacterial
NM_199139	-1.8053855988623	4.5912434953281	-10.0487608931209	5.6413027609046e-20	6.92149778621663e-18	34.7233691513793	bacterial_vs_viral	higher_in_viral
NM_001290222	1.35379368876111	3.73896975492077	10.0388943712344	6.04952626682401e-20	7.37710218354959e-18	34.6546726388827	bacterial_vs_viral	higher_in_bacterial
NM_152373	-2.9468886322348	0.563315114841307	-10.0368306506436	6.13855830868074e-20	7.44030470395795e-18	34.640307132833	bacterial_vs_viral	higher_in_viral
NM_198483	-2.69205560913774	0.824745695923064	-10.0343894538552	6.24555931841413e-20	7.5243940246364e-18	34.6233155128056	bacterial_vs_viral	higher_in_viral
NM_001051	-1.8352765162184	1.71633627830154	-10.0283873068892	6.5165953032471e-20	7.80391553710412e-18	34.5815452451249	bacterial_vs_viral	higher_in_viral
NM_024522	-3.36114195573549	-4.16414523956266	-10.0087857486821	7.48588035320464e-20	8.91131673712736e-18	34.4452018243451	bacterial_vs_viral	higher_in_viral
NM_001353135	-1.7706213931218	4.55211758702744	-10.0066545991667	7.59954761719533e-20	8.993097798597e-18	34.4303843999657	bacterial_vs_viral	higher_in_viral
NM_001163940	1.45257456350289	6.93437504228964	10.0008826454155	7.91609526795131e-20	9.31258760375048e-18	34.3902594732184	bacterial_vs_viral	higher_in_bacterial
