feature_id	SYMBOL	ENTREZID	ENSEMBL	GENENAME	mapped_any	mapped_symbol	mapped_entrez	mapped_ensembl
NM_000212	ITGB3	3690	ENSG00000259207	integrin subunit beta 3	TRUE	TRUE	TRUE	TRUE
NM_000213	ITGB4	3691	ENSG00000132470	integrin subunit beta 4	TRUE	TRUE	TRUE	TRUE
NM_000214	JAG1	182	ENSG00000101384	jagged canonical Notch ligand 1	TRUE	TRUE	TRUE	TRUE
NM_000215	JAK3	3718	ENSG00000105639	Janus kinase 3	TRUE	TRUE	TRUE	TRUE
NM_000216	ANOS1	3730	ENSG00000011201	anosmin 1	TRUE	TRUE	TRUE	TRUE
NM_000219	KCNE1	3753	ENSG00000180509	potassium voltage-gated channel subfamily E regulatory subunit 1	TRUE	TRUE	TRUE	TRUE
NM_000221	KHK	3795	ENSG00000138030	ketohexokinase	TRUE	TRUE	TRUE	TRUE
NM_000224	KRT18	3875	ENSG00000111057	keratin 18	TRUE	TRUE	TRUE	TRUE
NM_000229	LCAT	3931	ENSG00000213398	lecithin-cholesterol acyltransferase	TRUE	TRUE	TRUE	TRUE
NM_000230	LEP	3952	ENSG00000174697	leptin	TRUE	TRUE	TRUE	TRUE
NM_000232	SGCB	6443	ENSG00000163069	sarcoglycan beta	TRUE	TRUE	TRUE	TRUE
NM_000235	LIPA	3988	ENSG00000107798	lipase A, lysosomal acid type	TRUE	TRUE	TRUE	TRUE
NM_000236	LIPC	3990	ENSG00000166035	lipase C, hepatic type	TRUE	TRUE	TRUE	TRUE
NM_000237	LPL	4023	ENSG00000175445	lipoprotein lipase	TRUE	TRUE	TRUE	TRUE
NM_000238	KCNH2	3757	ENSG00000055118	potassium voltage-gated channel subfamily H member 2	TRUE	TRUE	TRUE	TRUE
NM_000239	LYZ	4069	ENSG00000090382	lysozyme	TRUE	TRUE	TRUE	TRUE
NM_000240	MAOA	4128	ENSG00000189221	monoamine oxidase A	TRUE	TRUE	TRUE	TRUE
NM_000243	MEFV	4210	ENSG00000103313	MEFV innate immunity regulator, pyrin	TRUE	TRUE	TRUE	TRUE
NM_000247	MICA	100507436	ENSG00000204520	MHC class I polypeptide-related sequence A	TRUE	TRUE	TRUE	TRUE
NM_000247	MICA	100507436	ENSG00000235233	MHC class I polypeptide-related sequence A	TRUE	TRUE	TRUE	TRUE
NM_000247	MICA	100507436	ENSG00000233051	MHC class I polypeptide-related sequence A	TRUE	TRUE	TRUE	TRUE
NM_000247	MICA	100507436	ENSG00000231225	MHC class I polypeptide-related sequence A	TRUE	TRUE	TRUE	TRUE
NM_000247	MICA	100507436	ENSG00000183214	MHC class I polypeptide-related sequence A	TRUE	TRUE	TRUE	TRUE
NM_000250	MPO	4353	ENSG00000005381	myeloperoxidase	TRUE	TRUE	TRUE	TRUE
NM_000251	MSH2	4436	ENSG00000095002	mutS homolog 2	TRUE	TRUE	TRUE	TRUE
NM_000252	MTM1	4534	ENSG00000171100	myotubularin 1	TRUE	TRUE	TRUE	TRUE
NM_000254	MTR	4548	ENSG00000116984	5-methyltetrahydrofolate-homocysteine methyltransferase	TRUE	TRUE	TRUE	TRUE
NM_000255	MMUT	4594	ENSG00000146085	methylmalonyl-CoA mutase	TRUE	TRUE	TRUE	TRUE
NM_000256	MYBPC3	4607	ENSG00000134571	myosin binding protein C3	TRUE	TRUE	TRUE	TRUE
NM_000260	MYO7A	4647	ENSG00000137474	myosin VIIA	TRUE	TRUE	TRUE	TRUE
NM_000268	NF2	4771	ENSG00000186575	NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor	TRUE	TRUE	TRUE	TRUE
NM_000269	NME1	4830	ENSG00000239672	NME/NM23 nucleoside diphosphate kinase 1	TRUE	TRUE	TRUE	TRUE
NM_000274	OAT	4942	ENSG00000065154	ornithine aminotransferase	TRUE	TRUE	TRUE	TRUE
NM_000276	OCRL	4952	ENSG00000122126	OCRL inositol polyphosphate-5-phosphatase	TRUE	TRUE	TRUE	TRUE
NM_000281	PCBD1	5092	ENSG00000166228	pterin-4 alpha-carbinolamine dehydratase 1	TRUE	TRUE	TRUE	TRUE
NM_000286	PEX12	5193	ENSG00000108733	peroxisomal biogenesis factor 12	TRUE	TRUE	TRUE	TRUE
NM_000288	PEX7	5191	ENSG00000112357	peroxisomal biogenesis factor 7	TRUE	TRUE	TRUE	TRUE
NM_000290	PGAM2	5224	ENSG00000164708	phosphoglycerate mutase 2	TRUE	TRUE	TRUE	TRUE
NM_000294	PHKG2	5261	ENSG00000156873	phosphorylase kinase catalytic subunit gamma 2	TRUE	TRUE	TRUE	TRUE
NM_000297	PKD2	5311	ENSG00000118762	polycystin 2, transient receptor potential cation channel	TRUE	TRUE	TRUE	TRUE
NM_000305	PON2	5445	ENSG00000105854	paraoxonase 2	TRUE	TRUE	TRUE	TRUE
NM_000311	PRNP	5621	ENSG00000171867	prion protein	TRUE	TRUE	TRUE	TRUE
NM_000312	PROC	5624	ENSG00000115718	protein C, inactivator of coagulation factors Va and VIIIa	TRUE	TRUE	TRUE	TRUE
NM_000313	PROS1	5627	ENSG00000184500	protein S	TRUE	TRUE	TRUE	TRUE
NM_000314	PTEN	5728	ENSG00000171862	phosphatase and tensin homolog	TRUE	TRUE	TRUE	TRUE
NM_000314	PTEN	5728	ENSG00000284792	phosphatase and tensin homolog	TRUE	TRUE	TRUE	TRUE
NM_000317	PTS	5805	ENSG00000150787	6-pyruvoyltetrahydropterin synthase	TRUE	TRUE	TRUE	TRUE
NM_000318	PEX2	5828	ENSG00000164751	peroxisomal biogenesis factor 2	TRUE	TRUE	TRUE	TRUE
NM_000320	QDPR	5860	ENSG00000151552	quinoid dihydropteridine reductase	TRUE	TRUE	TRUE	TRUE
NM_000321	RB1	5925	ENSG00000139687	RB transcriptional corepressor 1	TRUE	TRUE	TRUE	TRUE
NM_000324	RHAG	6005	ENSG00000112077	Rh associated glycoprotein	TRUE	TRUE	TRUE	TRUE
NM_000327	ROM1	6094	ENSG00000149489	retinal outer segment membrane protein 1	TRUE	TRUE	TRUE	TRUE
NM_000328	RPGR	6103	ENSG00000156313	retinitis pigmentosa GTPase regulator	TRUE	TRUE	TRUE	TRUE
NM_000332	ATXN1	6310	ENSG00000124788	ataxin 1	TRUE	TRUE	TRUE	TRUE
NM_000333	ATXN7	6314	ENSG00000163635	ataxin 7	TRUE	TRUE	TRUE	TRUE
NM_000342	SLC4A1	6521	ENSG00000004939	solute carrier family 4 member 1 (Diego blood group)	TRUE	TRUE	TRUE	TRUE
NM_000344	SMN1	6606	ENSG00000172062	survival of motor neuron 1, telomeric	TRUE	TRUE	TRUE	TRUE
NM_000344	SMN1	6606	ENSG00000273772	survival of motor neuron 1, telomeric	TRUE	TRUE	TRUE	TRUE
NM_000344	SMN1	6606	ENSG00000275349	survival of motor neuron 1, telomeric	TRUE	TRUE	TRUE	TRUE
NM_000344	SMN1	6606	ENSG00000277773	survival of motor neuron 1, telomeric	TRUE	TRUE	TRUE	TRUE
NM_000344	SMN1	6606	ENSG00000205571	survival of motor neuron 1, telomeric	TRUE	TRUE	TRUE	TRUE
NM_000345	SNCA	6622	ENSG00000145335	synuclein alpha	TRUE	TRUE	TRUE	TRUE
NM_000349	STAR	6770	ENSG00000147465	steroidogenic acute regulatory protein	TRUE	TRUE	TRUE	TRUE
NM_000351	STS	412	ENSG00000101846	steroid sulfatase	TRUE	TRUE	TRUE	TRUE
NM_000355	TCN2	6948	ENSG00000185339	transcobalamin 2	TRUE	TRUE	TRUE	TRUE
NM_000358	TGFBI	7045	ENSG00000120708	transforming growth factor beta induced	TRUE	TRUE	TRUE	TRUE
NM_000359	TGM1	7051	ENSG00000092295	transglutaminase 1	TRUE	TRUE	TRUE	TRUE
NM_000359	TGM1	7051	ENSG00000285348	transglutaminase 1	TRUE	TRUE	TRUE	TRUE
NM_000361	THBD	7056	ENSG00000178726	thrombomodulin	TRUE	TRUE	TRUE	TRUE
NM_000368	TSC1	7248	ENSG00000165699	TSC complex subunit 1	TRUE	TRUE	TRUE	TRUE
NM_000369	TSHR	7253	ENSG00000165409	thyroid stimulating hormone receptor	TRUE	TRUE	TRUE	TRUE
NM_000373	UMPS	7372	ENSG00000114491	uridine monophosphate synthetase	TRUE	TRUE	TRUE	TRUE
NM_000380	XPA	7507	ENSG00000136936	XPA, DNA damage recognition and repair factor	TRUE	TRUE	TRUE	TRUE
NM_000383	AIRE	326	ENSG00000160224	autoimmune regulator	TRUE	TRUE	TRUE	TRUE
NM_000386	BLMH	642	ENSG00000108578	bleomycin hydrolase	TRUE	TRUE	TRUE	TRUE
NM_000390	CHM	1121	ENSG00000188419	CHM Rab escort protein	TRUE	TRUE	TRUE	TRUE
NM_000392	ABCC2	1244	ENSG00000023839	ATP binding cassette subfamily C member 2	TRUE	TRUE	TRUE	TRUE
NM_000395	CSF2RB	1439	ENSG00000100368	colony stimulating factor 2 receptor subunit beta	TRUE	TRUE	TRUE	TRUE
NM_000396	CTSK	1513	ENSG00000143387	cathepsin K	TRUE	TRUE	TRUE	TRUE
NM_000397	CYBB	1536	ENSG00000165168	cytochrome b-245 beta chain	TRUE	TRUE	TRUE	TRUE
NM_000398	CYB5R3	1727	ENSG00000100243	cytochrome b5 reductase 3	TRUE	TRUE	TRUE	TRUE
NM_000403	GALE	2582	ENSG00000117308	UDP-galactose-4-epimerase	TRUE	TRUE	TRUE	TRUE
NM_000407	GP1BB	2812	ENSG00000203618	glycoprotein Ib platelet subunit beta	TRUE	TRUE	TRUE	TRUE
NM_000408	GPD2	2820	ENSG00000115159	glycerol-3-phosphate dehydrogenase 2	TRUE	TRUE	TRUE	TRUE
NM_000411	HLCS	3141	ENSG00000159267	holocarboxylase synthetase	TRUE	TRUE	TRUE	TRUE
NM_000415	IAPP	3375	ENSG00000121351	islet amyloid polypeptide	TRUE	TRUE	TRUE	TRUE
NM_000416	IFNGR1	3459	ENSG00000027697	interferon gamma receptor 1	TRUE	TRUE	TRUE	TRUE
NM_000417	IL2RA	3559	ENSG00000134460	interleukin 2 receptor subunit alpha	TRUE	TRUE	TRUE	TRUE
NM_000419	ITGA2B	3674	ENSG00000005961	integrin subunit alpha 2b	TRUE	TRUE	TRUE	TRUE
NM_000420	KEL	3792	ENSG00000197993	Kell metallo-endopeptidase (Kell blood group)	TRUE	TRUE	TRUE	TRUE
NM_000420	KEL	3792	ENSG00000276615	Kell metallo-endopeptidase (Kell blood group)	TRUE	TRUE	TRUE	TRUE
NM_000424	KRT5	3852	ENSG00000186081	keratin 5	TRUE	TRUE	TRUE	TRUE
NM_000428	LTBP2	4053	ENSG00000119681	latent transforming growth factor beta binding protein 2	TRUE	TRUE	TRUE	TRUE
NM_000435	NOTCH3	4854	ENSG00000074181	notch receptor 3	TRUE	TRUE	TRUE	TRUE
NM_000436	OXCT1	5019	ENSG00000083720	3-oxoacid CoA-transferase 1	TRUE	TRUE	TRUE	TRUE
NM_000447	PSEN2	5664	ENSG00000143801	presenilin 2	TRUE	TRUE	TRUE	TRUE
NM_000453	SLC5A5	6528	ENSG00000105641	solute carrier family 5 member 5	TRUE	TRUE	TRUE	TRUE
NM_000462	UBE3A	7337	ENSG00000114062	ubiquitin protein ligase E3A	TRUE	TRUE	TRUE	TRUE
NM_000465	BARD1	580	ENSG00000138376	BRCA1 associated RING domain 1	TRUE	TRUE	TRUE	TRUE
NM_000466	PEX1	5189	ENSG00000127980	peroxisomal biogenesis factor 1	TRUE	TRUE	TRUE	TRUE
NM_000478	ALPL	249	ENSG00000162551	alkaline phosphatase, biomineralization associated	TRUE	TRUE	TRUE	TRUE
NM_000480	AMPD3	272	ENSG00000133805	adenosine monophosphate deaminase 3	TRUE	TRUE	TRUE	TRUE
NM_000486	AQP2	359	ENSG00000167580	aquaporin 2	TRUE	TRUE	TRUE	TRUE
NM_000487	ARSA	410	ENSG00000100299	arylsulfatase A	TRUE	TRUE	TRUE	TRUE
NM_000489	ATRX	546	ENSG00000085224	ATRX chromatin remodeler	TRUE	TRUE	TRUE	TRUE
NM_000491	C1QB	713	ENSG00000173369	complement C1q B chain	TRUE	TRUE	TRUE	TRUE
NM_000494	COL17A1	1308	ENSG00000065618	collagen type XVII alpha 1 chain	TRUE	TRUE	TRUE	TRUE
NM_000496	CRYBB2	1415	ENSG00000244752	crystallin beta B2	TRUE	TRUE	TRUE	TRUE
NM_000505	F12	2161	ENSG00000131187	coagulation factor XII	TRUE	TRUE	TRUE	TRUE
NM_000507	FBP1	2203	ENSG00000165140	fructose-bisphosphatase 1	TRUE	TRUE	TRUE	TRUE
NM_000511	FUT2	2524	ENSG00000176920	fucosyltransferase 2	TRUE	TRUE	TRUE	TRUE
NM_000517	HBA2	3040	ENSG00000188536	hemoglobin subunit alpha 2	TRUE	TRUE	TRUE	TRUE
NM_000518	HBB	3043	ENSG00000244734	hemoglobin subunit beta	TRUE	TRUE	TRUE	TRUE
NM_000519	HBD	3045	ENSG00000223609	hemoglobin subunit delta	TRUE	TRUE	TRUE	TRUE
NM_000525	KCNJ11	3767	ENSG00000187486	potassium inwardly rectifying channel subfamily J member 11	TRUE	TRUE	TRUE	TRUE
NM_000534	PMS1	5378	ENSG00000064933	PMS1 homolog 1, mismatch repair system component	TRUE	TRUE	TRUE	TRUE
NM_000538	RFXAP	5994	ENSG00000133111	regulatory factor X associated protein	TRUE	TRUE	TRUE	TRUE
NM_000540	RYR1	6261	ENSG00000196218	ryanodine receptor 1	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000204267	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000228582	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000206235	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000223481	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000225967	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000237599	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000232326	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000544	TAP2	6891	ENSG00000206299	transporter 2, ATP binding cassette subfamily B member	TRUE	TRUE	TRUE	TRUE
NM_000546	TP53	7157	ENSG00000141510	tumor protein p53	TRUE	TRUE	TRUE	TRUE
NM_000551	VHL	7428	ENSG00000134086	von Hippel-Lindau tumor suppressor	TRUE	TRUE	TRUE	TRUE
NM_000552	VWF	7450	ENSG00000110799	von Willebrand factor	TRUE	TRUE	TRUE	TRUE
NM_000554	CRX	1406	ENSG00000105392	cone-rod homeobox	TRUE	TRUE	TRUE	TRUE
NM_000558	HBA1	3039	ENSG00000206172	hemoglobin subunit alpha 1	TRUE	TRUE	TRUE	TRUE
NM_000559	HBG1	3047	ENSG00000213934	hemoglobin subunit gamma 1	TRUE	TRUE	TRUE	TRUE
NM_000561	GSTM1	2944	ENSG00000134184	glutathione S-transferase mu 1	TRUE	TRUE	TRUE	TRUE
NM_000564	IL5RA	3568	ENSG00000091181	interleukin 5 receptor subunit alpha	TRUE	TRUE	TRUE	TRUE
NM_000566	FCGR1A	2209	ENSG00000150337	Fc gamma receptor Ia	TRUE	TRUE	TRUE	TRUE
NM_000569	FCGR3A	2214	ENSG00000203747	Fc gamma receptor IIIa	TRUE	TRUE	TRUE	TRUE
NM_000570	FCGR3B	2215	ENSG00000162747	Fc gamma receptor IIIb	TRUE	TRUE	TRUE	TRUE
NM_000572	IL10	3586	ENSG00000136634	interleukin 10	TRUE	TRUE	TRUE	TRUE
NM_000573	CR1	1378	ENSG00000203710	complement C3b/C4b receptor 1 (Knops blood group)	TRUE	TRUE	TRUE	TRUE
NM_000576	IL1B	3553	ENSG00000125538	interleukin 1 beta	TRUE	TRUE	TRUE	TRUE
NM_000577	IL1RN	3557	ENSG00000136689	interleukin 1 receptor antagonist	TRUE	TRUE	TRUE	TRUE
NM_000578	SLC11A1	6556	ENSG00000018280	solute carrier family 11 member 1	TRUE	TRUE	TRUE	TRUE
NM_000579	CCR5	1234	ENSG00000160791	C-C motif chemokine receptor 5	TRUE	TRUE	TRUE	TRUE
NM_000582	SPP1	6696	ENSG00000118785	secreted phosphoprotein 1	TRUE	TRUE	TRUE	TRUE
NM_000584	CXCL8	3576	ENSG00000169429	C-X-C motif chemokine ligand 8	TRUE	TRUE	TRUE	TRUE
NM_000585	IL15	3600	ENSG00000164136	interleukin 15	TRUE	TRUE	TRUE	TRUE
NM_000587	C7	730	ENSG00000112936	complement C7	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000232810	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000204490	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000228321	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000228849	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000228978	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000223952	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000230108	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
NM_000594	TNF	7124	ENSG00000206439	tumor necrosis factor	TRUE	TRUE	TRUE	TRUE
