analysis_id	final_module_id	analysis_role	scoring_representation	z_reference_population	bacterial_categories	viral_categories	final_module_label	expected_direction_raw	expected_direction	observed_direction	direction_retained	bacterial_n	viral_n	mean_bacterial	mean_viral	mean_difference_bacterial_minus_viral	median_bacterial	median_viral	median_difference_bacterial_minus_viral	hodges_lehmann_shift_bacterial_minus_viral	hodges_lehmann_ci_low	hodges_lehmann_ci_high	hodges_lehmann_ci_excludes_zero	wilcoxon_u	rank_biserial_effect	rank_biserial_ci_low	rank_biserial_ci_high	rank_biserial_ci_excludes_zero	wilcoxon_p	bootstrap_ci_method	bootstrap_ci_level	bootstrap_quantile_type	bootstrap_seed	bootstrap_replicates_completed	wilcoxon_q	nominal_significant	fdr_significant	reference_bacterial_n	reference_viral_n	reference_mean_bacterial	reference_mean_viral	reference_mean_difference	reference_median_bacterial	reference_median_viral	reference_median_difference	reference_wilcoxon_u	reference_rank_biserial	reference_wilcoxon_p	reference_wilcoxon_q	reference_observed_direction	reference_direction_retained	reference_nominal_significant	reference_fdr_significant	bacterial_n_matches_reference	viral_n_matches_reference	mean_bacterial_abs_difference	mean_viral_abs_difference	mean_difference_abs_difference	median_bacterial_abs_difference	median_viral_abs_difference	median_difference_abs_difference	wilcoxon_u_abs_difference	rank_biserial_abs_difference	wilcoxon_p_abs_difference	wilcoxon_q_abs_difference	observed_direction_matches_reference	direction_retained_matches_reference	nominal_significance_matches_reference	fdr_significance_matches_reference
expanded_representative_all146_z_definite_probable	BACT_M1	expanded_case_definition_sensitivity	representative_probe_all146_z	All 146 GSE72810 samples	Definite Bacterial;Probable Bacterial	Definite Viral;Probable Viral	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	higher_in_bacterial	higher_in_bacterial	TRUE	40	35	0.0839848001617548	-0.105464043362978	0.189448843524733	0.0913394393866341	-0.238404660967791	0.329744100354425	0.204876539219608	-0.121223655232931	0.564126812124781	FALSE	822	0.174285714285714	-0.0928571428571429	0.43	FALSE	0.19694095931136	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261107	10000	0.19694095931136	FALSE	FALSE	40	35	0.0839848001617545	-0.105464043362978	0.189448843524732	0.091339439386634	-0.238404660967791	0.329744100354425	822	0.174285714285714	0.19694095931136	0.19694095931136	higher_in_bacterial	TRUE	FALSE	FALSE	TRUE	TRUE	2.77555756156289e-16	1.52655665885959e-16	6.10622663543836e-16	8.32667268468867e-17	0	1.11022302462516e-16	0	3.88578058618805e-16	1.94289029309402e-16	1.94289029309402e-16	TRUE	TRUE	TRUE	TRUE
expanded_representative_all146_z_definite_probable	BACT_M2	expanded_case_definition_sensitivity	representative_probe_all146_z	All 146 GSE72810 samples	Definite Bacterial;Probable Bacterial	Definite Viral;Probable Viral	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	higher_in_bacterial	higher_in_bacterial	TRUE	40	35	0.213544117600704	-0.102771651695728	0.316315769296432	0.264233821587952	-0.170521491261911	0.434755312849862	0.33071425567932	0.113910817129379	0.552498173907519	TRUE	970	0.385714285714286	0.128571428571429	0.618571428571429	TRUE	0.00420898579854588	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261108	10000	0.00526123224818234	TRUE	TRUE	40	35	0.213544117600704	-0.102771651695728	0.316315769296432	0.264233821587952	-0.170521491261911	0.434755312849862	970	0.385714285714286	0.00420898579854588	0.00526123224818234	higher_in_bacterial	TRUE	TRUE	TRUE	TRUE	TRUE	3.05311331771918e-16	2.35922392732846e-16	1.11022302462516e-16	4.9960036108132e-16	0	4.44089209850063e-16	0	3.33066907387547e-16	5.20417042793042e-18	2.60208521396521e-18	TRUE	TRUE	TRUE	TRUE
expanded_representative_all146_z_definite_probable	VIR_M1a	expanded_case_definition_sensitivity	representative_probe_all146_z	All 146 GSE72810 samples	Definite Bacterial;Probable Bacterial	Definite Viral;Probable Viral	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	40	35	-0.318766426965807	0.322672122439936	-0.641438549405743	-0.341218678796137	0.29427027095435	-0.635488949750487	-0.671100801592986	-0.821115144635223	-0.51440265616259	TRUE	134	-0.808571428571429	-0.952857142857143	-0.627142857142857	TRUE	1.90690382251393e-09	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261109	10000	6.18873354796643e-09	TRUE	TRUE	40	35	-0.318766426965807	0.322672122439936	-0.641438549405743	-0.341218678796137	0.29427027095435	-0.635488949750488	134	-0.808571428571429	1.90690382251393e-09	6.18873354796643e-09	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	2.22044604925031e-16	2.22044604925031e-16	0	0	0	9.99200722162641e-16	0	4.44089209850063e-16	2.8951321439356e-24	8.27180612553028e-25	TRUE	TRUE	TRUE	TRUE
expanded_representative_all146_z_definite_probable	VIR_M1b	expanded_case_definition_sensitivity	representative_probe_all146_z	All 146 GSE72810 samples	Definite Bacterial;Probable Bacterial	Definite Viral;Probable Viral	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	40	35	-0.394188314299828	0.474369630672052	-0.86855794497188	-0.452690488503368	0.422136755315952	-0.87482724381932	-0.885132610682786	-1.14066044996933	-0.666739152973649	TRUE	159	-0.772857142857143	-0.919964285714286	-0.588571428571429	TRUE	9.46498437738597e-09	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261110	10000	1.57749739623099e-08	TRUE	TRUE	40	35	-0.394188314299828	0.474369630672052	-0.86855794497188	-0.452690488503368	0.422136755315952	-0.87482724381932	159	-0.772857142857143	9.46498437738597e-09	1.57749739623099e-08	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	2.22044604925031e-16	5.55111512312578e-17	1.11022302462516e-16	0	0	1.11022302462516e-16	0	1.11022302462516e-16	3.30872245021211e-24	4.30133918527574e-23	TRUE	TRUE	TRUE	TRUE
expanded_representative_all146_z_definite_probable	VIR_M2	expanded_case_definition_sensitivity	representative_probe_all146_z	All 146 GSE72810 samples	Definite Bacterial;Probable Bacterial	Definite Viral;Probable Viral	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	40	35	-0.256714918801466	0.201293419746379	-0.458008338547844	-0.271818881235934	0.249079198326655	-0.520898079562589	-0.49568675833934	-0.587653798840105	-0.388221322607076	TRUE	138	-0.802857142857143	-0.934285714285714	-0.638571428571429	TRUE	2.47549341918657e-09	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261111	10000	6.18873354796643e-09	TRUE	TRUE	40	35	-0.256714918801466	0.201293419746379	-0.458008338547844	-0.271818881235934	0.249079198326655	-0.520898079562589	138	-0.802857142857143	2.47549341918657e-09	6.18873354796643e-09	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	4.9960036108132e-16	4.16333634234434e-16	5.55111512312578e-17	0	0	0	0	2.22044604925031e-16	2.06795153138257e-24	8.27180612553028e-25	TRUE	TRUE	TRUE	TRUE
all_probe_mean_all146_z_definite	BACT_M1	probe_collapse_sensitivity	all_authorized_probe_mean_all146_z	All 146 GSE72810 samples	Definite Bacterial	Definite Viral	Bacterial-higher cytoplasmic translation and ribosomal protein programme	higher_in_bacterial	higher_in_bacterial	higher_in_bacterial	TRUE	23	28	0.280658236087405	-0.0664645187858323	0.347122754873237	0.197681994170113	-0.280080294745992	0.477762288916105	0.282257040632906	0.0073075227700018	0.79832502484359	TRUE	426	0.322981366459627	0.00931677018633548	0.611801242236025	TRUE	0.0500853581583699	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261207	10000	0.0500853581583699	FALSE	FALSE	23	28	0.280658236087405	-0.0664645187858325	0.347122754873237	0.197681994170113	-0.280080294745992	0.477762288916105	426	0.322981366459627	0.0500853581583699	0.0500853581583699	higher_in_bacterial	TRUE	FALSE	FALSE	TRUE	TRUE	3.33066907387547e-16	2.4980018054066e-16	1.11022302462516e-16	0	0	0	0	2.77555756156289e-16	2.77555756156289e-17	2.77555756156289e-17	TRUE	TRUE	TRUE	TRUE
all_probe_mean_all146_z_definite	BACT_M2	probe_collapse_sensitivity	all_authorized_probe_mean_all146_z	All 146 GSE72810 samples	Definite Bacterial	Definite Viral	Bacterial-higher mitochondrial respiration and oxidative phosphorylation programme	higher_in_bacterial	higher_in_bacterial	higher_in_bacterial	TRUE	23	28	0.370251369957611	-0.0269714938755577	0.397222863833168	0.359399092766325	-0.0696509779546815	0.429050070721006	0.385915696361307	0.125215366257916	0.645745437243249	TRUE	474	0.472049689440994	0.183229813664596	0.72360248447205	TRUE	0.00413252284957494	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261208	10000	0.00516565356196867	TRUE	TRUE	23	28	0.370251369957611	-0.0269714938755577	0.397222863833168	0.359399092766325	-0.0696509779546815	0.429050070721007	474	0.472049689440994	0.00413252284957494	0.00516565356196867	higher_in_bacterial	TRUE	TRUE	TRUE	TRUE	TRUE	2.77555756156289e-16	2.42861286636753e-17	3.88578058618805e-16	0	5.55111512312578e-17	5.55111512312578e-16	0	2.22044604925031e-16	3.46944695195361e-18	1.73472347597681e-18	TRUE	TRUE	TRUE	TRUE
all_probe_mean_all146_z_definite	VIR_M1a	probe_collapse_sensitivity	all_authorized_probe_mean_all146_z	All 146 GSE72810 samples	Definite Bacterial	Definite Viral	Viral-higher broad antiviral and interferon-stimulated defence programme	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	23	28	-0.372995129108674	0.35373549914441	-0.726730628253084	-0.371860294892286	0.293603120467141	-0.665463415359427	-0.7009631417095	-0.888903874664733	-0.558043545470241	TRUE	22	-0.93167701863354	-1	-0.785714285714286	TRUE	1.4323575200407e-08	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261209	10000	7.1617876002035e-08	TRUE	TRUE	23	28	-0.372995129108674	0.35373549914441	-0.726730628253084	-0.371860294892286	0.29360312046714	-0.665463415359427	22	-0.93167701863354	1.4323575200407e-08	7.1617876002035e-08	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	3.33066907387547e-16	5.55111512312578e-17	3.33066907387547e-16	0	5.55111512312578e-16	4.44089209850063e-16	0	3.33066907387547e-16	6.61744490042422e-24	2.64697796016969e-23	TRUE	TRUE	TRUE	TRUE
all_probe_mean_all146_z_definite	VIR_M1b	probe_collapse_sensitivity	all_authorized_probe_mean_all146_z	All 146 GSE72810 samples	Definite Bacterial	Definite Viral	Viral-higher viral restriction and type I interferon signalling subgroup	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	23	28	-0.448597903673601	0.520662701946523	-0.969260605620124	-0.517093500406788	0.395038975730886	-0.912132476137674	-0.923423150146219	-1.20372595970868	-0.728628836809057	TRUE	36	-0.888198757763975	-1	-0.720496894409938	TRUE	6.50047247504359e-08	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261210	10000	1.2038714715157e-07	TRUE	TRUE	23	28	-0.448597903673601	0.520662701946523	-0.969260605620124	-0.517093500406788	0.395038975730886	-0.912132476137674	36	-0.888198757763975	6.50047247504359e-08	1.2038714715157e-07	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	2.77555756156289e-16	1.11022302462516e-16	1.11022302462516e-16	0	0	0	0	1.11022302462516e-16	3.97046694025453e-23	1.58818677610181e-22	TRUE	TRUE	TRUE	TRUE
all_probe_mean_all146_z_definite	VIR_M2	probe_collapse_sensitivity	all_authorized_probe_mean_all146_z	All 146 GSE72810 samples	Definite Bacterial	Definite Viral	Viral-higher cytokine and innate immune regulation programme	higher_in_viral	higher_in_viral	higher_in_viral	TRUE	23	28	-0.326076140372246	0.231607964235104	-0.55768410460735	-0.319528473104409	0.255068881552647	-0.574597354657056	-0.581698707961049	-0.683154461739197	-0.479049916007129	TRUE	37	-0.885093167701863	-1	-0.711180124223603	TRUE	7.22322882909419e-08	Stratified nonparametric percentile bootstrap; 10000 replicates	0.95	6	20261211	10000	1.2038714715157e-07	TRUE	TRUE	23	28	-0.326076140372246	0.231607964235105	-0.55768410460735	-0.319528473104409	0.255068881552647	-0.574597354657056	37	-0.885093167701863	7.22322882909419e-08	1.2038714715157e-07	higher_in_viral	TRUE	TRUE	TRUE	TRUE	TRUE	3.33066907387547e-16	6.10622663543836e-16	1.11022302462516e-16	0	5.55111512312578e-17	0	0	4.44089209850063e-16	1.32348898008484e-23	1.58818677610181e-22	TRUE	TRUE	TRUE	TRUE
