feature_id	pooled_rank	pooled_logFC	pooled_AveExpr	pooled_t	pooled_P.Value	pooled_adj.P.Val	pooled_B	Sri_Lanka_rank	Sri_Lanka_logFC	Sri_Lanka_P.Value	Sri_Lanka_adj.P.Val	United_States_rank	United_States_logFC	United_States_P.Value	United_States_adj.P.Val	pooled_direction	Sri_Lanka_direction	United_States_direction	pooled_Sri_Lanka_concordant	pooled_United_States_concordant	Sri_Lanka_United_States_concordant	all_three_concordant	pooled_FDR05	pooled_FDR10	Sri_Lanka_FDR05	United_States_FDR05	site_FDR05_count	site_direction_concordance_count	min_abs_site_logFC	mean_abs_site_logFC	stability_tier	recommended_use	bacterial_higher_stable	viral_higher_stable
NM_001346754	9512	-0.501002589767692	-0.958175234764521	-2.37015997846542	0.0185941958181683	0.0390943358039894	-4.24204973542437	13953	-0.357853972539373	0.197746320193552	0.283432140582731	7853	-0.735850088951855	0.0336895958396651	0.0857932607136174	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.357853972539373	0.546852030745614	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001320748	9513	-0.520003033073117	0.741072291750733	-2.36960729123266	0.0186213387238864	0.0391472882517611	-4.24332367593223	8010	-0.799870089754478	0.00726219695078673	0.0181319197027196	17174	-0.148704444570275	0.654274689106886	0.76182535487367	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.148704444570275	0.474287267162377	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001304530	9514	-0.38977662927952	0.320604062922776	-2.36952249054944	0.0186255064381648	0.0391519343343344	-4.24351911591582	19226	-0.0371791193563269	0.865827999035259	0.900625516942645	2529	-0.944839074320849	0.000343804478065951	0.00271876067886159	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.0371791193563269	0.491009096838588	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NR_027251	9516	-0.629883705334406	-1.66052477730897	-2.36885393903326	0.0186583926327489	0.0392128199098724	-4.2450596920671	12627	-0.557964658414416	0.11026484341981	0.174640579991508	10104	-0.711465512872704	0.0980554440155302	0.194082623205323	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.557964658414416	0.63471508564356	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NR_110698	9517	0.396632250570059	-0.716827920233084	2.36829247723103	0.0186860505490399	0.0392643327832611	-4.24635317616361	9067	0.537032064598497	0.0149662153861241	0.0330108460909998	12349	0.347041246844719	0.210072811890821	0.340209423030572	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.347041246844719	0.442036655721608	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NM_130839	9518	-0.396420486888881	-1.31885764857525	-2.36827665845742	0.0186868303130696	0.0392643327832611	-4.24638961489642	9321	-0.527658254607975	0.0176723597930491	0.0379157421145082	15137	-0.218252389907316	0.438972109359292	0.579969823285756	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.218252389907316	0.372955322257646	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_148965	9519	-0.363918992968599	1.77270051862474	-2.36809628830301	0.0186957234302108	0.039278891992939	-4.24680508329316	19046	-0.0441770704303885	0.832584054750745	0.8742438575533	2449	-0.867197100305419	0.000300881606199881	0.00245613080659359	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.0441770704303885	0.455687085367904	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
NM_001925	9520	0.981864333004681	2.47621229649454	2.36783900292206	0.0187239521746356	0.0393340671786279	-4.24779401493537	12075	0.939587383840809	0.0842579932592985	0.139544652888722	10597	1.03818115794468	0.118035676544943	0.222760733719195	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	0	3	0.939587383840809	0.988884270892745	Tier_3_pooled_FDR05_all_direction_concordant_site_nominal_or_weaker	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NR_134517	9522	0.427113714712377	0.988572100041013	2.36728660392188	0.0187356906938146	0.0393504597968492	-4.24866975585949	16658	0.174657348872899	0.477096805667919	0.572785389395649	4803	0.795054971788557	0.0041507113239704	0.0172790209148476	1	1	1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	1	3	0.174657348872899	0.484856160330728	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	TRUE	FALSE
NR_034163	9525	-0.550854237433595	-1.21066093030365	-2.36621042807534	0.0187889288081866	0.0394498464288633	-4.25114720783723	9755	-0.706890526673836	0.0226524227874571	0.0464403693825069	15361	-0.273013795675024	0.459470954623548	0.598200613340039	-1	-1	-1	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	1	3	0.273013795675024	0.48995216117443	Tier_2_pooled_FDR05_all_direction_concordant_one_site_FDR05	eligible_for_site_aware_pathway_or_module_discovery	FALSE	TRUE
