rna_id	group	metadata_status	caution_flags	library_size	detected_genes_count_gt0	norm.factors	PC1	PC2	library_size_outlier_iqr	detected_genes_outlier_iqr	norm_factor_outlier_iqr	any_qc_outlier_iqr
434740	non_covid_viral	mapped_to_sample_key	none	54715374	21661	1.04892650092914	-25.6227174204828	-23.0613203504418	FALSE	FALSE	FALSE	FALSE
434756	non_covid_viral	mapped_to_sample_key	none	61427755	23213	1.00268268418025	-13.9220723553936	-33.2280681773821	FALSE	FALSE	FALSE	FALSE
434757	non_covid_viral	mapped_to_sample_key	none	40713763	15699	1.24303124624615	3.8389350959737	48.2834835348495	FALSE	FALSE	FALSE	FALSE
434766	non_covid_viral	mapped_to_sample_key	none	38642809	20335	1.03704066699825	-24.7567990088035	-14.1193659679023	FALSE	FALSE	FALSE	FALSE
434768	non_covid_viral	mapped_to_sample_key	none	40238248	21191	0.994804625721199	-19.8538383517073	-24.4285728357052	FALSE	FALSE	FALSE	FALSE
434777	non_covid_viral	mapped_to_sample_key	none	20302169	22370	1.20083867837941	-44.5973329801508	-41.1787676483041	TRUE	FALSE	FALSE	TRUE
434794	non_covid_viral	mapped_to_sample_key	none	35057445	25404	1.33334420934176	-17.0750242600663	-52.0590646598464	FALSE	FALSE	FALSE	FALSE
434809	non_covid_viral	mapped_to_sample_key	none	55622527	23074	1.00007366103819	-26.9305247173048	-28.8867417296632	FALSE	FALSE	FALSE	FALSE
434859	non_covid_viral	mapped_to_sample_key	none	29168715	20668	0.915562766588516	-32.3791830468411	17.3576824503212	FALSE	FALSE	FALSE	FALSE
94189	bacterial	mapped_to_sample_key	none	52431553	16897	0.982766206706415	-8.19676586522729	60.0951425131403	FALSE	FALSE	FALSE	FALSE
94486	bacterial	mapped_to_sample_key	none	42066586	22251	0.854655049004001	68.3415601368165	-20.5098044497963	FALSE	FALSE	FALSE	FALSE
95967	bacterial	mapped_to_sample_key	none	52712744	14695	0.756463802962846	143.115189094445	95.5197026163972	FALSE	FALSE	FALSE	FALSE
95968	bacterial	mapped_to_sample_key	none	61786032	23696	0.711876687253935	99.3874272362001	-42.9282705413167	FALSE	FALSE	FALSE	FALSE
95969	bacterial	mapped_to_sample_key	none	50492333	19216	0.813235525794769	114.338293980844	-18.7152340525795	FALSE	FALSE	FALSE	FALSE
95970	bacterial	mapped_to_sample_key	none	50177045	19153	1.11255468787498	83.7035193397321	-30.3659624332745	FALSE	FALSE	FALSE	FALSE
95971	bacterial	mapped_to_sample_key	none	41616079	26184	1.05411117104202	64.4705164312189	-64.4337848709951	FALSE	FALSE	FALSE	FALSE
95981	bacterial	mapped_to_sample_key	none	55528914	27451	1.27381181875237	14.6987282607696	-70.0478944859637	FALSE	FALSE	FALSE	FALSE
95982	bacterial	mapped_to_sample_key	none	62144581	23621	0.592020839584224	139.727918017942	-40.553227585156	FALSE	FALSE	TRUE	TRUE
95986	bacterial	mapped_to_sample_key	none	52878262	23012	0.707579668341183	102.374289967489	-35.4882036020346	FALSE	FALSE	FALSE	FALSE
95994	bacterial	mapped_to_sample_key	none	62476657	24518	0.643860666143014	124.493558704307	-43.9540098572113	FALSE	FALSE	FALSE	FALSE
95996	bacterial	mapped_to_sample_key	none	53271556	24699	0.705268414962223	125.125408118854	-57.2327116621077	FALSE	FALSE	FALSE	FALSE
95997	bacterial	mapped_to_sample_key	none	54621332	24891	0.793527575617612	75.0294970892449	-51.3587408664941	FALSE	FALSE	FALSE	FALSE
96004	bacterial	mapped_to_sample_key	none	51797658	18298	0.968297440629746	108.836107930781	-13.5904618580392	FALSE	FALSE	FALSE	FALSE
97389	bacterial	mapped_to_sample_key	none	43369991	16008	0.901681900292906	112.797459725993	35.3993853109132	FALSE	FALSE	FALSE	FALSE
97392	bacterial	mapped_to_sample_key	none	43163934	17444	1.06639070316353	99.8813966308658	57.8115927137518	FALSE	FALSE	FALSE	FALSE
97394	bacterial	mapped_to_sample_key	none	40199836	16030	0.760856319142602	134.922180720177	23.6906030048567	FALSE	FALSE	FALSE	FALSE
97395	bacterial	mapped_to_sample_key	none	52605704	16530	0.820269169309357	147.037255016661	27.3988411060582	FALSE	FALSE	FALSE	FALSE
97403	bacterial	mapped_to_sample_key	none	65802042	19342	0.963348035765386	70.1825098801111	-7.5962939295081	FALSE	FALSE	FALSE	FALSE
97406	bacterial	mapped_to_sample_key	none	46299125	21235	0.938045899127717	61.3853847913499	-34.6342751511341	FALSE	FALSE	FALSE	FALSE
97407	bacterial	mapped_to_sample_key	none	53783705	22784	0.784086589977001	84.7782192731456	-41.8491370296555	FALSE	FALSE	FALSE	FALSE
DU09-02S0000141	non_covid_viral	mapped_to_sample_key	none	54713376	17793	1.19937774212073	1.3574118983315	12.8957240462056	FALSE	FALSE	FALSE	FALSE
DU09-02S0000142	non_covid_viral	mapped_to_sample_key	none	43059798	16640	1.16748507003572	19.3585926867577	30.5737055301815	FALSE	FALSE	FALSE	FALSE
DU09-02S0000143	non_covid_viral	mapped_to_sample_key	none	51484463	17070	1.07874197311504	28.7672353687182	33.4939747848952	FALSE	FALSE	FALSE	FALSE
DU09-02S0000144	non_covid_viral	mapped_to_sample_key	none	56834872	13567	1.0520980783699	70.9751146638926	139.347988702241	FALSE	FALSE	FALSE	FALSE
DU09-02S0000145	non_covid_viral	mapped_to_sample_key	none	60740358	22660	1.31380513955964	-19.9234393583315	-41.1456825060938	FALSE	FALSE	FALSE	FALSE
DU09-02S0000146	non_covid_viral	mapped_to_sample_key	none	43612911	19060	1.00535105253782	-21.4873209454666	13.9098465036513	FALSE	FALSE	FALSE	FALSE
DU09-03S0000604	non_covid_viral	mapped_to_sample_key	none	50351794	21178	0.876936862406027	9.65625834739474	-5.44629083831751	FALSE	FALSE	FALSE	FALSE
DU09-03S0000611	non_covid_viral	mapped_to_sample_key	none	52172232	22431	1.0280357272754	-0.605908960000331	-19.6877804605659	FALSE	FALSE	FALSE	FALSE
DU09-03S0000632	non_covid_viral	mapped_to_sample_key	none	50037421	17806	1.31255898592686	-28.2022368785785	19.2869969821857	FALSE	FALSE	FALSE	FALSE
DU09-03S0000774	non_covid_viral	mapped_to_sample_key	none	43639732	25902	1.52467553204369	-38.1625104857708	-66.1101038287048	FALSE	FALSE	TRUE	TRUE
DU09-03S0000775	non_covid_viral	mapped_to_sample_key	none	56439096	25397	0.974985146491566	-12.6851463644484	-32.2069382850269	FALSE	FALSE	FALSE	FALSE
DU09-03S19475	bacterial	mapped_to_sample_key	none	60654994	19586	1.06925027487335	68.9549880079279	-26.1754046541526	FALSE	FALSE	FALSE	FALSE
DU09-03S19478	non_covid_viral	mapped_to_sample_key	none	48547888	26655	1.40797487945881	-30.0116504443723	-56.7584328842653	FALSE	FALSE	TRUE	TRUE
DU09-03S19498	bacterial	mapped_to_sample_key	none	54908347	17038	0.835693262507101	101.073751985672	32.7086156287342	FALSE	FALSE	FALSE	FALSE
DU10-01S0000032	non_covid_viral	mapped_to_sample_key	none	48975664	21260	0.762122057533615	-92.3738308180909	39.2516081360801	FALSE	FALSE	FALSE	FALSE
DU10-01S0000709	non_covid_viral	mapped_to_sample_key	none	40459170	16693	1.07694484147173	-21.8041014962495	56.4649099121886	FALSE	FALSE	FALSE	FALSE
DU14-02S0000001	non_covid_viral	mapped_to_sample_key	none	42275083	19075	0.903528485244048	-64.4440204563948	24.3608402991053	FALSE	FALSE	FALSE	FALSE
DU14-02S0000002	non_covid_viral	mapped_to_sample_key	none	49008580	21769	0.868451521820363	-79.4392482329639	7.07466105359511	FALSE	FALSE	FALSE	FALSE
DU14-02S0000003	non_covid_viral	mapped_to_sample_key	none	42770028	17017	1.18755154671106	-58.8644729424154	39.6469712007046	FALSE	FALSE	FALSE	FALSE
DU14-02S0000004	non_covid_viral	mapped_to_sample_key	none	39707051	15944	1.23145751628071	-41.8736774134952	54.3324155076086	FALSE	FALSE	FALSE	FALSE
DU14-02S0000005	non_covid_viral	mapped_to_sample_key	none	50847884	20900	1.0225762863658	-58.0478447505491	4.55311219948628	FALSE	FALSE	FALSE	FALSE
DU14-02S0000006	non_covid_viral	mapped_to_sample_key	none	54106398	20103	0.918781271862435	-77.1259780479712	31.0988109053655	FALSE	FALSE	FALSE	FALSE
DU14-02S0000007	non_covid_viral	mapped_to_sample_key	none	58959084	22509	1.16069637209199	-27.827013881831	-29.4836954088873	FALSE	FALSE	FALSE	FALSE
DU14-02S0000008	non_covid_viral	mapped_to_sample_key	none	63761069	22168	0.99702610983554	-48.9974393143188	-5.34089677706355	FALSE	FALSE	FALSE	FALSE
DU14-02S0000009	non_covid_viral	mapped_to_sample_key	none	59001957	22153	1.01283393758488	-46.7110185675081	-9.28903265357165	FALSE	FALSE	FALSE	FALSE
DU14-03S0000878	non_covid_viral	mapped_to_sample_key	none	46411090	21999	1.14934897421408	-57.2490795216708	-28.9703068854376	FALSE	FALSE	FALSE	FALSE
DU14-03S0000889	non_covid_viral	mapped_to_sample_key	none	50661234	20770	0.989379378129382	-22.7625137545421	-3.58899177240204	FALSE	FALSE	FALSE	FALSE
