rna_id	PC1	PC2	group	metadata_status	caution_flags
434532	-52.6675398536412	-0.491418669573531	non_covid_viral	mapped_to_sample_key	none
434537	-51.3894119390344	-22.3152873737151	non_covid_viral	mapped_to_sample_key	none
434557	-80.784963305926	21.3018389764559	non_covid_viral	mapped_to_sample_key	none
434567	-45.405790850207	-8.88192123774597	non_covid_viral	mapped_to_sample_key	none
434570	1.68235160235375	-21.9150034006295	non_covid_viral	mapped_to_sample_key	none
434596	-7.43397904313673	-79.4234410147702	non_covid_viral	mapped_to_sample_key	none
434597	-23.77276181724	49.6246572907935	non_covid_viral	mapped_to_sample_key	none
434602	-20.8199691205367	-43.2602542916384	non_covid_viral	mapped_to_sample_key	none
434619	-16.7731343503445	-48.1080760857437	non_covid_viral	mapped_to_sample_key	none
434735	41.3554398147131	120.733884717508	non_covid_viral	mapped_to_sample_key	none
434740	-25.6227174204828	-23.0613203504418	non_covid_viral	mapped_to_sample_key	none
434756	-13.9220723553936	-33.2280681773821	non_covid_viral	mapped_to_sample_key	none
434757	3.8389350959737	48.2834835348495	non_covid_viral	mapped_to_sample_key	none
434766	-24.7567990088035	-14.1193659679023	non_covid_viral	mapped_to_sample_key	none
434768	-19.8538383517073	-24.4285728357052	non_covid_viral	mapped_to_sample_key	none
434777	-44.5973329801508	-41.1787676483041	non_covid_viral	mapped_to_sample_key	none
434794	-17.0750242600663	-52.0590646598464	non_covid_viral	mapped_to_sample_key	none
434809	-26.9305247173048	-28.8867417296632	non_covid_viral	mapped_to_sample_key	none
434859	-32.3791830468411	17.3576824503212	non_covid_viral	mapped_to_sample_key	none
94189	-8.19676586522729	60.0951425131403	bacterial	mapped_to_sample_key	none
94486	68.3415601368165	-20.5098044497963	bacterial	mapped_to_sample_key	none
95967	143.115189094445	95.5197026163972	bacterial	mapped_to_sample_key	none
95968	99.3874272362001	-42.9282705413167	bacterial	mapped_to_sample_key	none
95969	114.338293980844	-18.7152340525795	bacterial	mapped_to_sample_key	none
95970	83.7035193397321	-30.3659624332745	bacterial	mapped_to_sample_key	none
95971	64.4705164312189	-64.4337848709951	bacterial	mapped_to_sample_key	none
95981	14.6987282607696	-70.0478944859637	bacterial	mapped_to_sample_key	none
95982	139.727918017942	-40.553227585156	bacterial	mapped_to_sample_key	none
95986	102.374289967489	-35.4882036020346	bacterial	mapped_to_sample_key	none
95994	124.493558704307	-43.9540098572113	bacterial	mapped_to_sample_key	none
95996	125.125408118854	-57.2327116621077	bacterial	mapped_to_sample_key	none
95997	75.0294970892449	-51.3587408664941	bacterial	mapped_to_sample_key	none
96004	108.836107930781	-13.5904618580392	bacterial	mapped_to_sample_key	none
97389	112.797459725993	35.3993853109132	bacterial	mapped_to_sample_key	none
97392	99.8813966308658	57.8115927137518	bacterial	mapped_to_sample_key	none
97394	134.922180720177	23.6906030048567	bacterial	mapped_to_sample_key	none
97395	147.037255016661	27.3988411060582	bacterial	mapped_to_sample_key	none
97403	70.1825098801111	-7.5962939295081	bacterial	mapped_to_sample_key	none
97406	61.3853847913499	-34.6342751511341	bacterial	mapped_to_sample_key	none
97407	84.7782192731456	-41.8491370296555	bacterial	mapped_to_sample_key	none
DU09-02S0000141	1.3574118983315	12.8957240462056	non_covid_viral	mapped_to_sample_key	none
DU09-02S0000142	19.3585926867577	30.5737055301815	non_covid_viral	mapped_to_sample_key	none
DU09-02S0000143	28.7672353687182	33.4939747848952	non_covid_viral	mapped_to_sample_key	none
DU09-02S0000144	70.9751146638926	139.347988702241	non_covid_viral	mapped_to_sample_key	none
DU09-02S0000145	-19.9234393583315	-41.1456825060938	non_covid_viral	mapped_to_sample_key	none
DU09-02S0000146	-21.4873209454666	13.9098465036513	non_covid_viral	mapped_to_sample_key	none
DU09-03S0000604	9.65625834739474	-5.44629083831751	non_covid_viral	mapped_to_sample_key	none
DU09-03S0000611	-0.605908960000331	-19.6877804605659	non_covid_viral	mapped_to_sample_key	none
DU09-03S0000632	-28.2022368785785	19.2869969821857	non_covid_viral	mapped_to_sample_key	none
DU09-03S0000774	-38.1625104857708	-66.1101038287048	non_covid_viral	mapped_to_sample_key	none
DU09-03S0000775	-12.6851463644484	-32.2069382850269	non_covid_viral	mapped_to_sample_key	none
DU09-03S19475	68.9549880079279	-26.1754046541526	bacterial	mapped_to_sample_key	none
DU09-03S19478	-30.0116504443723	-56.7584328842653	non_covid_viral	mapped_to_sample_key	none
DU09-03S19498	101.073751985672	32.7086156287342	bacterial	mapped_to_sample_key	none
DU10-01S0000032	-92.3738308180909	39.2516081360801	non_covid_viral	mapped_to_sample_key	none
DU10-01S0000709	-21.8041014962495	56.4649099121886	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000001	-64.4440204563948	24.3608402991053	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000002	-79.4392482329639	7.07466105359511	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000003	-58.8644729424154	39.6469712007046	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000004	-41.8736774134952	54.3324155076086	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000005	-58.0478447505491	4.55311219948628	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000006	-77.1259780479712	31.0988109053655	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000007	-27.827013881831	-29.4836954088873	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000008	-48.9974393143188	-5.34089677706355	non_covid_viral	mapped_to_sample_key	none
DU14-02S0000009	-46.7110185675081	-9.28903265357165	non_covid_viral	mapped_to_sample_key	none
DU14-03S0000878	-57.2490795216708	-28.9703068854376	non_covid_viral	mapped_to_sample_key	none
DU14-03S0000889	-22.7625137545421	-3.58899177240204	non_covid_viral	mapped_to_sample_key	none
