supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	LINC02740	LINC02740	100507205	2120154	ILMN_1673273	-4.336881
S3D_gene_probe_choice_for_projection	LINC02774	LINC02774	339529	2900682	ILMN_1726649	-8.015825
S3D_gene_probe_choice_for_projection	LINC02783	LINC02783	400743	3290397	ILMN_3294196	29.41728
S3D_gene_probe_choice_for_projection	LINC02817	LINC02817	400804	3450048	ILMN_3247269	3.611899
S3D_gene_probe_choice_for_projection	LINC02843	LINC02843	286238	770577	ILMN_3249162	-5.101591
S3D_gene_probe_choice_for_projection	LINC02860	LINC02860	285941	2320538	ILMN_1730340	6.326129
S3D_gene_probe_choice_for_projection	LINC02870	LINC02870	170393	7210291	ILMN_2183519	-11.92463
S3D_gene_probe_choice_for_projection	LINC02872	LINC02872	401535	3180370	ILMN_1701645	3.32076
S3D_gene_probe_choice_for_projection	LINC02875	LINC02875	388407	2070360	ILMN_1783682	12.04365
S3D_gene_probe_choice_for_projection	LINC02876	LINC02876	100506650	2230347	ILMN_1689350	-5.088591
S3D_gene_probe_choice_for_projection	LINC02877	LINC02877	152118	4920341	ILMN_1695242	9.486628
S3D_gene_probe_choice_for_projection	LINC02878	LINC02878	286076	630528	ILMN_1664089	2.754717
S3D_gene_probe_choice_for_projection	LINC02880	LINC02880	285759	2060435	ILMN_1675437	4.840593
S3D_gene_probe_choice_for_projection	LINC02897	LINC02897	388759	4900273	ILMN_3265742	715.1044
S3D_gene_probe_choice_for_projection	LINC02898	LINC02898	400950	630563	ILMN_1680513	-1.224317
S3D_gene_probe_choice_for_projection	LINC02900	LINC02900	340073	4250187	ILMN_1915805	38.17233
S3D_gene_probe_choice_for_projection	LINC02901	LINC02901	100130967	6510543	ILMN_3262376	2.976296
S3D_gene_probe_choice_for_projection	LINC02902	LINC02902	401335	3190202	ILMN_3244903	12.91842
S3D_gene_probe_choice_for_projection	LINC02903	LINC02903	154907	4210446	ILMN_1726640	-12.71583
S3D_gene_probe_choice_for_projection	LINC02906	LINC02906	389676	1690220	ILMN_1745851	11.65652
S3D_gene_probe_choice_for_projection	LINC02908	LINC02908	401563	1740615	ILMN_1769538	-11.11498
S3D_gene_probe_choice_for_projection	LINC02909	LINC02909	196415	2760487	ILMN_3247187	30.75105
S3D_gene_probe_choice_for_projection	LINC02910	LINC02910	284756	1340176	ILMN_1691228	-4.137524
S3D_gene_probe_choice_for_projection	LINC02911	LINC02911	388276	5090433	ILMN_1670866	2.975723
S3D_gene_probe_choice_for_projection	LINC02913	LINC02913	414318	2140386	ILMN_3307818	17.67326
S3D_gene_probe_choice_for_projection	LINC02914	LINC02914	283598	6940044	ILMN_1728272	-8.817768
S3D_gene_probe_choice_for_projection	LINC02915	LINC02915	400360	7400603	ILMN_1812249	11.96009
S3D_gene_probe_choice_for_projection	LINC02961	LINC02961	100130249	6380520	ILMN_3265338	-8.420208
S3D_gene_probe_choice_for_projection	LINC02981	LINC02981	441204	6980136	ILMN_3248980	2.059813
S3D_gene_probe_choice_for_projection	LINC02985	LINC02985	100506691	2350719	ILMN_1849192	8.207548
S3D_gene_probe_choice_for_projection	LINC03006	LINC03006	441242	2230743	ILMN_1670442	-3.161954
S3D_gene_probe_choice_for_projection	LINC03009	LINC03009	100133091	6450360	ILMN_3239673	21.70388
S3D_gene_probe_choice_for_projection	LINC03019	LINC03019	340357	1430736	ILMN_3239103	36.66648
S3D_gene_probe_choice_for_projection	LINC03025	LINC03025	440896	2900114	ILMN_1663321	17.08932
S3D_gene_probe_choice_for_projection	LINC03033	LINC03033	400221	610209	ILMN_1728115	5.904037
S3D_gene_probe_choice_for_projection	LINC03034	LINC03034	283710	6110176	ILMN_1714604	14.04687
S3D_gene_probe_choice_for_projection	LINC03040	LINC03040	221416	4830746	ILMN_1810930	23.94969
S3D_gene_probe_choice_for_projection	LINC03042	LINC03042	389649	7320601	ILMN_1801725	7.317152
S3D_gene_probe_choice_for_projection	LINC03043	LINC03043	154872	5870167	ILMN_1779698	-3.696985
S3D_gene_probe_choice_for_projection	LINC03062	LINC03062	100129066	4540086	ILMN_3235051	2.059834
S3D_gene_probe_choice_for_projection	LINC03106	LINC03106	100506422	5910722	ILMN_1762506	14.86335
S3D_gene_probe_choice_for_projection	LINGO1	LINGO1	84894	1660121	ILMN_1756755	12.29005
S3D_gene_probe_choice_for_projection	LINGO2	LINGO2	158038	1110291	ILMN_1695978	-5.331596
S3D_gene_probe_choice_for_projection	LINGO3	LINGO3	645191	4590324	ILMN_3237058	2.219064
S3D_gene_probe_choice_for_projection	LINGO4	LINGO4	339398	1570747	ILMN_2056815	-6.961074
S3D_gene_probe_choice_for_projection	LINS1	LINS1	55180	1010315	ILMN_2338197	184.0823
S3D_gene_probe_choice_for_projection	LIPA	LIPA	3988	5360148	ILMN_1718063	892.7323
S3D_gene_probe_choice_for_projection	LIPC	LIPC	3990	2350044	ILMN_2218002	12.85399
S3D_gene_probe_choice_for_projection	LIPE	LIPE	3991	1170059	ILMN_1670693	24.04334
S3D_gene_probe_choice_for_projection	LIPF	LIPF	8513	5260672	ILMN_1781517	14.54049
S3D_gene_probe_choice_for_projection	LIPG	LIPG	9388	2600440	ILMN_1689037	0.05828359
S3D_gene_probe_choice_for_projection	LIPH	LIPH	200879	2630292	ILMN_1729433	-2.177326
S3D_gene_probe_choice_for_projection	LIPI	LIPI	149998	4010373	ILMN_1805609	-9.99311
S3D_gene_probe_choice_for_projection	LIPJ	LIPJ	142910	6060605	ILMN_1784302	9.124773
S3D_gene_probe_choice_for_projection	LIPK	LIPK	643414	3890026	ILMN_2176693	9.511025
S3D_gene_probe_choice_for_projection	LIPM	LIPM	340654	1410386	ILMN_1808443	5.000059
S3D_gene_probe_choice_for_projection	LIPN	LIPN	643418	1780192	ILMN_3243466	16.16057
S3D_gene_probe_choice_for_projection	LIPT1	LIPT1	51601	1780161	ILMN_2343105	76.73371
S3D_gene_probe_choice_for_projection	LIPT2	LIPT2	387787	1230066	ILMN_1717690	20.38047
S3D_gene_probe_choice_for_projection	LIPT2-AS1	LIPT2-AS1	100287896	3440450	ILMN_1722230	0.2368146
S3D_gene_probe_choice_for_projection	LITAF	LITAF	9516	3180672	ILMN_1713934	9429.228
S3D_gene_probe_choice_for_projection	LITATS1	LITATS1	728431	4210376	ILMN_3305849	205.3105
S3D_gene_probe_choice_for_projection	LIX1	LIX1	167410	6650070	ILMN_1691848	15.23176
S3D_gene_probe_choice_for_projection	LIX1L	LIX1L	128077	3940097	ILMN_1708098	209.8883
S3D_gene_probe_choice_for_projection	LKAAEAR1	LKAAEAR1	198437	1500546	ILMN_1780283	-3.639373
S3D_gene_probe_choice_for_projection	LL22NC03-63E9.3	LL22NC03-63E9.3	648691	3420408	ILMN_1666371	15.72153
S3D_gene_probe_choice_for_projection	LLCFC1	LLCFC1	135927	1430386	ILMN_1700588	3.35851
S3D_gene_probe_choice_for_projection	LLGL1	LLGL1	3996	2470608	ILMN_1798212	268.1902
S3D_gene_probe_choice_for_projection	LLGL2	LLGL2	3993	540433	ILMN_2074575	22.71803
S3D_gene_probe_choice_for_projection	LLPH	LLPH	84298	3190274	ILMN_3240177	1524.533
S3D_gene_probe_choice_for_projection	LMAN1	LMAN1	3998	830564	ILMN_1715814	126.2969
S3D_gene_probe_choice_for_projection	LMAN1L	LMAN1L	79748	5960520	ILMN_1783566	-7.172091
S3D_gene_probe_choice_for_projection	LMAN2	LMAN2	10960	3850092	ILMN_1776963	195.5417
S3D_gene_probe_choice_for_projection	LMAN2L	LMAN2L	81562	1190673	ILMN_1755221	150.1321
S3D_gene_probe_choice_for_projection	LMBR1	LMBR1	64327	4590612	ILMN_1764522	177.4557
S3D_gene_probe_choice_for_projection	LMBR1L	LMBR1L	55716	4120332	ILMN_1757165	38.02938
S3D_gene_probe_choice_for_projection	LMBRD1	LMBRD1	55788	2510592	ILMN_1652128	1595.38
S3D_gene_probe_choice_for_projection	LMBRD2	LMBRD2	92255	6560142	ILMN_1810652	26.65659
S3D_gene_probe_choice_for_projection	LMCD1	LMCD1	29995	3830093	ILMN_1754969	-3.268163
S3D_gene_probe_choice_for_projection	LMF1	LMF1	64788	2320088	ILMN_1668249	0.04024944
S3D_gene_probe_choice_for_projection	LMF2	LMF2	91289	1740576	ILMN_1716056	288.9602
S3D_gene_probe_choice_for_projection	LMLN	LMLN	89782	4540047	ILMN_1815716	1.943359
S3D_gene_probe_choice_for_projection	LMNA	LMNA	4000	6020424	ILMN_1696749	169.5499
S3D_gene_probe_choice_for_projection	LMNB1	LMNB1	4001	3420593	ILMN_2126706	335.8164
S3D_gene_probe_choice_for_projection	LMNB2	LMNB2	84823	7570148	ILMN_1708101	201.7008
S3D_gene_probe_choice_for_projection	LMNTD1	LMNTD1	160492	3290437	ILMN_1725833	-4.819424
S3D_gene_probe_choice_for_projection	LMNTD2	LMNTD2	256329	6180553	ILMN_1652602	12.29042
S3D_gene_probe_choice_for_projection	LMO1	LMO1	4004	6980543	ILMN_1662917	-1.610107
S3D_gene_probe_choice_for_projection	LMO2	LMO2	4005	3850059	ILMN_1800078	1154.54
S3D_gene_probe_choice_for_projection	LMO3	LMO3	55885	2120240	ILMN_1764231	2.463471
S3D_gene_probe_choice_for_projection	LMO4	LMO4	8543	7210450	ILMN_2117171	1051.305
S3D_gene_probe_choice_for_projection	LMO7	LMO7	4008	1580475	ILMN_1770479	-6.445039
S3D_gene_probe_choice_for_projection	LMOD1	LMOD1	25802	6760246	ILMN_1680948	-5.995228
S3D_gene_probe_choice_for_projection	LMOD2	LMOD2	442721	7560400	ILMN_1668451	8.168712
S3D_gene_probe_choice_for_projection	LMOD3	LMOD3	56203	1850561	ILMN_1785703	1580.562
S3D_gene_probe_choice_for_projection	LMTK2	LMTK2	22853	1240270	ILMN_1724315	29.75488
S3D_gene_probe_choice_for_projection	LMTK3	LMTK3	114783	6980632	ILMN_1668194	82.75726
S3D_gene_probe_choice_for_projection	LMX1A	LMX1A	4009	4730253	ILMN_2391683	0.4111174
S3D_gene_probe_choice_for_projection	LMX1B	LMX1B	4010	4610148	ILMN_1652866	4.272278
S3D_gene_probe_choice_for_projection	LNCRI	LNCRI	401296	1570632	ILMN_1724282	6.160173
S3D_gene_probe_choice_for_projection	LNP1	LNP1	348801	6760181	ILMN_1704166	19.00009
S3D_gene_probe_choice_for_projection	LNPEP	LNPEP	4012	2690544	ILMN_1814737	190.5864
S3D_gene_probe_choice_for_projection	LNPK	LNPK	80856	4900068	ILMN_2055760	210.3482
S3D_gene_probe_choice_for_projection	LNX2	LNX2	222484	3400523	ILMN_1702124	58.03965
S3D_gene_probe_choice_for_projection	LOC100127955	LOC100127955	100127955	4490746	ILMN_3187133	15.79382
S3D_gene_probe_choice_for_projection	LOC100128059	LOC100128059	100128059	4850706	ILMN_1832033	12.33417
S3D_gene_probe_choice_for_projection	LOC100128253	LOC100128253	100128253	4280494	ILMN_3255805	-6.771099
S3D_gene_probe_choice_for_projection	LOC100128288	LOC100128288	100128288	2630246	ILMN_3235637	3421.219
S3D_gene_probe_choice_for_projection	LOC100128310	LOC100128310	100128310	6100377	ILMN_3270922	-0.7469329
S3D_gene_probe_choice_for_projection	LOC100128653	LOC100128653	100128653	20008	ILMN_3263243	25.0364
S3D_gene_probe_choice_for_projection	LOC100128993	LOC100128993	100128993	580437	ILMN_3262300	-4.257506
S3D_gene_probe_choice_for_projection	LOC100129034	LOC100129034	100129034	6590349	ILMN_3256478	241.6661
S3D_gene_probe_choice_for_projection	LOC100129138	LOC100129138	100129138	6590563	ILMN_3258046	23.09918
S3D_gene_probe_choice_for_projection	LOC100129148	LOC100129148	100129148	7320192	ILMN_3273996	1.553276
S3D_gene_probe_choice_for_projection	LOC100129307	LOC100129307	100129307	1510754	ILMN_3259213	12.81832
S3D_gene_probe_choice_for_projection	LOC100129534	LOC100129534	100129534	610687	ILMN_3248132	19.1972
S3D_gene_probe_choice_for_projection	LOC100129931	LOC100129931	100129931	1740609	ILMN_3188800	20.09615
S3D_gene_probe_choice_for_projection	LOC100130298	LOC100130298	100130298	7400634	ILMN_3270853	133.7432
S3D_gene_probe_choice_for_projection	LOC100130357	LOC100130357	100130357	1770768	ILMN_3262298	0.7388874
S3D_gene_probe_choice_for_projection	LOC100130452	LOC100130452	100130452	3940402	ILMN_3268048	7.143125
S3D_gene_probe_choice_for_projection	LOC100130673	LOC100130673	100130673	3370088	ILMN_3269520	-1.208732
S3D_gene_probe_choice_for_projection	LOC100130691	LOC100130691	100130691	2260324	ILMN_1696318	11.01996
S3D_gene_probe_choice_for_projection	LOC100130849	LOC100130849	100130849	6900358	ILMN_3253606	14.19478
S3D_gene_probe_choice_for_projection	LOC100130872	LOC100130872	100130872	4200639	ILMN_3246479	6.487412
S3D_gene_probe_choice_for_projection	LOC100130987	LOC100130987	100130987	4610017	ILMN_3238904	5.443831
S3D_gene_probe_choice_for_projection	LOC100130992	LOC100130992	100130992	4010376	ILMN_3296436	14.80593
S3D_gene_probe_choice_for_projection	LOC100131107	LOC100131107	100131107	2810577	ILMN_3287871	0.5014895
S3D_gene_probe_choice_for_projection	LOC100131257	LOC100131257	100131257	50075	ILMN_3253787	426.7468
S3D_gene_probe_choice_for_projection	LOC100131289	LOC100131289	100131289	4250039	ILMN_3294339	13.76905
S3D_gene_probe_choice_for_projection	LOC100131496	LOC100131496	100131496	5720719	ILMN_3244723	5.799873
S3D_gene_probe_choice_for_projection	LOC100131532	LOC100131532	100131532	2810433	ILMN_3291556	7.592676
S3D_gene_probe_choice_for_projection	LOC100131635	LOC100131635	100131635	110725	ILMN_3289182	-6.63581
S3D_gene_probe_choice_for_projection	LOC100132062	LOC100132062	100132062	6290672	ILMN_1776483	304.6024
S3D_gene_probe_choice_for_projection	LOC100132154	LOC100132154	100132154	7510601	ILMN_1762977	4.802662
S3D_gene_probe_choice_for_projection	LOC100132287	LOC100132287	100132287	6290672	ILMN_1776483	304.6024
S3D_gene_probe_choice_for_projection	LOC100132356	LOC100132356	100132356	1110386	ILMN_3205988	-5.651091
S3D_gene_probe_choice_for_projection	LOC100132741	LOC100132741	100132741	4490377	ILMN_3262976	-1.182153
S3D_gene_probe_choice_for_projection	LOC100132781	LOC100132781	100132781	5690008	ILMN_3201609	-3.486066
S3D_gene_probe_choice_for_projection	LOC100133920	LOC100133920	100133920	2230612	ILMN_3236694	9.210728
S3D_gene_probe_choice_for_projection	LOC100134368	LOC100134368	100134368	4260470	ILMN_3246871	15.90195
S3D_gene_probe_choice_for_projection	LOC100134868	LOC100134868	100134868	3930746	ILMN_3249658	1341.431
S3D_gene_probe_choice_for_projection	LOC100190986	LOC100190986	100190986	1660044	ILMN_3246910	560.6497
S3D_gene_probe_choice_for_projection	LOC100192426	LOC100192426	100192426	1030300	ILMN_3245282	-2.949999
S3D_gene_probe_choice_for_projection	LOC100233156	LOC100233156	100233156	7330372	ILMN_3227226	12.88817
S3D_gene_probe_choice_for_projection	LOC100240735	LOC100240735	100240735	7150392	ILMN_3181296	153.4557
S3D_gene_probe_choice_for_projection	LOC100286922	LOC100286922	100286922	2000687	ILMN_2122081	12.3846
S3D_gene_probe_choice_for_projection	LOC100287704	LOC100287704	100287704	1230692	ILMN_1768286	-8.508856
S3D_gene_probe_choice_for_projection	LOC100287792	LOC100287792	100287792	6520563	ILMN_2167961	-6.390751
S3D_gene_probe_choice_for_projection	LOC100287834	LOC100287834	100287834	6770010	ILMN_1672445	3.494123
S3D_gene_probe_choice_for_projection	LOC100288069	LOC100288069	100288069	2230575	ILMN_1698519	210.2971
S3D_gene_probe_choice_for_projection	LOC100288208	LOC100288208	100288208	6200056	ILMN_1811227	36.19562
S3D_gene_probe_choice_for_projection	LOC100288637	LOC100288637	100288637	7330181	ILMN_1667631	4.877958
S3D_gene_probe_choice_for_projection	LOC100289495	LOC100289495	100289495	3130386	ILMN_1805911	-8.439833
S3D_gene_probe_choice_for_projection	LOC100289561	LOC100289561	100289561	6220132	ILMN_1699049	169.6924
S3D_gene_probe_choice_for_projection	LOC100289656	LOC100289656	100289656	5550717	ILMN_1730282	5.54046
S3D_gene_probe_choice_for_projection	LOC100335030	LOC100335030	100335030	7210343	ILMN_3284053	-5.372304
S3D_gene_probe_choice_for_projection	LOC100505715	LOC100505715	100505715	1050100	ILMN_1846517	149.0813
S3D_gene_probe_choice_for_projection	LOC100505716	LOC100505716	100505716	2120497	ILMN_3230962	-5.62694
S3D_gene_probe_choice_for_projection	LOC100506236	LOC100506236	100506236	4390719	ILMN_1841246	13.06716
S3D_gene_probe_choice_for_projection	LOC100506358	LOC100506358	100506358	3060400	ILMN_1659597	-3.005462
S3D_gene_probe_choice_for_projection	LOC100506472	LOC100506472	100506472	2760343	ILMN_1777980	30.50764
S3D_gene_probe_choice_for_projection	LOC100506532	LOC100506532	100506532	3190333	ILMN_1914891	15.00945
S3D_gene_probe_choice_for_projection	LOC100507351	LOC100507351	100507351	7330408	ILMN_1780496	303.4571
S3D_gene_probe_choice_for_projection	LOC100507547	LOC100507547	100507547	7040692	ILMN_3286685	129.3941
S3D_gene_probe_choice_for_projection	LOC100533997	LOC100533997	100533997	3940070	ILMN_1750777	10.26714
S3D_gene_probe_choice_for_projection	LOC100630923	LOC100630923	100630923	1710746	ILMN_1804490	203.7462
S3D_gene_probe_choice_for_projection	LOC100653049	LOC100653049	100653049	3710168	ILMN_1770228	1.163239
S3D_gene_probe_choice_for_projection	LOC143666	LOC143666	143666	2600136	ILMN_1651296	63.05651
S3D_gene_probe_choice_for_projection	LOC145845	LOC145845	145845	4180632	ILMN_1780134	-1.468101
S3D_gene_probe_choice_for_projection	LOC148696	LOC148696	148696	4120020	ILMN_3277119	7.685288
S3D_gene_probe_choice_for_projection	LOC154449	LOC154449	154449	10192	ILMN_1762305	3.048403
S3D_gene_probe_choice_for_projection	LOC154761	LOC154761	154761	3180360	ILMN_3237627	63.16139
S3D_gene_probe_choice_for_projection	LOC155060	LOC155060	155060	4920706	ILMN_3240226	76.02798
S3D_gene_probe_choice_for_projection	LOC162137	LOC162137	162137	6620228	ILMN_3188856	5.134291
S3D_gene_probe_choice_for_projection	LOC283683	LOC283683	283683	4210086	ILMN_3250427	65.25588
S3D_gene_probe_choice_for_projection	LOC283788	LOC283788	283788	6250114	ILMN_1694708	556.3434
S3D_gene_probe_choice_for_projection	LOC284009	LOC284009	284009	160392	ILMN_1790896	-2.919272
S3D_gene_probe_choice_for_projection	LOC284379	LOC284379	284379	7550681	ILMN_2083137	-4.355336
S3D_gene_probe_choice_for_projection	LOC284412	LOC284412	284412	2450746	ILMN_3202306	3.295323
S3D_gene_probe_choice_for_projection	LOC285097	LOC285097	285097	2900021	ILMN_3242340	6.608912
S3D_gene_probe_choice_for_projection	LOC286083	LOC286083	286083	7040192	ILMN_1840957	9.68812
S3D_gene_probe_choice_for_projection	LOC286177	LOC286177	286177	1300161	ILMN_1723788	-7.366563
S3D_gene_probe_choice_for_projection	LOC286437	LOC286437	286437	5490475	ILMN_1817377	59.96767
S3D_gene_probe_choice_for_projection	LOC338963	LOC338963	338963	6940754	ILMN_3289407	6.172592
S3D_gene_probe_choice_for_projection	LOC344967	LOC344967	344967	780484	ILMN_1708214	-3.312987
S3D_gene_probe_choice_for_projection	LOC374443	LOC374443	374443	4010681	ILMN_1708905	43.73903
S3D_gene_probe_choice_for_projection	LOC388242	LOC388242	388242	4780356	ILMN_1704135	10.45761
S3D_gene_probe_choice_for_projection	LOC389705	LOC389705	389705	2480463	ILMN_3248296	0.6748754
S3D_gene_probe_choice_for_projection	LOC389834	LOC389834	389834	6760343	ILMN_1659365	33.72392
S3D_gene_probe_choice_for_projection	LOC389906	LOC389906	389906	4880523	ILMN_1703881	32.39551
S3D_gene_probe_choice_for_projection	LOC390705	LOC390705	390705	6400524	ILMN_1671292	16.94399
S3D_gene_probe_choice_for_projection	LOC390877	LOC390877	390877	6840019	ILMN_1800875	3.556921
S3D_gene_probe_choice_for_projection	LOC392196	LOC392196	392196	4070458	ILMN_3282786	15.45249
S3D_gene_probe_choice_for_projection	LOC392232	LOC392232	392232	2970136	ILMN_1703109	-3.670814
S3D_gene_probe_choice_for_projection	LOC401127	LOC401127	401127	6220537	ILMN_3200378	30.88628
S3D_gene_probe_choice_for_projection	LOC401261	LOC401261	401261	670136	ILMN_1771320	983.3847
S3D_gene_probe_choice_for_projection	LOC401442	LOC401442	401442	4540386	ILMN_1667104	2.862881
S3D_gene_probe_choice_for_projection	LOC401589	LOC401589	401589	290202	ILMN_3249161	-0.9599029
S3D_gene_probe_choice_for_projection	LOC407835	LOC407835	407835	730195	ILMN_2198893	470.6466
S3D_gene_probe_choice_for_projection	LOC440300	LOC440300	440300	2900113	ILMN_1656732	1.089734
S3D_gene_probe_choice_for_projection	LOC440910	LOC440910	440910	3370286	ILMN_1773952	4.335032
S3D_gene_probe_choice_for_projection	LOC441455	LOC441455	441455	940014	ILMN_3278170	429.8235
S3D_gene_probe_choice_for_projection	LOC441666	LOC441666	441666	5090360	ILMN_3235368	16.69238
S3D_gene_probe_choice_for_projection	LOC442028	LOC442028	442028	3400471	ILMN_1671200	-6.982069
S3D_gene_probe_choice_for_projection	LOC442132	LOC442132	442132	3420735	ILMN_3229038	270.7206
S3D_gene_probe_choice_for_projection	LOC554206	LOC554206	554206	2570397	ILMN_1690036	83.10713
S3D_gene_probe_choice_for_projection	LOC606724	LOC606724	606724	5670372	ILMN_2125747	2981.781
S3D_gene_probe_choice_for_projection	LOC613038	LOC613038	613038	630075	ILMN_1811715	1.67358
S3D_gene_probe_choice_for_projection	LOC641746	LOC641746	641746	7510148	ILMN_3200421	7.32618
S3D_gene_probe_choice_for_projection	LOC642361	LOC642361	642361	6130678	ILMN_1697006	155.0469
S3D_gene_probe_choice_for_projection	LOC642696	LOC642696	642696	990593	ILMN_3191647	6.112027
S3D_gene_probe_choice_for_projection	LOC642846	LOC642846	642846	3780170	ILMN_1784420	18.86997
S3D_gene_probe_choice_for_projection	LOC642929	LOC642929	642929	4490132	ILMN_1708646	3.91657
S3D_gene_probe_choice_for_projection	LOC643339	LOC643339	643339	3130142	ILMN_1727852	7.69474
S3D_gene_probe_choice_for_projection	LOC643406	LOC643406	643406	6400725	ILMN_1663128	-0.7719718
S3D_gene_probe_choice_for_projection	LOC643441	LOC643441	643441	2060408	ILMN_1705484	7.805104
S3D_gene_probe_choice_for_projection	LOC644189	LOC644189	644189	450523	ILMN_3278603	-10.37695
S3D_gene_probe_choice_for_projection	LOC644554	LOC644554	644554	1190301	ILMN_1677790	-6.322356
S3D_gene_probe_choice_for_projection	LOC644669	LOC644669	644669	4670349	ILMN_3243184	-3.866518
S3D_gene_probe_choice_for_projection	LOC644936	LOC644936	644936	3850168	ILMN_3235221	1611.161
S3D_gene_probe_choice_for_projection	LOC645188	LOC645188	645188	6020307	ILMN_3293265	-2.165836
S3D_gene_probe_choice_for_projection	LOC646214	LOC646214	646214	4120044	ILMN_3243351	215.2927
S3D_gene_probe_choice_for_projection	LOC646471	LOC646471	646471	5360519	ILMN_1687708	-2.095474
S3D_gene_probe_choice_for_projection	LOC646762	LOC646762	646762	6290193	ILMN_1739681	11.16221
S3D_gene_probe_choice_for_projection	LOC646999	LOC646999	646999	60368	ILMN_1671646	2.913394
S3D_gene_probe_choice_for_projection	LOC649133	LOC649133	649133	6620731	ILMN_1782653	34.64014
S3D_gene_probe_choice_for_projection	LOC652276	LOC652276	652276	2630747	ILMN_1652331	114.029
S3D_gene_probe_choice_for_projection	LOC654780	LOC654780	654780	1090348	ILMN_3231026	8.091739
S3D_gene_probe_choice_for_projection	LOC728024	LOC728024	728024	4920754	ILMN_3235036	13.6478
S3D_gene_probe_choice_for_projection	LOC728392	LOC728392	728392	3800273	ILMN_1680774	306.0995
S3D_gene_probe_choice_for_projection	LOC728554	LOC728554	728554	1430093	ILMN_1691949	769.5378
S3D_gene_probe_choice_for_projection	LOC728739	LOC728739	728739	6350048	ILMN_1686401	308.3642
S3D_gene_probe_choice_for_projection	LOC728743	LOC728743	728743	450647	ILMN_3226637	58.42394
S3D_gene_probe_choice_for_projection	LOC728989	LOC728989	728989	6980376	ILMN_1772646	28.37158
S3D_gene_probe_choice_for_projection	LOC729080	LOC729080	729080	7510148	ILMN_3200421	7.32618
S3D_gene_probe_choice_for_projection	LOC729609	LOC729609	729609	840195	ILMN_1743476	435.6738
S3D_gene_probe_choice_for_projection	LOC729737	LOC729737	729737	1230671	ILMN_3239734	143.3084
S3D_gene_probe_choice_for_projection	LOC729815	LOC729815	729815	2450450	ILMN_3226841	1.846773
S3D_gene_probe_choice_for_projection	LOC730101	LOC730101	730101	2260239	ILMN_3305735	12.59505
S3D_gene_probe_choice_for_projection	LOC730668	LOC730668	730668	270471	ILMN_3305933	2.293655
S3D_gene_probe_choice_for_projection	LOC93463	LOC93463	93463	1090025	ILMN_1777684	0.6738994
S3D_gene_probe_choice_for_projection	LOH12CR2	LOH12CR2	503693	1780255	ILMN_3236584	0.4505362
S3D_gene_probe_choice_for_projection	LONP1	LONP1	9361	540717	ILMN_1766125	259.1436
S3D_gene_probe_choice_for_projection	LONP2	LONP2	83752	670639	ILMN_1691480	313.5294
S3D_gene_probe_choice_for_projection	LONRF1	LONRF1	91694	5050768	ILMN_1705953	65.92
S3D_gene_probe_choice_for_projection	LONRF2	LONRF2	164832	6280379	ILMN_1751016	5.939278
S3D_gene_probe_choice_for_projection	LONRF3	LONRF3	79836	2450504	ILMN_1720452	3.683502
S3D_gene_probe_choice_for_projection	LORICRIN	LORICRIN	4014	4570239	ILMN_1718387	-8.430362
S3D_gene_probe_choice_for_projection	LOX	LOX	4015	3940017	ILMN_1695880	-15.71319
S3D_gene_probe_choice_for_projection	LOXHD1	LOXHD1	125336	4040739	ILMN_1801143	31.81327
S3D_gene_probe_choice_for_projection	LOXL1	LOXL1	4016	1070093	ILMN_1708363	1.054703
S3D_gene_probe_choice_for_projection	LOXL2	LOXL2	4017	7320674	ILMN_1656802	-6.241221
S3D_gene_probe_choice_for_projection	LOXL3	LOXL3	84695	7200706	ILMN_1733515	37.23085
S3D_gene_probe_choice_for_projection	LOXL4	LOXL4	84171	4150477	ILMN_2179083	-0.6256938
S3D_gene_probe_choice_for_projection	LPA	LPA	4018	2940086	ILMN_1731670	4.672901
S3D_gene_probe_choice_for_projection	LPAL2	LPAL2	80350	3400152	ILMN_1662942	7.218927
S3D_gene_probe_choice_for_projection	LPAR1	LPAR1	1902	1050356	ILMN_1701441	72.67325
S3D_gene_probe_choice_for_projection	LPAR2	LPAR2	9170	1170605	ILMN_1662741	1055.707
S3D_gene_probe_choice_for_projection	LPAR3	LPAR3	23566	4760672	ILMN_3243253	20.61374
S3D_gene_probe_choice_for_projection	LPAR4	LPAR4	2846	6550070	ILMN_1670692	6.004535
S3D_gene_probe_choice_for_projection	LPAR5	LPAR5	57121	2260241	ILMN_2044453	507.4367
S3D_gene_probe_choice_for_projection	LPAR6	LPAR6	10161	2760112	ILMN_1786429	188.2572
S3D_gene_probe_choice_for_projection	LPCAT1	LPCAT1	79888	5960164	ILMN_1702171	201.7515
S3D_gene_probe_choice_for_projection	LPCAT2	LPCAT2	54947	4120367	ILMN_1796335	158.8613
S3D_gene_probe_choice_for_projection	LPCAT3	LPCAT3	10162	2370291	ILMN_1805225	436.0518
S3D_gene_probe_choice_for_projection	LPCAT4	LPCAT4	254531	5670669	ILMN_1674759	51.81334
S3D_gene_probe_choice_for_projection	LPGAT1	LPGAT1	9926	4640347	ILMN_1687998	171.5987
S3D_gene_probe_choice_for_projection	LPIN1	LPIN1	23175	6200670	ILMN_1671554	493.5107
