supplementary_table_section	SYMBOL_UPPER	SYMBOL	ENTREZID	ARRAY_ID	ID_REF	median_expression
S3D_gene_probe_choice_for_projection	SPATS1	SPATS1	221409	990468	ILMN_1711681	0.1351271
S3D_gene_probe_choice_for_projection	SPATS2	SPATS2	65244	2030441	ILMN_2203463	88.45544
S3D_gene_probe_choice_for_projection	SPATS2L	SPATS2L	26010	7380221	ILMN_1683678	134.2123
S3D_gene_probe_choice_for_projection	SPC25	SPC25	57405	1070411	ILMN_1814281	17.5852
S3D_gene_probe_choice_for_projection	SPCS1	SPCS1	28972	1300497	ILMN_1665280	4199.022
S3D_gene_probe_choice_for_projection	SPCS2	SPCS2	9789	1430010	ILMN_1809488	1930.147
S3D_gene_probe_choice_for_projection	SPCS2P4	SPCS2P4	653566	6130189	ILMN_1720819	1351.509
S3D_gene_probe_choice_for_projection	SPCS3	SPCS3	60559	3780600	ILMN_3307700	334.6405
S3D_gene_probe_choice_for_projection	SPDEF	SPDEF	25803	940075	ILMN_2161330	-0.2862788
S3D_gene_probe_choice_for_projection	SPDL1	SPDL1	54908	520528	ILMN_1695357	28.47663
S3D_gene_probe_choice_for_projection	SPDYA	SPDYA	245711	1030070	ILMN_2366587	11.40985
S3D_gene_probe_choice_for_projection	SPDYC	SPDYC	387778	6220619	ILMN_1777476	17.04227
S3D_gene_probe_choice_for_projection	SPDYE1	SPDYE1	285955	1990341	ILMN_3200018	32.80917
S3D_gene_probe_choice_for_projection	SPDYE2	SPDYE2	441273	1990341	ILMN_3200018	32.80917
S3D_gene_probe_choice_for_projection	SPDYE2B	SPDYE2B	100310812	1990341	ILMN_3200018	32.80917
S3D_gene_probe_choice_for_projection	SPDYE3	SPDYE3	441272	3840037	ILMN_2411384	6.113226
S3D_gene_probe_choice_for_projection	SPDYE5	SPDYE5	442590	5560475	ILMN_1801168	22.30313
S3D_gene_probe_choice_for_projection	SPDYE6	SPDYE6	729597	4050414	ILMN_3283592	160.4765
S3D_gene_probe_choice_for_projection	SPDYE7P	SPDYE7P	441251	2600113	ILMN_1656233	18363.99
S3D_gene_probe_choice_for_projection	SPDYE8	SPDYE8	728524	5690669	ILMN_1719237	13.23538
S3D_gene_probe_choice_for_projection	SPECC1	SPECC1	92521	4900593	ILMN_3255061	57.16177
S3D_gene_probe_choice_for_projection	SPECC1L	SPECC1L	23384	6020209	ILMN_1779185	694.1932
S3D_gene_probe_choice_for_projection	SPEF1	SPEF1	25876	2000037	ILMN_1738418	15.70089
S3D_gene_probe_choice_for_projection	SPEF2	SPEF2	79925	5130528	ILMN_1806003	33.73277
S3D_gene_probe_choice_for_projection	SPEG	SPEG	10290	6620484	ILMN_1740052	18.08594
S3D_gene_probe_choice_for_projection	SPEM1	SPEM1	374768	990291	ILMN_2056932	20.43432
S3D_gene_probe_choice_for_projection	SPEM2	SPEM2	201243	6350326	ILMN_1810107	22.52676
S3D_gene_probe_choice_for_projection	SPEN	SPEN	23013	840402	ILMN_1802611	602.4113
S3D_gene_probe_choice_for_projection	SPEN-AS1	SPEN-AS1	729614	4120041	ILMN_1769571	43.49578
S3D_gene_probe_choice_for_projection	SPESP1	SPESP1	246777	5310192	ILMN_1668426	5.451418
S3D_gene_probe_choice_for_projection	SPG11	SPG11	80208	2100524	ILMN_1665049	765.0297
S3D_gene_probe_choice_for_projection	SPG21	SPG21	51324	7200403	ILMN_1657423	237.7935
S3D_gene_probe_choice_for_projection	SPG7	SPG7	6687	6280360	ILMN_1754529	793.374
S3D_gene_probe_choice_for_projection	SPHK1	SPHK1	8877	2470689	ILMN_2357134	40.45447
S3D_gene_probe_choice_for_projection	SPHK2	SPHK2	56848	3800725	ILMN_1729281	502.5411
S3D_gene_probe_choice_for_projection	SPHKAP	SPHKAP	80309	6590019	ILMN_1763412	-5.403179
S3D_gene_probe_choice_for_projection	SPI1	SPI1	6688	5810398	ILMN_1696463	3127.811
S3D_gene_probe_choice_for_projection	SPIB	SPIB	6689	6620161	ILMN_2143314	220.807
S3D_gene_probe_choice_for_projection	SPIC	SPIC	121599	6980020	ILMN_2191940	5.825189
S3D_gene_probe_choice_for_projection	SPICE1	SPICE1	152185	3390564	ILMN_1742380	282.9165
S3D_gene_probe_choice_for_projection	SPIDR	SPIDR	23514	130301	ILMN_1887174	220.2642
S3D_gene_probe_choice_for_projection	SPIN1	SPIN1	10927	7570670	ILMN_1702407	128.4834
S3D_gene_probe_choice_for_projection	SPIN2A	SPIN2A	54466	6650435	ILMN_1736713	3.086872
S3D_gene_probe_choice_for_projection	SPIN2B	SPIN2B	474343	770162	ILMN_2317555	4.521619
S3D_gene_probe_choice_for_projection	SPIN3	SPIN3	169981	1510554	ILMN_1801045	37.84619
S3D_gene_probe_choice_for_projection	SPIN4	SPIN4	139886	3420075	ILMN_1684563	40.22596
S3D_gene_probe_choice_for_projection	SPINDOC	SPINDOC	144097	5420438	ILMN_1795564	28.44799
S3D_gene_probe_choice_for_projection	SPINK1	SPINK1	6690	2260326	ILMN_1787266	-4.433447
S3D_gene_probe_choice_for_projection	SPINK13	SPINK13	153218	3870661	ILMN_1697543	-2.597687
S3D_gene_probe_choice_for_projection	SPINK14	SPINK14	408187	4780400	ILMN_1667544	-8.399433
S3D_gene_probe_choice_for_projection	SPINK2	SPINK2	6691	1030484	ILMN_1763516	22.82833
S3D_gene_probe_choice_for_projection	SPINK4	SPINK4	27290	5310368	ILMN_1681263	-14.40606
S3D_gene_probe_choice_for_projection	SPINK5	SPINK5	11005	6380707	ILMN_1690017	11.46586
S3D_gene_probe_choice_for_projection	SPINK6	SPINK6	404203	1980132	ILMN_1811479	-0.6858748
S3D_gene_probe_choice_for_projection	SPINK7	SPINK7	84651	1710358	ILMN_1720984	-9.030803
S3D_gene_probe_choice_for_projection	SPINK8	SPINK8	646424	6520228	ILMN_1728898	8.523044
S3D_gene_probe_choice_for_projection	SPINK9	SPINK9	643394	4640278	ILMN_2045351	9.134945
S3D_gene_probe_choice_for_projection	SPINT1	SPINT1	6692	1710468	ILMN_1724946	14.6478
S3D_gene_probe_choice_for_projection	SPINT2	SPINT2	10653	1240730	ILMN_1800739	958.5717
S3D_gene_probe_choice_for_projection	SPINT3	SPINT3	10816	4810021	ILMN_3236045	59.11641
S3D_gene_probe_choice_for_projection	SPINT4	SPINT4	391253	7050487	ILMN_1723279	-6.780012
S3D_gene_probe_choice_for_projection	SPIRE1	SPIRE1	56907	5690246	ILMN_1757845	43.30313
S3D_gene_probe_choice_for_projection	SPIRE2	SPIRE2	84501	6040014	ILMN_1703284	6.705701
S3D_gene_probe_choice_for_projection	SPMAP1	SPMAP1	388381	2970239	ILMN_3247988	0.4189641
S3D_gene_probe_choice_for_projection	SPMAP2	SPMAP2	51298	3360603	ILMN_1705372	13.00238
S3D_gene_probe_choice_for_projection	SPMIP1	SPMIP1	100130705	2750730	ILMN_3271831	1.859196
S3D_gene_probe_choice_for_projection	SPMIP10	SPMIP10	389320	6520746	ILMN_1806520	-12.58809
S3D_gene_probe_choice_for_projection	SPMIP11	SPMIP11	255411	940372	ILMN_1664736	5.876532
S3D_gene_probe_choice_for_projection	SPMIP2	SPMIP2	152940	2450180	ILMN_1694131	-12.07009
S3D_gene_probe_choice_for_projection	SPMIP3	SPMIP3	200159	6480376	ILMN_1760955	6.463566
S3D_gene_probe_choice_for_projection	SPMIP4	SPMIP4	136895	1470687	ILMN_1706101	4.432862
S3D_gene_probe_choice_for_projection	SPMIP5	SPMIP5	143379	2120315	ILMN_1782861	13.92353
S3D_gene_probe_choice_for_projection	SPMIP6	SPMIP6	84688	6650215	ILMN_1763695	17.77735
S3D_gene_probe_choice_for_projection	SPMIP7	SPMIP7	100130988	3440682	ILMN_3247514	-2.102344
S3D_gene_probe_choice_for_projection	SPMIP8	SPMIP8	374739	7610731	ILMN_2398294	5.65053
S3D_gene_probe_choice_for_projection	SPMIP9	SPMIP9	200523	780044	ILMN_1774219	-1.411829
S3D_gene_probe_choice_for_projection	SPN	SPN	6693	10358	ILMN_1801040	917.9537
S3D_gene_probe_choice_for_projection	SPNS1	SPNS1	83985	1230192	ILMN_1681016	341.7501
S3D_gene_probe_choice_for_projection	SPNS2	SPNS2	124976	1110537	ILMN_3301749	17.29873
S3D_gene_probe_choice_for_projection	SPNS3	SPNS3	201305	1740022	ILMN_1668984	74.09164
S3D_gene_probe_choice_for_projection	SPO11	SPO11	23626	1940403	ILMN_1796655	8.116621
S3D_gene_probe_choice_for_projection	SPOCD1	SPOCD1	90853	2120537	ILMN_1784948	33.55326
S3D_gene_probe_choice_for_projection	SPOCK1	SPOCK1	6695	6380669	ILMN_1746013	15.33494
S3D_gene_probe_choice_for_projection	SPOCK2	SPOCK2	9806	3840554	ILMN_1656287	3129.475
S3D_gene_probe_choice_for_projection	SPOCK3	SPOCK3	50859	3520750	ILMN_2342559	-7.84957
S3D_gene_probe_choice_for_projection	SPON1	SPON1	10418	3370162	ILMN_1791890	30.59178
S3D_gene_probe_choice_for_projection	SPON2	SPON2	10417	6450619	ILMN_1676099	19.89576
S3D_gene_probe_choice_for_projection	SPOP	SPOP	8405	6370341	ILMN_2397024	2713.492
S3D_gene_probe_choice_for_projection	SPOPL	SPOPL	339745	610703	ILMN_1807649	108.6553
S3D_gene_probe_choice_for_projection	SPOUT1	SPOUT1	51490	770692	ILMN_1803317	346.67
S3D_gene_probe_choice_for_projection	SPP1	SPP1	6696	3460070	ILMN_1651354	6.423831
S3D_gene_probe_choice_for_projection	SPP2	SPP2	6694	1300372	ILMN_1659072	-3.565416
S3D_gene_probe_choice_for_projection	SPPL2A	SPPL2A	84888	4920398	ILMN_1734229	801.2736
S3D_gene_probe_choice_for_projection	SPPL2B	SPPL2B	56928	6380192	ILMN_1672461	41.10827
S3D_gene_probe_choice_for_projection	SPPL2C	SPPL2C	162540	4260035	ILMN_1744094	7.08336
S3D_gene_probe_choice_for_projection	SPPL3	SPPL3	121665	2750612	ILMN_1657405	58.10778
S3D_gene_probe_choice_for_projection	SPR	SPR	6697	1070228	ILMN_1705849	-3.522677
S3D_gene_probe_choice_for_projection	SPRED1	SPRED1	161742	5700707	ILMN_1804277	36.09868
S3D_gene_probe_choice_for_projection	SPRED2	SPRED2	200734	3190750	ILMN_1791232	6.827828
S3D_gene_probe_choice_for_projection	SPRED3	SPRED3	399473	1740603	ILMN_1651609	7.065302
S3D_gene_probe_choice_for_projection	SPRING1	SPRING1	79794	3170102	ILMN_2161556	43.27123
S3D_gene_probe_choice_for_projection	SPRN	SPRN	503542	2340458	ILMN_2132898	49.62599
S3D_gene_probe_choice_for_projection	SPRNP1	SPRNP1	399833	1450746	ILMN_3307178	-3.398271
S3D_gene_probe_choice_for_projection	SPRR1A	SPRR1A	6698	7330184	ILMN_1716591	101.8298
S3D_gene_probe_choice_for_projection	SPRR1B	SPRR1B	6699	4590767	ILMN_1711174	21.16377
S3D_gene_probe_choice_for_projection	SPRR2A	SPRR2A	6700	6770187	ILMN_1795359	1.444057
S3D_gene_probe_choice_for_projection	SPRR2B	SPRR2B	6701	1710672	ILMN_1806059	-7.679888
S3D_gene_probe_choice_for_projection	SPRR2C	SPRR2C	6702	6550356	ILMN_2197577	-15.54648
S3D_gene_probe_choice_for_projection	SPRR2D	SPRR2D	6703	1660521	ILMN_2191967	-1.234506
S3D_gene_probe_choice_for_projection	SPRR2E	SPRR2E	6704	5890400	ILMN_1701239	-2.800491
S3D_gene_probe_choice_for_projection	SPRR2F	SPRR2F	6705	2230500	ILMN_1674367	-3.929979
S3D_gene_probe_choice_for_projection	SPRR2G	SPRR2G	6706	1470630	ILMN_1702127	-11.1482
S3D_gene_probe_choice_for_projection	SPRR3	SPRR3	6707	4610131	ILMN_1810835	-10.87997
S3D_gene_probe_choice_for_projection	SPRR4	SPRR4	163778	6130746	ILMN_1777949	7.264002
S3D_gene_probe_choice_for_projection	SPRTN	SPRTN	83932	20553	ILMN_1655485	66.51363
S3D_gene_probe_choice_for_projection	SPRY1	SPRY1	10252	730709	ILMN_1651610	104.2205
S3D_gene_probe_choice_for_projection	SPRY2	SPRY2	10253	6590575	ILMN_2089329	27.33668
S3D_gene_probe_choice_for_projection	SPRY3	SPRY3	10251	6770402	ILMN_1791078	-11.86856
S3D_gene_probe_choice_for_projection	SPRY4	SPRY4	81848	7570309	ILMN_1688811	7.902825
S3D_gene_probe_choice_for_projection	SPRYD3	SPRYD3	84926	3180521	ILMN_1788095	2189.806
S3D_gene_probe_choice_for_projection	SPRYD4	SPRYD4	283377	3870113	ILMN_1729868	61.68393
S3D_gene_probe_choice_for_projection	SPRYD7	SPRYD7	57213	4010554	ILMN_2223350	34.06539
S3D_gene_probe_choice_for_projection	SPSB1	SPSB1	80176	7100382	ILMN_1714170	25.60827
S3D_gene_probe_choice_for_projection	SPSB2	SPSB2	84727	380551	ILMN_1787541	172.7176
S3D_gene_probe_choice_for_projection	SPSB3	SPSB3	90864	2850433	ILMN_1682864	1543.566
S3D_gene_probe_choice_for_projection	SPSB4	SPSB4	92369	2690025	ILMN_1736682	3.137364
S3D_gene_probe_choice_for_projection	SPTA1	SPTA1	6708	4060075	ILMN_1717935	24.26174
S3D_gene_probe_choice_for_projection	SPTAN1	SPTAN1	6709	6650037	ILMN_2095133	287.3397
S3D_gene_probe_choice_for_projection	SPTB	SPTB	6710	1440392	ILMN_3194432	0.5234426
S3D_gene_probe_choice_for_projection	SPTBN1	SPTBN1	6711	5390487	ILMN_1661335	176.9694
S3D_gene_probe_choice_for_projection	SPTBN2	SPTBN2	6712	5900451	ILMN_1667079	14.84237
S3D_gene_probe_choice_for_projection	SPTBN4	SPTBN4	57731	1190164	ILMN_2406439	13.54047
S3D_gene_probe_choice_for_projection	SPTBN5	SPTBN5	51332	4050064	ILMN_1807609	20.68283
S3D_gene_probe_choice_for_projection	SPTLC1	SPTLC1	10558	430669	ILMN_2249473	4674.704
S3D_gene_probe_choice_for_projection	SPTLC2	SPTLC2	9517	6840753	ILMN_1704290	77.66091
S3D_gene_probe_choice_for_projection	SPTLC3	SPTLC3	55304	3780743	ILMN_2233454	-2.994048
S3D_gene_probe_choice_for_projection	SPTSSA	SPTSSA	171546	1410050	ILMN_1699676	122.1568
S3D_gene_probe_choice_for_projection	SPTSSB	SPTSSB	165679	4560600	ILMN_1658649	5.040104
S3D_gene_probe_choice_for_projection	SPTY2D1	SPTY2D1	144108	1850433	ILMN_1728699	84.73997
S3D_gene_probe_choice_for_projection	SPX	SPX	80763	1820671	ILMN_1763311	-6.513555
S3D_gene_probe_choice_for_projection	SPZ1	SPZ1	84654	2850048	ILMN_1761016	-14.3363
S3D_gene_probe_choice_for_projection	SQLE	SQLE	6713	3120367	ILMN_2041293	161.9644
S3D_gene_probe_choice_for_projection	SQOR	SQOR	58472	6770707	ILMN_1667199	398.7285
S3D_gene_probe_choice_for_projection	SQSTM1	SQSTM1	8878	4260044	ILMN_1662618	3559.026
S3D_gene_probe_choice_for_projection	SRA1	SRA1	10011	4290075	ILMN_2062754	205.9923
S3D_gene_probe_choice_for_projection	SRARP	SRARP	149563	4540468	ILMN_2066088	5.212744
S3D_gene_probe_choice_for_projection	SRBD1	SRBD1	55133	2230730	ILMN_1798827	279.6732
S3D_gene_probe_choice_for_projection	SRC	SRC	6714	5420592	ILMN_1729987	166.4314
S3D_gene_probe_choice_for_projection	SRCAP	SRCAP	10847	7510687	ILMN_1750641	30.65545
S3D_gene_probe_choice_for_projection	SRCIN1	SRCIN1	80725	4070064	ILMN_3248334	42.48389
S3D_gene_probe_choice_for_projection	SRD5A1	SRD5A1	6715	1050278	ILMN_1793241	59.55422
S3D_gene_probe_choice_for_projection	SRD5A2	SRD5A2	6716	6350035	ILMN_1788895	10.79429
S3D_gene_probe_choice_for_projection	SRD5A3	SRD5A3	79644	6590632	ILMN_1678435	4.468568
S3D_gene_probe_choice_for_projection	SREBF1	SREBF1	6720	3390343	ILMN_1663035	183.4559
S3D_gene_probe_choice_for_projection	SREBF2	SREBF2	6721	6550138	ILMN_2217661	36.61734
S3D_gene_probe_choice_for_projection	SREK1	SREK1	140890	5900731	ILMN_2373266	92.42589
S3D_gene_probe_choice_for_projection	SREK1IP1	SREK1IP1	285672	4280619	ILMN_3266294	18.65473
S3D_gene_probe_choice_for_projection	SRF	SRF	6722	20022	ILMN_1803398	896.5448
S3D_gene_probe_choice_for_projection	SRFBP1	SRFBP1	153443	2260176	ILMN_1721024	190.0696
S3D_gene_probe_choice_for_projection	SRGAP1	SRGAP1	57522	2470220	ILMN_1677432	-0.2105671
S3D_gene_probe_choice_for_projection	SRGAP2	SRGAP2	23380	3310450	ILMN_1755910	166.8604
S3D_gene_probe_choice_for_projection	SRGAP2B	SRGAP2B	647135	3310450	ILMN_1755910	166.8604
S3D_gene_probe_choice_for_projection	SRGAP3	SRGAP3	9901	1230487	ILMN_2400644	21.72238
S3D_gene_probe_choice_for_projection	SRGN	SRGN	5552	7550484	ILMN_1760347	18863.11
S3D_gene_probe_choice_for_projection	SRI	SRI	6717	5860445	ILMN_1682054	129.231
S3D_gene_probe_choice_for_projection	SRL	SRL	6345	2100059	ILMN_1736692	-0.1071478
S3D_gene_probe_choice_for_projection	SRM	SRM	6723	5570088	ILMN_1661337	322.6834
S3D_gene_probe_choice_for_projection	SRMS	SRMS	6725	5490754	ILMN_1744200	-10.60718
S3D_gene_probe_choice_for_projection	SRP14	SRP14	6727	1230220	ILMN_1809347	3566.356
S3D_gene_probe_choice_for_projection	SRP19	SRP19	6728	4210431	ILMN_2192032	405.3075
S3D_gene_probe_choice_for_projection	SRP54	SRP54	6729	6860379	ILMN_1753862	800.7194
S3D_gene_probe_choice_for_projection	SRP68	SRP68	6730	1340750	ILMN_1703524	498.2264
S3D_gene_probe_choice_for_projection	SRP72	SRP72	6731	2710386	ILMN_1683888	221.1058
S3D_gene_probe_choice_for_projection	SRP9	SRP9	6726	520209	ILMN_2099594	1642.382
S3D_gene_probe_choice_for_projection	SRPK1	SRPK1	6732	7050056	ILMN_1798804	670.9399
S3D_gene_probe_choice_for_projection	SRPK2	SRPK2	6733	2120731	ILMN_1695468	136.8832
S3D_gene_probe_choice_for_projection	SRPK3	SRPK3	26576	5870767	ILMN_1697338	-13.23443
S3D_gene_probe_choice_for_projection	SRPRA	SRPRA	6734	6290112	ILMN_1785660	287.8683
S3D_gene_probe_choice_for_projection	SRPRB	SRPRB	58477	4480224	ILMN_1751072	367.9612
S3D_gene_probe_choice_for_projection	SRPX	SRPX	8406	4900133	ILMN_1709486	-12.17254
S3D_gene_probe_choice_for_projection	SRPX2	SRPX2	27286	940474	ILMN_1676213	-12.63521
S3D_gene_probe_choice_for_projection	SRR	SRR	63826	360463	ILMN_1753515	14.22077
S3D_gene_probe_choice_for_projection	SRRD	SRRD	402055	5130487	ILMN_1666306	225.5238
S3D_gene_probe_choice_for_projection	SRRM1	SRRM1	10250	6290392	ILMN_1697670	1071.531
S3D_gene_probe_choice_for_projection	SRRM2	SRRM2	23524	7570551	ILMN_1734602	1216.529
S3D_gene_probe_choice_for_projection	SRRM2-AS1	SRRM2-AS1	100128788	7150112	ILMN_1894057	3.21159
S3D_gene_probe_choice_for_projection	SRRM3	SRRM3	222183	3170291	ILMN_1717265	3.206102
S3D_gene_probe_choice_for_projection	SRRM4	SRRM4	84530	4220253	ILMN_1811820	-13.12756
S3D_gene_probe_choice_for_projection	SRRM5	SRRM5	100170229	4900398	ILMN_3309016	20.85285
S3D_gene_probe_choice_for_projection	SRRT	SRRT	51593	3420121	ILMN_2358202	1431.96
S3D_gene_probe_choice_for_projection	SRSF1	SRSF1	6426	430026	ILMN_1795341	1710.897
S3D_gene_probe_choice_for_projection	SRSF10	SRSF10	10772	290687	ILMN_1658460	497.134
S3D_gene_probe_choice_for_projection	SRSF11	SRSF11	9295	990543	ILMN_1657790	68.09344
S3D_gene_probe_choice_for_projection	SRSF12	SRSF12	135295	460148	ILMN_1775345	-13.18325
S3D_gene_probe_choice_for_projection	SRSF2	SRSF2	6427	3940414	ILMN_1696407	1979.039
S3D_gene_probe_choice_for_projection	SRSF3	SRSF3	6428	4290692	ILMN_3211935	834.9471
S3D_gene_probe_choice_for_projection	SRSF4	SRSF4	6429	7200037	ILMN_2175075	2047.186
S3D_gene_probe_choice_for_projection	SRSF5	SRSF5	6430	4730543	ILMN_1761996	3639.653
S3D_gene_probe_choice_for_projection	SRSF6	SRSF6	6431	3060110	ILMN_1697469	2766.255
S3D_gene_probe_choice_for_projection	SRSF7	SRSF7	6432	450168	ILMN_1778836	319.3742
S3D_gene_probe_choice_for_projection	SRSF8	SRSF8	10929	4490133	ILMN_1772702	406.6393
S3D_gene_probe_choice_for_projection	SRSF9	SRSF9	8683	6420767	ILMN_1760683	3362.82
S3D_gene_probe_choice_for_projection	SRXN1	SRXN1	140809	3780717	ILMN_1804822	346.1782
S3D_gene_probe_choice_for_projection	SRY	SRY	6736	7160259	ILMN_1748182	3.219611
S3D_gene_probe_choice_for_projection	SS18	SS18	6760	6380465	ILMN_1805646	401.2944
S3D_gene_probe_choice_for_projection	SS18L1	SS18L1	26039	6510661	ILMN_1676625	114.6214
S3D_gene_probe_choice_for_projection	SS18L2	SS18L2	51188	4760564	ILMN_1796407	1959.997
S3D_gene_probe_choice_for_projection	SSB	SSB	6741	610435	ILMN_1672006	322.4681
S3D_gene_probe_choice_for_projection	SSBP1	SSBP1	6742	1230044	ILMN_1809478	1123.081
S3D_gene_probe_choice_for_projection	SSBP2	SSBP2	23635	6480349	ILMN_1711608	312.369
S3D_gene_probe_choice_for_projection	SSBP3	SSBP3	23648	4120671	ILMN_2361163	195.719
S3D_gene_probe_choice_for_projection	SSBP4	SSBP4	170463	6840630	ILMN_2327346	288.8465
S3D_gene_probe_choice_for_projection	SSC4D	SSC4D	136853	6180026	ILMN_1800002	12.75143
S3D_gene_probe_choice_for_projection	SSC5D	SSC5D	284297	840477	ILMN_3290428	5.760991
S3D_gene_probe_choice_for_projection	SSH1	SSH1	54434	3460086	ILMN_1727671	203.897
S3D_gene_probe_choice_for_projection	SSH2	SSH2	85464	2810468	ILMN_1672834	1465.552
S3D_gene_probe_choice_for_projection	SSH3	SSH3	54961	540608	ILMN_1755234	179.2503
S3D_gene_probe_choice_for_projection	SSNA1	SSNA1	8636	3190735	ILMN_1715705	137.5259
S3D_gene_probe_choice_for_projection	SSPN	SSPN	8082	3360373	ILMN_1775486	18.68429
S3D_gene_probe_choice_for_projection	SSPOP	SSPOP	23145	3870053	ILMN_3237755	18.82454
S3D_gene_probe_choice_for_projection	SSR1	SSR1	6745	110451	ILMN_1750693	1063.421
S3D_gene_probe_choice_for_projection	SSR2	SSR2	6746	4280041	ILMN_1783226	1229.858
S3D_gene_probe_choice_for_projection	SSR3	SSR3	6747	3990689	ILMN_3228595	768.9211
S3D_gene_probe_choice_for_projection	SSR4	SSR4	6748	7570243	ILMN_1680403	4474.197
S3D_gene_probe_choice_for_projection	SSR4P1	SSR4P1	728039	3400497	ILMN_1749424	34.61619
S3D_gene_probe_choice_for_projection	SSRP1	SSRP1	6749	840400	ILMN_2233099	121.4701
S3D_gene_probe_choice_for_projection	SST	SST	6750	1500113	ILMN_1812824	-4.15314
S3D_gene_probe_choice_for_projection	SSTR1	SSTR1	6751	3990132	ILMN_1673998	17.44526
S3D_gene_probe_choice_for_projection	SSTR2	SSTR2	6752	6770286	ILMN_1772492	9120.285
S3D_gene_probe_choice_for_projection	SSTR3	SSTR3	6753	3610670	ILMN_1774749	17.97955
S3D_gene_probe_choice_for_projection	SSTR4	SSTR4	6754	10376	ILMN_1684200	-9.52307
S3D_gene_probe_choice_for_projection	SSTR5	SSTR5	6755	2940470	ILMN_1690563	-17.94979
S3D_gene_probe_choice_for_projection	SSTR5-AS1	SSTR5-AS1	146336	1690612	ILMN_1768646	3.733158
S3D_gene_probe_choice_for_projection	SSU72	SSU72	29101	1500768	ILMN_1664956	2818.868
S3D_gene_probe_choice_for_projection	SSUH2	SSUH2	51066	7050598	ILMN_1666731	-3.649526
S3D_gene_probe_choice_for_projection	SSX1	SSX1	6756	3310215	ILMN_1690680	3.897904
S3D_gene_probe_choice_for_projection	SSX2	SSX2	6757	3940168	ILMN_2404327	4.937723
S3D_gene_probe_choice_for_projection	SSX2B	SSX2B	727837	3940168	ILMN_2404327	4.937723
S3D_gene_probe_choice_for_projection	SSX2IP	SSX2IP	117178	1440546	ILMN_1720844	17.88537
S3D_gene_probe_choice_for_projection	SSX3	SSX3	10214	6350431	ILMN_1690971	30.74748
S3D_gene_probe_choice_for_projection	SSX4	SSX4	6759	5130615	ILMN_2402303	4.187226
S3D_gene_probe_choice_for_projection	SSX4B	SSX4B	548313	5130615	ILMN_2402303	4.187226
S3D_gene_probe_choice_for_projection	SSX5	SSX5	6758	5130615	ILMN_2402303	4.187226
S3D_gene_probe_choice_for_projection	SSX6P	SSX6P	280657	2060692	ILMN_1660151	11.21282
S3D_gene_probe_choice_for_projection	SSX7	SSX7	280658	6860037	ILMN_1717025	26.81459
S3D_gene_probe_choice_for_projection	SSX8P	SSX8P	280659	5860543	ILMN_1714790	-13.74014
S3D_gene_probe_choice_for_projection	ST13	ST13	6767	510209	ILMN_1756139	706.6179
S3D_gene_probe_choice_for_projection	ST13P4	ST13P4	145165	510209	ILMN_1756139	706.6179
S3D_gene_probe_choice_for_projection	ST14	ST14	6768	4260278	ILMN_1699887	36.58443
