requested_entrez	requested_symbol	selected_probe_id	candidate_probe_count	reference_population	reference_n	reference_mean	reference_sd
1997	ELF1	ILMN_1664010	1	All 146 GSE72810 samples	146	9.81954629493836	0.61354087819093
23052	ENDOD1	ILMN_1699022	1	All 146 GSE72810 samples	146	6.63236950406164	0.328595152200951
5167	ENPP1	ILMN_1700888	1	All 146 GSE72810 samples	146	6.13188084734247	0.0960217389294761
114625	ERMAP	ILMN_1715013	2	All 146 GSE72810 samples	146	6.62025208758219	0.446371615060551
2113	ETS1	ILMN_1687538	2	All 146 GSE72810 samples	146	10.5536173913082	0.850866544307649
5393	EXOSC9	ILMN_1721713	2	All 146 GSE72810 samples	146	6.92710196244521	0.273760160825398
63901	FAM111A	ILMN_2410038	2	All 146 GSE72810 samples	146	8.7707756985	0.504260096211524
355	FAS	ILMN_2319077	2	All 146 GSE72810 samples	146	6.36143185731507	0.300226995844229
2213	FCGR2B	ILMN_1660027	3	All 146 GSE72810 samples	146	6.43965191399315	0.27449181581907
2214	FCGR3A	ILMN_2112580	2	All 146 GSE72810 samples	146	6.92102190629452	0.657455525505881
2215	FCGR3B	ILMN_1728639	2	All 146 GSE72810 samples	146	10.7957786950685	1.10169623246121
50943	FOXP3	ILMN_1768049	1	All 146 GSE72810 samples	146	5.90015888341096	0.147354743200051
2444	FRK	ILMN_1727605	1	All 146 GSE72810 samples	146	5.77476115694521	0.127998772042001
10146	G3BP1	ILMN_2344455	2	All 146 GSE72810 samples	146	6.77338859840411	0.320026822201627
9908	G3BP2	ILMN_2381753	4	All 146 GSE72810 samples	146	8.49989024040411	0.419136492333818
2625	GATA3	ILMN_2406656	1	All 146 GSE72810 samples	146	6.22840007293836	0.154545728128182
2633	GBP1	ILMN_2148785	2	All 146 GSE72810 samples	146	8.60132826232192	1.37277328712317
2635	GBP3	ILMN_1725314	1	All 146 GSE72810 samples	146	6.20408645980822	0.151677918913247
1880	GPR183	ILMN_1798706	2	All 146 GSE72810 samples	146	7.946254025	0.69513989369623
51191	HERC5	ILMN_1729749	1	All 146 GSE72810 samples	146	10.0202211233767	1.71871940693554
23119	HIC2	ILMN_1652762	1	All 146 GSE72810 samples	146	6.51704603056164	0.157231127091612
29851	ICOS	ILMN_1669927	1	All 146 GSE72810 samples	146	7.23024718828082	0.627787196659302
23308	ICOSLG	ILMN_1675671	1	All 146 GSE72810 samples	146	6.19477618536301	0.132964957305575
3429	IFI27	ILMN_2058782	1	All 146 GSE72810 samples	146	10.7911372623288	2.72614870952157
3430	IFI35	ILMN_1745374	1	All 146 GSE72810 samples	146	9.78822636769178	1.09241578781206
10561	IFI44	ILMN_1760062	1	All 146 GSE72810 samples	146	9.06046147309589	1.76082520395362
10964	IFI44L	ILMN_1723912	1	All 146 GSE72810 samples	146	9.66868060043836	2.12891962422684
2537	IFI6	ILMN_1687384	2	All 146 GSE72810 samples	146	11.3923930088973	1.03152762327362
64135	IFIH1	ILMN_1781373	1	All 146 GSE72810 samples	146	7.97883609533562	1.04342251983872
3434	IFIT1	ILMN_1707695	2	All 146 GSE72810 samples	146	8.85163668250685	1.94059012027804
439996	IFIT1B	ILMN_1759155	1	All 146 GSE72810 samples	146	8.29610291456849	1.85422352764997
3433	IFIT2	ILMN_1739428	1	All 146 GSE72810 samples	146	10.3171785193014	1.73877422930899
3437	IFIT3	ILMN_1701789	3	All 146 GSE72810 samples	146	10.2885235642329	1.91926586021284
24138	IFIT5	ILMN_1696654	1	All 146 GSE72810 samples	146	6.74478334109589	0.534738684633067
10410	IFITM3	ILMN_1805750	1	All 146 GSE72810 samples	146	12.2551041544795	1.28542899014951
10643	IGF2BP3	ILMN_1807423	1	All 146 GSE72810 samples	146	7.26615223323288	0.7182568370828
3600	IL15	ILMN_1724181	4	All 146 GSE72810 samples	146	6.66423343821918	0.384446092348269
3557	IL1RN	ILMN_1774874	3	All 146 GSE72810 samples	146	9.72463662275342	1.08864022105785
246778	IL27	ILMN_1753758	1	All 146 GSE72810 samples	146	6.13488797965069	0.330949900564156
3559	IL2RA	ILMN_1683774	2	All 146 GSE72810 samples	146	6.17561540034247	0.178169293783531
3575	IL7R	ILMN_1691341	2	All 146 GSE72810 samples	146	10.2605455356096	1.0420799953364
10527	IPO7	ILMN_1652378	1	All 146 GSE72810 samples	146	6.10329192705479	0.12496544375545
3665	IRF7	ILMN_1798181	3	All 146 GSE72810 samples	146	10.1514596375822	1.2503351905848
10379	IRF9	ILMN_1745471	1	All 146 GSE72810 samples	146	10.575692482774	0.604184116721942
9636	ISG15	ILMN_2054019	1	All 146 GSE72810 samples	146	9.18550530482877	1.79927686551104
3669	ISG20	ILMN_1659913	1	All 146 GSE72810 samples	146	11.3561145184452	0.774332087721877
84502	JPH4	ILMN_1758829	1	All 146 GSE72810 samples	146	5.87541874008904	0.129415369554034
3802	KIR2DL1	ILMN_1678882	2	All 146 GSE72810 samples	146	6.37205405130822	0.301477396738994
3806	KIR2DS1	ILMN_2166812	2	All 146 GSE72810 samples	146	5.90466788423288	0.140120155122614
3810	KIR2DS5	ILMN_1691803	1	All 146 GSE72810 samples	146	6.31857183660959	0.26015869458692
3811	KIR3DL1	ILMN_2131828	2	All 146 GSE72810 samples	146	6.59978397232192	0.401163198359545
10219	KLRG1	ILMN_1658399	2	All 146 GSE72810 samples	146	7.68978199510959	0.734886149366401
54900	LAX1	ILMN_1769782	1	All 146 GSE72810 samples	146	7.55988716847945	0.580740532575085
3976	LIF	ILMN_1738725	1	All 146 GSE72810 samples	146	5.83249673589041	0.142138507929958
23547	LILRA4	ILMN_1702385	1	All 146 GSE72810 samples	146	6.00817681553425	0.16427113815853
4063	LY9	ILMN_1812278	3	All 146 GSE72810 samples	146	7.38563835673973	0.619894905391431
10892	MALT1	ILMN_1730986	2	All 146 GSE72810 samples	146	6.78046484780822	0.314742914485996
55016	MARCHF1	ILMN_2094942	2	All 146 GSE72810 samples	146	6.40869232820548	0.263748256284967
9782	MATR3	ILMN_1815107	4	All 146 GSE72810 samples	146	8.97214945765754	0.656572171991297
255231	MCOLN2	ILMN_1660462	1	All 146 GSE72810 samples	146	6.79392975891781	0.455158630813058
4191	MDH2	ILMN_2079004	1	All 146 GSE72810 samples	146	11.100425829589	0.337044480217233
4210	MEFV	ILMN_1804738	2	All 146 GSE72810 samples	146	7.11310464602055	0.556009927247449
9258	MFHAS1	ILMN_1745686	1	All 146 GSE72810 samples	146	6.97987485512329	0.368025706821601
11043	MID2	ILMN_1760180	3	All 146 GSE72810 samples	146	6.14682634791781	0.153899008659145
4343	MOV10	ILMN_1725700	1	All 146 GSE72810 samples	146	7.42190695753425	0.75831603158942
28998	MRPL13	ILMN_1671158	1	All 146 GSE72810 samples	146	6.59497262776712	0.443162905568552
29093	MRPL22	ILMN_1748819	2	All 146 GSE72810 samples	146	8.01118946328082	0.652047204668547
64963	MRPS11	ILMN_1722905	2	All 146 GSE72810 samples	146	8.52791306616438	0.311818661323142
51023	MRPS18C	ILMN_1658416	2	All 146 GSE72810 samples	146	8.0905744165274	0.771931016696529
2206	MS4A2	ILMN_1806721	1	All 146 GSE72810 samples	146	5.97342842223288	0.179095614035741
113115	MTFR2	ILMN_1697998	2	All 146 GSE72810 samples	146	6.18616778316438	0.11432614314977
4599	MX1	ILMN_1662358	1	All 146 GSE72810 samples	146	11.9429128112123	1.43290644341331
4600	MX2	ILMN_2231928	1	All 146 GSE72810 samples	146	10.137709171089	0.999139345263779
23138	N4BP3	ILMN_1678531	1	All 146 GSE72810 samples	146	5.84768136397945	0.148155458115515
4696	NDUFA3	ILMN_1784641	1	All 146 GSE72810 samples	146	10.4695011944589	0.385934710328767
4697	NDUFA4	ILMN_1751258	1	All 146 GSE72810 samples	146	9.81027859128082	0.926860969351928
51103	NDUFAF1	ILMN_1754421	1	All 146 GSE72810 samples	146	6.57648056409589	0.395668385788095
91942	NDUFAF2	ILMN_1682857	1	All 146 GSE72810 samples	146	6.70837377012329	0.395255145601862
137682	NDUFAF6	ILMN_1727618	1	All 146 GSE72810 samples	146	6.21489910967123	0.160036024365812
55471	NDUFAF7	ILMN_1722186	3	All 146 GSE72810 samples	146	6.82009862360274	0.295609650677801
4707	NDUFB1	ILMN_1724367	1	All 146 GSE72810 samples	146	6.02541134956164	0.0986088849526277
4709	NDUFB3	ILMN_2119945	2	All 146 GSE72810 samples	146	8.61699553258219	0.972051953456018
4718	NDUFC2	ILMN_1694274	1	All 146 GSE72810 samples	146	6.05436493410274	0.154937975359761
4724	NDUFS4	ILMN_1812312	1	All 146 GSE72810 samples	146	7.61446392489726	0.702072796558022
4731	NDUFV3	ILMN_1765500	2	All 146 GSE72810 samples	146	6.19359641546575	0.118572195179745
64127	NOD2	ILMN_1762594	1	All 146 GSE72810 samples	146	7.67345355781507	0.652592044300237
51251	NT5C3A	ILMN_2352121	2	All 146 GSE72810 samples	146	9.7688375695	0.921008743749034
4938	OAS1	ILMN_2410826	4	All 146 GSE72810 samples	146	8.31011757097945	1.24801434589161
4939	OAS2	ILMN_1674063	4	All 146 GSE72810 samples	146	10.5910237955548	1.37956100503414
4940	OAS3	ILMN_1745397	2	All 146 GSE72810 samples	146	8.51031852344521	1.599640577023
8638	OASL	ILMN_1674811	2	All 146 GSE72810 samples	146	8.598957092	1.46479838591426
54726	OTUD4	ILMN_1708203	3	All 146 GSE72810 samples	146	6.49160350699315	0.22283081422569
5027	P2RX7	ILMN_1759326	1	All 146 GSE72810 samples	146	7.70446394134247	0.407376906219018
24145	PANX1	ILMN_1697817	1	All 146 GSE72810 samples	146	6.05163690190411	0.141959282140175
54625	PARP14	ILMN_1691731	1	All 146 GSE72810 samples	146	8.31023792342466	0.830760326565181
83666	PARP9	ILMN_1731224	2	All 146 GSE72810 samples	146	9.58398411480822	0.92214835612095
23598	PATZ1	ILMN_1759297	3	All 146 GSE72810 samples	146	6.10842062923973	0.140278794213868
5295	PIK3R1	ILMN_1760303	5	All 146 GSE72810 samples	146	8.0745991175548	0.357285231240826
11040	PIM2	ILMN_1748283	1	All 146 GSE72810 samples	146	9.98542384573288	0.510610404921831
122618	PLD4	ILMN_1695490	1	All 146 GSE72810 samples	146	6.03504639183562	0.127177630038466
403313	PLPP6	ILMN_1802628	1	All 146 GSE72810 samples	146	6.40248508043836	0.175641769678465
5359	PLSCR1	ILMN_1745242	1	All 146 GSE72810 samples	146	7.17017219406849	0.751508962004742
5366	PMAIP1	ILMN_2098446	2	All 146 GSE72810 samples	146	6.16297778544521	0.190133082622335
5371	PML	ILMN_1728019	7	All 146 GSE72810 samples	146	7.5152431325548	0.692528858772091
639	PRDM1	ILMN_1655077	4	All 146 GSE72810 samples	146	7.45980207472603	0.523885164066882
5551	PRF1	ILMN_1740633	1	All 146 GSE72810 samples	146	8.57183699819863	1.01167525653473
8575	PRKRA	ILMN_1758474	1	All 146 GSE72810 samples	146	7.17161627796575	0.321822912721082
5734	PTGER4	ILMN_1795930	1	All 146 GSE72810 samples	146	7.4430032075274	0.452386141639739
5781	PTPN11	ILMN_1778236	1	All 146 GSE72810 samples	146	7.46864946128767	0.400967259548426
5996	RGS1	ILMN_1656011	1	All 146 GSE72810 samples	146	6.09241056047945	0.34646724391692
23586	RIGI	ILMN_1797001	1	All 146 GSE72810 samples	146	7.38092479879452	0.855639854366161
8767	RIPK2	ILMN_1758939	1	All 146 GSE72810 samples	146	7.42001972656849	0.423804413743301
6138	RPL15	ILMN_1762747	1	All 146 GSE72810 samples	146	10.1089102200685	0.782870918525975
6139	RPL17	ILMN_1658283	3	All 146 GSE72810 samples	146	10.6732386882534	1.2515326268721
9349	RPL23	ILMN_1755115	1	All 146 GSE72810 samples	146	8.35240534413699	1.16895182971494
6154	RPL26	ILMN_1731546	1	All 146 GSE72810 samples	146	8.16775834604795	1.34701245957019
51121	RPL26L1	ILMN_2110532	2	All 146 GSE72810 samples	146	7.08618651252055	0.604250246214456
6155	RPL27	ILMN_1656807	1	All 146 GSE72810 samples	146	12.0024443727877	0.853966236069523
6159	RPL29	ILMN_1737517	2	All 146 GSE72810 samples	146	6.40256504892466	0.244027300922476
6160	RPL31	ILMN_1754195	1	All 146 GSE72810 samples	146	8.75743474289041	1.34146952758795
6164	RPL34	ILMN_1706873	2	All 146 GSE72810 samples	146	6.87970058014384	0.553502364322215
6133	RPL9	ILMN_1750507	3	All 146 GSE72810 samples	146	10.9614888771849	1.23534879822574
6175	RPLP0	ILMN_1709880	3	All 146 GSE72810 samples	146	12.0474644327123	0.755763332637169
6210	RPS15A	ILMN_1787949	3	All 146 GSE72810 samples	146	12.112776862	0.962472498609232
6229	RPS24	ILMN_1656625	2	All 146 GSE72810 samples	146	9.56069312516438	1.15365418506811
6232	RPS27	ILMN_1660498	3	All 146 GSE72810 samples	146	12.9703597667123	0.737939350800329
6189	RPS3A	ILMN_2139943	3	All 146 GSE72810 samples	146	10.4847239843082	1.2761759748335
6192	RPS4Y1	ILMN_1783142	1	All 146 GSE72810 samples	146	8.34442780395206	2.18307522188459
6201	RPS7	ILMN_1750722	2	All 146 GSE72810 samples	146	6.32976912114384	0.271901813296678
6203	RPS9	ILMN_1749447	2	All 146 GSE72810 samples	146	11.9569646447945	0.547880431820533
91543	RSAD2	ILMN_1657871	1	All 146 GSE72810 samples	146	8.44276418379452	1.77518545628902
64108	RTP4	ILMN_2173975	1	All 146 GSE72810 samples	146	6.91542013684247	0.70512748603697
54809	SAMD9	ILMN_1814305	1	All 146 GSE72810 samples	146	8.79236089587671	0.886998801107059
256987	SERINC5	ILMN_1789464	1	All 146 GSE72810 samples	146	6.22602235386301	0.204761854327647
5272	SERPINB9	ILMN_1742052	2	All 146 GSE72810 samples	146	6.38730224136301	0.187318855841642
710	SERPING1	ILMN_1670305	2	All 146 GSE72810 samples	146	7.49317679441781	1.33162522997835
117157	SH2D1B	ILMN_1701237	1	All 146 GSE72810 samples	146	6.31901511870548	0.31906033739132
23411	SIRT1	ILMN_1739083	1	All 146 GSE72810 samples	146	6.78101413034247	0.307452507776255
9016	SLC25A14	ILMN_1743770	2	All 146 GSE72810 samples	146	6.47093521815754	0.181659842823547
91607	SLFN11	ILMN_1752520	2	All 146 GSE72810 samples	146	7.88875196226027	0.397539428319694
146857	SLFN13	ILMN_2215862	1	All 146 GSE72810 samples	146	6.30506902667808	0.210234466457915
4088	SMAD3	ILMN_1682738	1	All 146 GSE72810 samples	146	7.37934114681507	0.350553503159309
27293	SMPDL3B	ILMN_1719660	3	All 146 GSE72810 samples	146	5.99131108703425	0.121033020349645
8651	SOCS1	ILMN_1774733	1	All 146 GSE72810 samples	146	7.28549841081507	0.843296296937297
10417	SPON2	ILMN_1676099	1	All 146 GSE72810 samples	146	6.06458568667123	0.229420437180317
6714	SRC	ILMN_1729987	3	All 146 GSE72810 samples	146	7.29760272232877	0.541425045288459
6772	STAT1	ILMN_1691364	3	All 146 GSE72810 samples	146	11.094814229137	1.00084195547633
6773	STAT2	ILMN_1690921	1	All 146 GSE72810 samples	146	10.8708450278014	0.925051290687696
10010	TANK	ILMN_1715069	4	All 146 GSE72810 samples	146	8.75138145222603	0.547788794862435
6938	TCF12	ILMN_2314007	3	All 146 GSE72810 samples	146	6.90104813890411	0.303698144272668
6932	TCF7	ILMN_1676470	6	All 146 GSE72810 samples	146	7.04707728870548	0.514466181467374
7049	TGFBR3	ILMN_1784287	1	All 146 GSE72810 samples	146	7.41835219191781	0.823649912121787
353376	TICAM2	ILMN_1651346	1	All 146 GSE72810 samples	146	7.44204305714384	0.371312623775229
7098	TLR3	ILMN_1689578	2	All 146 GSE72810 samples	146	6.00421644478082	0.107521870162872
51284	TLR7	ILMN_1677827	1	All 146 GSE72810 samples	146	7.23247165105479	0.682627740598391
84233	TMEM126A	ILMN_2217809	1	All 146 GSE72810 samples	146	7.41665784206164	0.559194995691785
25880	TMEM186	ILMN_2230998	1	All 146 GSE72810 samples	146	6.16039197630822	0.0926989172146125
7293	TNFRSF4	ILMN_2112256	2	All 146 GSE72810 samples	146	6.56584108393151	0.363600343299736
8743	TNFSF10	ILMN_1801307	1	All 146 GSE72810 samples	146	10.0135891043904	0.872444114465873
9966	TNFSF15	ILMN_2106380	2	All 146 GSE72810 samples	146	7.28965473686986	0.40547285354635
7292	TNFSF4	ILMN_2089875	2	All 146 GSE72810 samples	146	6.45327864861644	0.279981402956631
944	TNFSF8	ILMN_1761778	1	All 146 GSE72810 samples	146	6.25674063984932	0.182922627905632
8744	TNFSF9	ILMN_1751464	1	All 146 GSE72810 samples	146	6.08478387671233	0.105039007505776
9868	TOMM70	ILMN_1746426	1	All 146 GSE72810 samples	146	7.81611611572603	0.39137721891134
9618	TRAF4	ILMN_1763104	2	All 146 GSE72810 samples	146	6.07148088236301	0.101467437158493
11277	TREX1	ILMN_1676997	2	All 146 GSE72810 samples	146	5.96490941730822	0.115404719690462
9830	TRIM14	ILMN_1772689	4	All 146 GSE72810 samples	146	6.37228612178082	0.455997592053072
10346	TRIM22	ILMN_1779252	1	All 146 GSE72810 samples	146	9.3109811214589	0.980560278668019
22954	TRIM32	ILMN_1654737	1	All 146 GSE72810 samples	146	6.33115546476712	0.171808340628771
23087	TRIM35	ILMN_1671765	2	All 146 GSE72810 samples	146	6.09470372309589	0.0975755716103375
10475	TRIM38	ILMN_1697971	1	All 146 GSE72810 samples	146	8.48044124163699	0.616285570944297
85363	TRIM5	ILMN_1704972	3	All 146 GSE72810 samples	146	7.32559481989041	0.64945615911375
84851	TRIM52	ILMN_1754130	1	All 146 GSE72810 samples	146	7.14255693812329	0.324804815259499
117854	TRIM6	ILMN_1656910	2	All 146 GSE72810 samples	146	6.24535859008219	0.325123592050559
7311	UBA52	ILMN_1782977	2	All 146 GSE72810 samples	146	13.6747407232192	0.313798364251723
9246	UBE2L6	ILMN_1769520	3	All 146 GSE72810 samples	146	11.5523875015822	0.91380775685696
8725	URI1	ILMN_1798728	2	All 146 GSE72810 samples	146	8.83264434868493	0.580893090163031
29802	VPREB3	ILMN_1700147	1	All 146 GSE72810 samples	146	9.0277312905274	0.927215418205677
9213	XPR1	ILMN_2104106	2	All 146 GSE72810 samples	146	7.19604302958219	0.271793144216386
81030	ZBP1	ILMN_1765994	1	All 146 GSE72810 samples	146	9.33064382708904	1.28813649507282
22890	ZBTB1	ILMN_1750246	1	All 146 GSE72810 samples	146	5.92624272122603	0.111412618661329
57621	ZBTB2	ILMN_1766247	1	All 146 GSE72810 samples	146	6.0679943119589	0.105013173263238
26137	ZBTB20	ILMN_1689456	1	All 146 GSE72810 samples	146	7.70597466889726	0.415977297676188
7597	ZBTB25	ILMN_2048982	2	All 146 GSE72810 samples	146	6.44372080184932	0.228715732902621
57684	ZBTB26	ILMN_1718668	1	All 146 GSE72810 samples	146	5.9505793190137	0.12369952400063
10009	ZBTB33	ILMN_1673138	1	All 146 GSE72810 samples	146	8.22820044604795	0.451104797555393
84614	ZBTB37	ILMN_1785960	1	All 146 GSE72810 samples	146	5.84589285654795	0.138556463875078
9880	ZBTB39	ILMN_1681154	1	All 146 GSE72810 samples	146	6.14734487126027	0.089210747387965
166793	ZBTB49	ILMN_2103388	1	All 146 GSE72810 samples	146	6.73336617515753	0.241445518665339
10773	ZBTB6	ILMN_1727218	1	All 146 GSE72810 samples	146	6.13116877269178	0.104460140415228
56829	ZC3HAV1	ILMN_1667068	3	All 146 GSE72810 samples	146	9.15170794823973	0.462444458719299
85364	ZCCHC3	ILMN_1786852	1	All 146 GSE72810 samples	146	6.50521200772603	0.2022079428292
10771	ZMYND11	ILMN_1754234	3	All 146 GSE72810 samples	146	8.3723909920548	0.626930706068894
7690	ZNF131	ILMN_2178088	1	All 146 GSE72810 samples	146	5.96018510706849	0.15594783293988
7693	ZNF134	ILMN_1768809	1	All 146 GSE72810 samples	146	6.44234209041781	0.18238375192926
137209	ZNF572	ILMN_1802974	1	All 146 GSE72810 samples	146	5.95048093715069	0.122372161729663
